seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover
80,0.0001,80,0.1,0.5,1,-0.77415969214238,0.91,-0.8779647990624624,0.912,0.0003451,0.0,0.0
80,0.00021544346900318845,80,0.1,0.5,1,-0.7741596921160004,0.91,-0.8779647991219564,0.912,0.0003451,0.0,0.0
80,0.00046415888336127773,80,0.1,0.5,1,-0.7741596921352968,0.91,-0.8779647990764384,0.912,0.0003451,0.0,0.0
80,0.001,80,0.1,0.5,1,-0.7741596921338127,0.91,-0.87796479906308,0.912,0.0003451,0.0,0.0
80,0.002154434690031882,80,0.1,0.5,1,-0.7741596921216148,0.91,-0.8779647990780284,0.912,0.0003451,0.0,0.0
80,0.004641588833612777,80,0.1,0.5,1,-0.7741596920870358,0.91,-0.8779647990746269,0.912,0.0003451,0.0,0.0
80,0.01,80,0.1,0.5,1,-0.7741596921175342,0.91,-0.8779647990457232,0.908,0.0003451,0.0,0.0
80,0.021544346900318822,80,0.1,0.5,1,-0.7741596920925992,0.91,-0.8779647990675918,0.904,0.0003451,0.0,0.0
80,0.046415888336127774,80,0.1,0.5,1,-0.7741596921206596,0.9,-0.8779647990638166,0.884,0.0003451,0.0,0.0
80,0.1,80,0.1,0.5,1,-0.7741596920877711,0.87,-0.8779647990709143,0.848,0.0003451,0.0,0.0
80,0.11,80,0.1,0.5,1,-0.7741596921137464,0.86,-0.8779647990846513,0.844,0.0003451,0.0,0.0
80,0.14708333333333334,80,0.1,0.5,1,-0.7741596920662708,0.84,-0.8779647990746687,0.812,0.0003451,0.0,0.0
80,0.18416666666666667,80,0.1,0.5,1,-0.7741596920790097,0.81,-0.877964799074723,0.78,0.0003451,0.0,0.0
80,0.22125,80,0.1,0.5,1,-0.7741596921007499,0.78,-0.8779647990606938,0.752,0.0003451,0.0,0.0
80,0.25833333333333336,80,0.1,0.5,1,-0.7741596921496182,0.76,-0.8779647990583458,0.712,0.0003451,0.0,0.0
80,0.29541666666666666,80,0.1,0.5,1,-0.7741596921469145,0.68,-0.8779647990630697,0.656,0.0003451,0.0,0.0
80,0.3325,80,0.1,0.5,1,-0.7875918630420515,0.6,-0.8735734251950726,0.624,0.0003451,0.0,0.0
