,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.1959111210343325,-6.6739249738805135,0.0,[0.035],0.6056588221493329,0.745,0.035,1.0
1,"(100,)",-4.683938710655287,-7.225335964986559,0.0,[0.085],1.1869799673214378,0.675,0.085,1.0
2,"(200,)",-4.777527999457545,-7.336296423150083,0.0,[0.095],1.3733033258480642,0.66,0.095,1.0
3,"(300,)",-4.798861426461753,-7.362263395632107,0.0,[0.095],1.416194728616821,0.655,0.095,1.0
4,"(400,)",-4.806324695724828,-7.371522797549492,0.0,[0.095],1.431113061157391,0.655,0.095,1.0
5,"(500,)",-4.807917916162945,-7.373513455204931,0.0,[0.095],1.4341966835065985,0.655,0.095,1.0
