seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
50,50,0.6003976802337929,0.3086701758152475,0.1757371097076276,-0.29870791211156505,-0.5142791712063668,-0.9681182335584756
