,Rho,Test_other_obj,Test_obj,Test_val,Lower_test,Upper_test,Probability_violations_test,Violations_test,Coverage_test,Avg_prob_test,step,Validate_obj,Validate_val,Probability_violations_validate,Violations_validate,Avg_prob_validate
0,0.5,-0.8171534332132965,-0.6609493534821739,-0.2837475593013764,-0.2837475593013764,-0.2837475593013764,[0.248],0.965015477380513,0.0,0.248,"(0,)",-0.6609493534822005,-0.27134597565993823,[0.245],1.0101642388327987,0.245
1,0.5423728813559322,-0.8148599300316858,-0.646196753941513,-0.29163463928041533,-0.29163463928041533,-0.29163463928041533,[0.234],0.8699370154548681,0.0,0.234,"(0,)",-0.6461967539414866,-0.28625707489153207,[0.24],0.9048844381373232,0.24
2,0.5847457627118644,-0.812986332647277,-0.6316659938972149,-0.29744246657414797,-0.29744246657414797,-0.29744246657414797,[0.21],0.7879448754876844,0.0,0.21,"(0,)",-0.6316659938972208,-0.29793600466632947,[0.22],0.8137375805549536,0.22
3,0.6271186440677966,-0.811422344021281,-0.6173050640806482,-0.3020092079645988,-0.3020092079645988,-0.3020092079645988,[0.188],0.7160047733912495,0.0,0.188,"(0,)",-0.6173050640806504,-0.30768514273817865,[0.205],0.7304584880536867,0.205
4,0.6694915254237288,-0.8100941659729956,-0.6030774125703597,-0.30555807038179683,-0.30555807038179683,-0.30555807038179683,[0.168],0.6554660976831365,0.0,0.168,"(0,)",-0.603077412570358,-0.3159642897280898,[0.185],0.6555910599985538,0.185
5,0.711864406779661,-0.8089503646525441,-0.5889564927801698,-0.30838480319292455,-0.30838480319292455,-0.30838480319292455,[0.156],0.6016601245223255,0.0,0.156,"(0,)",-0.5889564927801303,-0.32309308906966205,[0.16],0.5903272199034101,0.16
6,0.7542372881355932,-0.8079536924842614,-0.5749225056527917,-0.3106189098723484,-0.3106189098723484,-0.3106189098723484,[0.14],0.555060766802567,0.0,0.14,"(0,)",-0.5749225056527885,-0.32930600408219207,[0.15],0.5340905640053779,0.15
7,0.7966101694915254,-0.8070766891734477,-0.5609603440369522,-0.31249535282364155,-0.31249535282364155,-0.31249535282364155,[0.13],0.5131508790789571,0.0,0.13,"(0,)",-0.5609603440369524,-0.33477305475723496,[0.145],0.4833459042026263,0.145
8,0.8389830508474576,-0.8062984262285491,-0.5470582655494463,-0.31416045813014065,-0.31416045813014065,-0.31416045813014065,[0.114],0.4751679730730945,0.0,0.114,"(0,)",-0.5470582655494625,-0.3391817385919613,[0.135],0.4357653022293906,0.135
9,0.8813559322033898,-0.8056026874366061,-0.5332069913393203,-0.3156489506055165,-0.3156489506055165,-0.3156489506055165,[0.104],0.4419479276472839,0.0,0.104,"(0,)",-0.5332069913393476,-0.3427966793528786,[0.125],0.39171012217921064,0.125
10,0.923728813559322,-0.8049767023487047,-0.5193990844620248,-0.316988201842808,-0.316988201842808,-0.316988201842808,[0.098],0.41172533019711116,0.0,0.098,"(0,)",-0.5193990844620646,-0.3460491830201042,[0.12],0.3502536064936922,0.12
11,0.9661016949152542,-0.8044102539323637,-0.5056285093030494,-0.3182000763445022,-0.3182000763445022,-0.3182000763445022,[0.094],0.3828309000572167,0.0,0.094,"(0,)",-0.5056285093030993,-0.34899234251111644,[0.1],0.31424035393031813,0.1
12,1.0084745762711864,-0.8038952431939119,-0.49189031437292124,-0.3193019357612545,-0.3193019357612545,-0.3193019357612545,[0.086],0.3557583170971965,0.0,0.086,"(0,)",-0.491890314372922,-0.35166827245587595,[0.1],0.28225185080884446,0.1
13,1.0508474576271185,-0.8034245462586357,-0.4781803921831059,-0.3203089201453943,-0.3203089201453943,-0.3203089201453943,[0.084],0.3306206483134347,0.0,0.084,"(0,)",-0.47818039218310643,-0.35381537836500426,[0.085],0.25159814757254273,0.085
14,1.0932203389830508,-0.8029926961897614,-0.4644953111462427,-0.32123279738745764,-0.32123279738745764,-0.32123279738745764,[0.082],0.30642027871127747,0.0,0.082,"(0,)",-0.4644953111462434,-0.35557663419256946,[0.07],0.22750380390066083,0.07
15,1.1355932203389831,-0.8025949954603027,-0.45083217752042914,-0.3220836171782191,-0.3220836171782191,-0.3220836171782191,[0.07],0.28547518761962715,0.0,0.07,"(0,)",-0.45083217752042953,-0.3570538134008214,[0.055],0.20812579927389863,0.055
16,1.1779661016949152,-0.8022274851806875,-0.43718853388941364,-0.3228698489928509,-0.3228698489928509,-0.3228698489928509,[0.066],0.2655874037284622,0.0,0.066,"(0,)",-0.43718853388941425,-0.35841885610041685,[0.05],0.19242954907048748,0.05
17,1.2203389830508473,-0.801886803704055,-0.42356227930541057,-0.3235895289252231,-0.3235895289252231,-0.3235895289252231,[0.054],0.24865282139090267,0.0,0.054,"(0,)",-0.42356227930541074,-0.35968424848666986,[0.045],0.17812144543832353,0.045
18,1.2627118644067796,-0.8015700768319534,-0.4099516064677187,-0.3242022582231018,-0.3242022582231018,-0.3242022582231018,[0.052],0.23392877568324993,0.0,0.052,"(0,)",-0.40995160646771894,-0.3608606662133949,[0.045],0.1644647079354432,0.045
19,1.305084745762712,-0.8012748316111996,-0.3963549518175961,-0.3247734297473905,-0.3247734297473905,-0.3247734297473905,[0.046],0.22032175413062727,0.0,0.046,"(0,)",-0.39635495181759645,-0.36195729459409043,[0.045],0.1509160240970734,0.045
20,1.347457627118644,-0.8009989279653182,-0.3827709555363125,-0.3253071836374521,-0.3253071836374521,-0.3253071836374521,[0.046],0.20765762646960695,0.0,0.046,"(0,)",-0.38277095553631235,-0.3629820825331497,[0.045],0.13746466227989718,0.045
21,1.3898305084745761,-0.8007405039671623,-0.3691984292148237,-0.32580712192619593,-0.32580712192619593,-0.32580712192619593,[0.044],0.19544254823276247,0.0,0.044,"(0,)",-0.369198429214824,-0.36386026792361265,[0.04],0.124575998980389,0.04
22,1.4322033898305084,-0.8004979316543872,-0.35563632952299984,-0.3262763940312315,-0.3262763940312315,-0.3262763940312315,[0.04],0.1839916761159453,0.0,0.04,"(0,)",-0.3556363295229998,-0.3645948846275713,[0.035],0.1129476162509341,0.035
23,1.4745762711864407,-0.800269781075426,-0.3420837366122315,-0.32671776629540916,-0.32671776629540916,-0.32671776629540916,[0.038],0.17329772910073388,0.0,0.038,"(0,)",-0.34208373661223157,-0.36522975261525703,[0.035],0.10267796865140909,0.035
24,1.5169491525423728,-0.8000547908199339,-0.3285398362830044,-0.3270586684030462,-0.3270586684030462,-0.3270586684030462,[0.034],0.16332394124517258,0.0,0.034,"(0,)",-0.3285398362830041,-0.36582799971024466,[0.035],0.09245956174154457,0.035
25,1.559322033898305,-0.7998518436978077,-0.31500390516999033,-0.32735095004014,-0.32735095004014,-0.32735095004014,[0.03],0.15497780061735245,0.0,0.03,"(0,)",-0.3150039051699902,-0.3663927346885679,[0.035],0.08228805584577097,0.035
26,1.6016949152542372,-0.799659946541656,-0.3014752983628152,-0.327627317634786,-0.327627317634786,-0.327627317634786,[0.03],0.14684673720015962,0.0,0.03,"(0,)",-0.3014752983628153,-0.36692672121541026,[0.03],0.07295511362969154,0.03
27,1.6440677966101696,-0.7994782133326901,-0.28795343900589365,-0.32786991751142286,-0.32786991751142286,-0.32786991751142286,[0.028],0.1388100163780066,0.002,0.028,"(0,)",-0.2879534390058936,-0.3674324247935456,[0.02],0.06624173687012577,0.02
28,1.6864406779661016,-0.799305732609841,-0.2744378083050574,-0.3280853657707301,-0.3280853657707301,-0.3280853657707301,[0.026],0.13130745001265534,0.002,0.026,"(0,)",-0.2744378083050331,-0.3679123752574284,[0.02],0.06019476165041596,0.02
29,1.7288135593220337,-0.7991420410277731,-0.2609279430573274,-0.32828983663473793,-0.32828983663473793,-0.32828983663473793,[0.026],0.12434889351922992,0.002,0.026,"(0,)",-0.26092794305730327,-0.36836786896818696,[0.02],0.05418273804674619,0.02
30,1.771186440677966,-0.7989863664160101,-0.24742342161088515,-0.3284842934141543,-0.3284842934141543,-0.3284842934141543,[0.026],0.11738985523137158,0.004,0.026,"(0,)",-0.24742342161086153,-0.36880105452214546,[0.015],0.04821908017270561,0.015
31,1.8135593220338984,-0.7988381297399362,-0.23392386370918422,-0.32866945950294113,-0.32866945950294113,-0.32866945950294113,[0.026],0.11043037285743088,0.006,0.026,"(0,)",-0.233923863709162,-0.3692135432920037,[0.015],0.04381202460559911,0.015
32,1.8559322033898304,-0.798696806765068,-0.22042892445953946,-0.32884598982644986,-0.32884598982644986,-0.32884598982644986,[0.026],0.10347048021626903,0.008,0.026,"(0,)",-0.22042892445951823,-0.36960679414283293,[0.015],0.03942301347277929,0.015
33,1.8983050847457625,-0.7985619216868395,-0.2069382903023917,-0.32901055009816527,-0.32901055009816527,-0.32901055009816527,[0.02],0.0977590061362046,0.01,0.02,"(0,)",-0.2069382903023718,-0.3699821311477293,[0.015],0.03505080615128921,0.015
34,1.9406779661016949,-0.7984330416363367,-0.19345167552119275,-0.3291593517897437,-0.3291593517897437,-0.3291593517897437,[0.02],0.09249721713779697,0.014,0.02,"(0,)",-0.1934516755211747,-0.3703407588723634,[0.015],0.030694273853463624,0.015
35,1.9830508474576272,-0.7983097719231641,-0.17996881920995988,-0.3293016763840338,-0.3293016763840338,-0.3293016763840338,[0.02],0.08723114786496067,0.018,0.02,"(0,)",-0.17996881920994337,-0.3706837756078656,[0.015],0.026352387258095446,0.015
36,2.0254237288135593,-0.7981917519005842,-0.166489482629776,-0.32943794025223166,-0.32943794025223166,-0.32943794025223166,[0.014],0.08239944270322386,0.02,0.014,"(0,)",-0.16648948262976127,-0.3710121848760533,[0.015],0.022024205754379914,0.015
37,2.0677966101694913,-0.7980786513591247,-0.15301344689716864,-0.32951061510888907,-0.32951061510888907,-0.32951061510888907,[0.012],0.0789054707939447,0.024,0.012,"(0,)",-0.15301344689715501,-0.37132690546917063,[0.015],0.01770886805551173,0.015
38,2.110169491525424,-0.797970167369349,-0.13954051095656841,-0.32957836868312784,-0.32957836868312784,-0.32957836868312784,[0.012],0.07576897462845364,0.03,0.012,"(0,)",-0.13954051095655606,-0.3716287802436277,[0.],0.015,0.0
39,2.152542372881356,-0.7978660215099521,-0.12607048979690783,-0.32964341314067885,-0.32964341314067885,-0.32964341314067885,[0.012],0.07262929867924431,0.044,0.012,"(0,)",-0.12607048979689658,-0.37191858384406745,[0.],0.015,0.0
40,2.194915254237288,-0.797765958339476,-0.11260321288835999,-0.3297059077194127,-0.3297059077194127,-0.3297059077194127,[0.012],0.06948663054556202,0.046,0.012,"(0,)",-0.11260321288838124,-0.37219702650967273,[0.],0.015,0.0
41,2.23728813559322,-0.7976697414754064,-0.09913852277295213,-0.32976599978659155,-0.32976599978659155,-0.32976599978659155,[0.01],0.06647632746711511,0.052,0.01,"(0,)",-0.09913852277296968,-0.37246476583699933,[0.],0.015,0.0
42,2.2796610169491522,-0.7975771509846085,-0.08567627382258308,-0.3298238270008358,-0.3298238270008358,-0.3298238270008358,[0.01],0.06384135874600833,0.062,0.01,"(0,)",-0.08567627382259804,-0.3727224141739982,[0.],0.015,0.0
43,2.3220338983050848,-0.7974879848366936,-0.07221633114592643,-0.32987951502370494,-0.32987951502370494,-0.32987951502370494,[0.01],0.061204725593807054,0.072,0.01,"(0,)",-0.07221633114591959,-0.37297053292724075,[0.],0.015,0.0
44,2.364406779661017,-0.7974020560097212,-0.058758569669143626,-0.32993318053761983,-0.32993318053761983,-0.32993318053761983,[0.008],0.05900295715706311,0.084,0.008,"(0,)",-0.058758569669134966,-0.37320964232110987,[0.],0.015,0.0
45,2.406779661016949,-0.7973191909403895,-0.04530287323059349,-0.329984932257057,-0.329984932257057,-0.329984932257057,[0.008],0.05689055552068761,0.094,0.008,"(0,)",-0.04530287323058482,-0.3734402258088366,[0.],0.015,0.0
46,2.4491525423728815,-0.7972392281473903,-0.03184913377089017,-0.33003487118903396,-0.33003487118903396,-0.33003487118903396,[0.008],0.05477704827511056,0.1,0.008,"(0,)",-0.03184913377087684,-0.3736627329742143,[0.],0.015,0.0
47,2.4915254237288136,-0.7971620172716861,-0.018397250654300038,-0.3300830913493177,-0.3300830913493177,-0.3300830913493177,[0.008],0.05266249277490965,0.118,0.008,"(0,)",-0.01839725065428459,-0.37387758238070545,[0.],0.015,0.0
48,2.5338983050847457,-0.7970874181629836,-0.004947130041840198,-0.3301296803495785,-0.3301296803495785,-0.3301296803495785,[0.008],0.05054694248425653,0.136,0.008,"(0,)",-0.004947130041822362,-0.3740851641427385,[0.],0.015,0.0
49,2.5762711864406778,-0.7970153000394323,0.008501315674420909,-0.330174719924395,-0.330174719924395,-0.330174719924395,[0.008],0.048430447295882764,0.156,0.008,"(0,)",0.008501315674441961,-0.3742858422651822,[0.],0.015,0.0
50,2.61864406779661,-0.796945540725653,0.0219481683808766,-0.33021828641409745,-0.33021828641409745,-0.33021828641409745,[0.008],0.04631305381906893,0.174,0.008,"(0,)",0.021948168380899934,-0.37447995677483814,[0.],0.015,0.0
51,2.6610169491525424,-0.7968780259599872,0.03539350470274389,-0.3302604512025891,-0.3302604512025891,-0.3302604512025891,[0.008],0.04419480564232904,0.204,0.008,"(0,)",0.03539350470276993,-0.3746678256560657,[0.],0.015,0.0
52,2.7033898305084745,-0.7968126487653295,0.04883739642058794,-0.33030128111392537,-0.33030128111392537,-0.33030128111392537,[0.008],0.04207574357270723,0.224,0.008,"(0,)",0.048837396420616325,-0.3748497466072704,[0.],0.015,0.0
53,2.7457627118644066,-0.7967493088778558,0.0622799108478453,-0.33034083877234915,-0.33034083877234915,-0.33034083877234915,[0.008],0.039955905853234594,0.25,0.008,"(0,)",0.06227991084787657,-0.37502599863514646,[0.],0.015,0.0
54,2.788135593220339,-0.7966879122278289,0.07572111117351907,-0.33037918292842666,-0.33037918292842666,-0.33037918292842666,[0.008],0.037835328361035925,0.28,0.008,"(0,)",0.07572111117355297,-0.37519684350280763,[0.],0.015,0.0
55,2.830508474576271,-0.7966283704676418,0.08916105677378107,-0.33041636875574537,-0.33041636875574537,-0.33041636875574537,[0.008],0.03571404478737425,0.306,0.008,"(0,)",0.089161056773818,-0.37536252704554157,[0.],0.015,0.0
56,2.8728813559322033,-0.7965706005420706,0.1025998034956846,-0.3304524481201831,-0.3304524481201831,-0.3304524481201831,[0.008],0.03359208680188301,0.338,0.008,"(0,)",0.10259980349572377,-0.37552328036850896,[0.],0.015,0.0
57,2.9152542372881354,-0.79651452429667,0.11603740391587943,-0.33048746982564386,-0.33048746982564386,-0.33048746982564386,[0.006],0.031559472666099646,0.358,0.006,"(0,)",0.11603740391592092,-0.3756793209376678,[0.],0.015,0.0
58,2.9576271186440675,-0.7964600538615376,0.12947390641173034,-0.33052153730878187,-0.33052153730878187,-0.33052153730878187,[0.006],0.029979402401011226,0.378,0.006,"(0,)",0.12947390641173076,-0.37582285332115883,[0.],0.015,0.0
59,3.0,-0.7964071467218473,0.1429093599776577,-0.3305545805330292,-0.3305545805330292,-0.3305545805330292,[0.006],0.02839854180354962,0.398,0.006,"(0,)",0.14290935997765805,-0.37593105371357877,[0.],0.015,0.0
