seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time
0,0.0001,0,0.25,1,1,-428.5685232667124,1.0,-427.9390393923761,1.0,0.007727913
0,0.00021544346900318845,0,0.25,1,1,-428.56644735751854,1.0,-427.93706719909403,1.0,0.007727913
0,0.00046415888336127773,0,0.25,1,1,-428.56194270443876,1.0,-427.9324763115004,1.0,0.007727913
0,0.001,0,0.25,1,1,-428.5520521394592,1.0,-427.9226567453792,1.0,0.007727913
0,0.002154434690031882,0,0.25,1,1,-428.53090066152714,1.0,-427.9015692732428,1.0,0.007727913
0,0.004641588833612777,0,0.25,1,1,-428.4852432548377,1.0,-427.85603300193145,1.0,0.007727913
0,0.01,0,0.25,1,1,-428.3868868209341,1.0,-427.7579417107422,1.0,0.007727913
0,0.021544346900318822,0,0.25,1,1,-428.1749754923112,1.0,-427.5465954891295,1.0,0.007727913
0,0.046415888336127774,0,0.25,1,1,-427.71842190251306,1.0,-427.0912611394697,1.0,0.007727913
0,0.1,0,0.25,1,1,-426.73480818817166,1.0,-426.1102759442268,0.994,0.007727913
0,0.11,0,0.25,1,1,-426.5512435312631,0.995,-425.92720183595605,0.992,0.007727913
0,0.17357142857142857,0,0.25,1,1,-425.38429740239457,0.96,-424.76337384104943,0.976,0.007727913
0,0.23714285714285716,0,0.25,1,1,-424.217351312452,0.93,-423.59954618872075,0.948,0.007727913
0,0.3007142857142857,0,0.25,1,1,-423.0504053721376,0.885,-422.43571845494887,0.906,0.007727913
0,0.36428571428571427,0,0.25,1,1,-421.8834592725654,0.85,-421.2718905905837,0.86,0.007727913
0,0.4278571428571428,0,0.25,1,1,-420.71651330548804,0.805,-420.10806291211566,0.798,0.007727913
0,0.49142857142857144,0,0.25,1,1,-419.54956719496664,0.78,-418.944235046273,0.724,0.007727913
0,0.555,0,0.25,1,1,-418.3826210935368,0.74,-417.7804072271546,0.676,0.007727913
0,0.6185714285714285,0,0.25,1,1,-417.2156749958778,0.635,-416.6165793940966,0.614,0.007727913
0,0.6821428571428572,0,0.25,1,1,-416.0487288963739,0.555,-415.4527515698201,0.54,0.007727913
0,0.7457142857142857,0,0.25,1,1,-414.8817828923552,0.51,-414.2889238466988,0.462,0.007727913
0,0.8092857142857143,0,0.25,1,1,-413.71483680509124,0.395,-413.12509603439474,0.42,0.007727913
0,0.8728571428571429,0,0.25,1,1,-412.5478906460263,0.33,-411.9612681346613,0.368,0.007727913
0,0.9364285714285714,0,0.25,1,1,-411.38094457932436,0.28,-410.7974403263554,0.32,0.007727913
0,1.0,0,0.25,1,1,-410.213998535683,0.255,-409.6336125780172,0.272,0.007727913
0,1.1,0,0.25,1,1,-408.3783530466182,0.18,-407.8028722258387,0.214,0.007727913
0,1.2625000000000002,0,0.25,1,1,-405.3954290595881,0.105,-404.8279190932295,0.14,0.007727913
0,1.425,0,0.25,1,1,-402.41250505988717,0.075,-401.852965928821,0.102,0.007727913
0,1.5875000000000001,0,0.25,1,1,-399.4295811511295,0.055,-398.8780129099225,0.072,0.007727913
0,1.75,0,0.25,1,1,-396.44665716491653,0.05,-395.9030597696229,0.044,0.007727913
0,1.9125,0,0.25,1,1,-393.46373321857624,0.04,-392.9281066986383,0.026,0.007727913
0,2.075,0,0.25,1,1,-390.48080924878616,0.015,-389.95315358544883,0.024,0.007727913
0,2.2375,0,0.25,1,1,-387.49788521629785,0.005,-386.97820040214077,0.018,0.007727913
0,2.4000000000000004,0,0.25,1,1,-384.51496125414326,0.005,-384.0032473183239,0.014,0.007727913
0,2.5625,0,0.25,1,1,-381.5310031614229,0.005,-381.0269831772214,0.012,0.007727913
0,2.725,0,0.25,1,1,-378.53220638892157,0.005,-378.0359215671544,0.004,0.007727913
0,2.8875,0,0.25,1,1,-375.5205516023927,0.005,-375.0323230207197,0.002,0.007727913
0,3.0500000000000003,0,0.25,1,1,-372.49777787450233,0.01,-372.01807688956546,0.002,0.007727913
0,3.2125000000000004,0,0.25,1,1,-369.4650811654891,0.01,-368.9937895929258,0.002,0.007727913
0,3.375,0,0.25,1,1,-366.42585905570456,0.01,-365.96297632665363,0.002,0.007727913
0,3.5375,0,0.25,1,1,-363.3848118916118,0.005,-362.93075147398014,0.002,0.007727913
0,3.7,0,0.25,1,1,-360.34363384444134,0.005,-359.89842744451823,0.002,0.007727913
0,3.8625000000000003,0,0.25,1,1,-357.3023366035632,0.005,-356.8659630330752,0.002,0.007727913
0,4.025,0,0.25,1,1,-354.25437625874474,0.0,-353.82670285773554,0.002,0.007727913
0,4.1875,0,0.25,1,1,-351.1834387387059,0.0,-350.76336604385625,0.0,0.007727913
0,4.35,0,0.25,1,1,-348.0760486921514,0.0,-347.6634952381862,0.0,0.007727913
0,4.5125,0,0.25,1,1,-344.9408503723571,0.0,-344.53569336861614,0.0,0.007727913
0,4.675000000000001,0,0.25,1,1,-341.7672931741659,0.0,-341.36896540624844,0.0,0.007727913
0,4.8375,0,0.25,1,1,-338.55811227719545,0.0,-338.1642991189723,0.0,0.007727913
0,5.0,0,0.25,1,1,-335.2929226003544,0.0,-334.9001337994214,0.002,0.007727913
