,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,test_prob_o,test_obj_o,0.25_test_obj_o,0.75_test_obj_o,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,dro_prob,dro_obj,0.25_dro_obj,0.75_dro_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj
0,0.01,0.013000000000000001,-0.8830311295783032,-0.9001599867693759,-0.8624121142035301,0.0048000000000000004,-0.867179848312103,-0.883083194425673,-0.8503646231659875,0.0252,-0.8119028665139775,-0.8155452402874155,-0.8065521615396265,0.024,-0.8079326692391356,-0.8106261325694208,-0.8018453501643181,0.025,-0.8192253437903873,-0.8208602826159331,-0.8139962859823567,0.6564153094392974,-0.8545050906507943,0.4835440642011107,-0.8313395175586036,-0.8780034154020476,-0.8302069283401774,-0.8346002730123161,-0.8225418567113522
0,0.02,0.032,-0.8863776831606694,-0.9000830850513235,-0.8691331189244068,0.0124,-0.8418808115797937,-0.8581953430337695,-0.8326721305028886,0.0324,-0.815355596954696,-0.8183413757157086,-0.811863971638644,0.0392,-0.8104318371508354,-0.8119024636654271,-0.8057003934678766,0.034,-0.8236029004700758,-0.8268264721260514,-0.8181688499634309,0.6564153094392974,-0.8545050906507943,0.4835440642011107,-0.8313395175586036,-0.8780034154020476,-0.8302069283401774,-0.8346002730123161,-0.8225418567113522
0,0.03,0.0368,-0.8799026253537464,-0.900772974082348,-0.8642076766203898,0.024,-0.8483144741897867,-0.8636809155578542,-0.8323887368796544,0.035,-0.8163339955205308,-0.8194040808367928,-0.8129426116138886,0.045200000000000004,-0.8116996354905112,-0.8133389265396453,-0.8066684305821656,0.038000000000000006,-0.8258768566898584,-0.8283205966932715,-0.8209669537993611,0.6564153094392974,-0.8545050906507943,0.4835440642011107,-0.8313395175586036,-0.8780034154020476,-0.8302069283401774,-0.8346002730123161,-0.8225418567113522
0,0.05,0.064,-0.887677091242774,-0.9105506893120132,-0.8623167777278036,0.054200000000000005,-0.846586817754227,-0.8830212014610377,-0.7967274215785913,0.06620000000000001,-0.8239871942653455,-0.8313043832135161,-0.8185386396288976,0.068,-0.8162965305829986,-0.8187737718621422,-0.808907075564369,0.05900000000000001,-0.8334955661013852,-0.8337582767628343,-0.8311660424488647,0.6564153094392974,-0.8545050906507943,0.4835440642011107,-0.8313395175586036,-0.8780034154020476,-0.8302069283401774,-0.8346002730123161,-0.8225418567113522
0,0.08,0.09,-0.8783847807135363,-0.8917099739201697,-0.8601685293000854,0.09380000000000001,-0.8442971239448622,-0.8599143324437779,-0.8283306544816285,0.0934,-0.8307042795959522,-0.8393172306297151,-0.823669072145859,0.1002,-0.8204640372320696,-0.8246076266390361,-0.8154621681547749,0.092,-0.8417778905554144,-0.8449254345437066,-0.8369338525912846,0.6564153094392974,-0.8545050906507943,0.4835440642011107,-0.8313395175586036,-0.8780034154020476,-0.8302069283401774,-0.8346002730123161,-0.8225418567113522
0,0.1,0.11080000000000001,-0.8725828421527378,-0.8941995572018757,-0.8590090047701796,0.09740000000000001,-0.8606157671509995,-0.8963496348019906,-0.8409348549571567,0.1202,-0.8353921449289918,-0.8425296579437215,-0.8295668339206713,0.11860000000000001,-0.8238379558373932,-0.8268416777397836,-0.8202740727652617,0.11080000000000001,-0.8461732354783367,-0.8498681379041364,-0.8418299200135747,0.6564153094392974,-0.8545050906507943,0.4835440642011107,-0.8313395175586036,-0.8780034154020476,-0.8302069283401774,-0.8346002730123161,-0.8225418567113522
0,0.12,0.12560000000000002,-0.8801199058096767,-0.894440870941343,-0.8573787567424784,0.09780000000000001,-0.8713231981219283,-0.9049269490060122,-0.8409348549571567,0.13540000000000002,-0.8378040097814224,-0.8443784975364468,-0.8318998745560836,0.13080000000000003,-0.8258290440650585,-0.8308940330620379,-0.8210889238190566,0.1234,-0.8482271901232817,-0.8509532522320982,-0.8427337043142923,0.6564153094392974,-0.8545050906507943,0.4835440642011107,-0.8313395175586036,-0.8780034154020476,-0.8302069283401774,-0.8346002730123161,-0.8225418567113522
0,0.15,0.1532,-0.8813512002318562,-0.902015702387302,-0.8675589846163426,0.15080000000000002,-0.849076875060174,-0.9049269490060122,-0.8054986206893067,0.16219999999999998,-0.8429681754474382,-0.8526266881409224,-0.8343842090847882,0.16839999999999997,-0.8308330677993876,-0.8368191870610366,-0.8255189883795638,0.15719999999999998,-0.8544843527072533,-0.8594787095955577,-0.8498125644670005,0.6564153094392974,-0.8545050906507943,0.4835440642011107,-0.8313395175586036,-0.8780034154020476,-0.8302069283401774,-0.8346002730123161,-0.8225418567113522
0,0.18,0.18059999999999998,-0.890128451841737,-0.9023175347596032,-0.8723149197959104,0.15920000000000004,-0.8441772768476652,-0.8930643425698388,-0.8054986206893067,0.19039999999999999,-0.8478114100717816,-0.8573313633046445,-0.8389340412673848,0.2008,-0.8349995557807158,-0.8425005576476701,-0.8295982991698385,0.1866,-0.859072439839251,-0.8633301394271404,-0.8519764130898682,0.6564153094392974,-0.8545050906507943,0.4835440642011107,-0.8313395175586036,-0.8780034154020476,-0.8302069283401774,-0.8346002730123161,-0.8225418567113522
0,0.2,0.21780000000000005,-0.8897926434550547,-0.9068507486035453,-0.8654690979047598,0.18620000000000003,-0.8560121364099382,-0.8965673900604849,-0.8236927751495725,0.2116,-0.851673245777056,-0.8603159610396459,-0.8417450660372398,0.2286,-0.8382351965482406,-0.8445595095252327,-0.834502621895626,0.207,-0.8625785240018289,-0.8658620028325071,-0.8566360567157448,0.6564153094392974,-0.8545050906507943,0.4835440642011107,-0.8313395175586036,-0.8780034154020476,-0.8302069283401774,-0.8346002730123161,-0.8225418567113522
