seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover,valid_in,test_in,valid_avg,avg_val,valid_cvar,test_cvar
90,0.0001,90,0.2,1.5,1.5,0.14767338273324138,0.71,0.1455196004478225,0.622,0.002452467,0.0,0.0,-1.1922901012050782,-1.1961203711330655,-0.8191214571594995,-0.894451884345251,0.5910613216252874,0.6497781159115412
90,0.00016378937069540646,90,0.2,1.5,1.5,0.14767337861768992,0.71,0.14551960453575252,0.622,0.002452467,0.0,0.0,-1.192214280603963,-1.196045641002717,-0.8191214572294817,-0.8944518845408183,0.5910613210408925,0.6497781153916312
90,0.00026826957952797245,90,0.2,1.5,1.5,0.14767338290198914,0.71,0.14551960548384196,0.622,0.002452467,0.0,0.0,-1.1920900948444964,-1.1959232410317018,-0.8191214573746107,-0.8944518845454847,0.5910613219141416,0.6497781169723378
90,0.00043939705607607906,90,0.2,1.5,1.5,0.14767338443009623,0.71,0.14551960356086444,0.622,0.002452467,0.0,0.0,-1.1918866915270951,-1.195722762905762,-0.8191214572786675,-0.8944518845107543,0.5910613220203015,0.6497781163607078
90,0.0007196856730011522,90,0.2,1.5,1.5,0.14767338451035555,0.71,0.14551960595018693,0.622,0.002452467,0.0,0.0,-1.1915535382519895,-1.1953944006758752,-0.8191214571885087,-0.8944518845592238,0.5910613231634099,0.6497781169195419
90,0.0011787686347935866,90,0.2,1.5,1.5,0.14767338392896778,0.71,0.1455196068555641,0.622,0.002452467,0.0,0.0,-1.1910078689188526,-1.1948565786628096,-0.8191214574060639,-0.8944518846247439,0.5910613230902334,0.649778117601241
90,0.0019306977288832496,90,0.2,1.5,1.5,0.14767338306860314,0.71,0.14551960748629372,0.622,0.002452467,0.0,0.0,-1.1901141199438383,-1.1939756826094103,-0.8191214571379618,-0.8944518844651836,0.5910613219684617,0.649778114232315
90,0.0031622776601683794,90,0.2,1.5,1.5,0.14767338415279416,0.71,0.14551960625064075,0.622,0.002452467,0.0,0.0,-1.1886502547666868,-1.1925328693342272,-0.8191214572352871,-0.8944518846129375,0.5910613225183081,0.6497781165942095
90,0.005179474679231213,90,0.2,1.5,1.5,0.14767337922755647,0.705,0.14551960569983194,0.62,0.002452467,0.0,0.0,-1.1862525986161834,-1.1901696940512765,-0.8191214573579547,-0.8944518844701086,0.5910613201942034,0.649778115451411
90,0.008483428982440717,90,0.2,1.5,1.5,0.14767337702123495,0.695,0.14551960759571408,0.62,0.002452467,0.0,0.0,-1.18232549329542,-1.1862990644215394,-0.8191214573318467,-0.8944518843813503,0.5910613204039957,0.6497781160151577
