seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time
20,0.0001,20,0.1,1.5,1,-0.8753180191254184,0.94,-0.917973935623822,0.924,0.000391559
20,0.00021544346900318845,20,0.1,1.5,1,-0.875318019143994,0.94,-0.9179739356222482,0.924,0.000391559
20,0.00046415888336127773,20,0.1,1.5,1,-0.875318019134981,0.94,-0.9179739355970269,0.924,0.000391559
20,0.001,20,0.1,1.5,1,-0.8753180190863158,0.94,-0.9179739356027594,0.924,0.000391559
20,0.002154434690031882,20,0.1,1.5,1,-0.8753180191190298,0.93,-0.9179739356010103,0.924,0.000391559
20,0.004641588833612777,20,0.1,1.5,1,-0.8753180190969121,0.93,-0.9179739356173654,0.92,0.000391559
20,0.01,20,0.1,1.5,1,-0.8753180190970384,0.93,-0.917973935621419,0.92,0.000391559
20,0.021544346900318822,20,0.1,1.5,1,-0.8753180190677398,0.92,-0.9179739356036454,0.912,0.000391559
20,0.046415888336127774,20,0.1,1.5,1,-0.8753180191264502,0.87,-0.9179739356381083,0.864,0.000391559
20,0.1,20,0.1,1.5,1,-0.8590983248186203,0.77,-0.9161599697270612,0.776,0.000391559
20,0.11,20,0.1,1.5,1,-0.8663074121074651,0.77,-0.9139076890948595,0.768,0.000391559
20,0.14708333333333334,20,0.1,1.5,1,-0.8876245501342175,0.67,-0.8727181683332998,0.732,0.000391559
20,0.18416666666666667,20,0.1,1.5,1,-0.8903072652606181,0.6,-0.8637233222672309,0.64,0.000391559
20,0.22125,20,0.1,1.5,1,-0.9085084341315344,0.53,-0.8528781626442874,0.576,0.000391559
20,0.25833333333333336,20,0.1,1.5,1,-0.895993790017455,0.48,-0.8447445623274237,0.524,0.000391559
20,0.29541666666666666,20,0.1,1.5,1,-0.8915893352232999,0.46,-0.8427929912909123,0.508,0.000391559
20,0.3325,20,0.1,1.5,1,-0.8848951321306794,0.43,-0.8406097529673866,0.492,0.000391559
20,0.3695833333333333,20,0.1,1.5,1,-0.8853718271820425,0.43,-0.8424791778521095,0.464,0.000391559
20,0.4066666666666667,20,0.1,1.5,1,-0.8730326677038235,0.42,-0.8458982854104624,0.416,0.000391559
20,0.44375000000000003,20,0.1,1.5,1,-0.8689049703977432,0.39,-0.846784045429835,0.392,0.000391559
