,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_time,mean_valid_cover,mean_test_cover,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_time,0.25_valid_cover,0.25_test_cover,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_time,0.75_valid_cover,0.75_test_cover
0,0.05,1.0,-0.8985098286490953,0.33058666666666664,-0.8588570893616427,0.3350826666666667,0.0025450968,0.0,0.0,0.05,1.0,-0.9848185279528234,0.0,-0.8612210070571471,0.0,0.002333426,0.0,0.0,0.05,1.0,-0.8328323111601843,0.77,-0.8334756214790224,0.784,0.002758347,0.0,0.0
1,0.1,1.0,-0.8798029774337665,0.35016,-0.8595122900296248,0.3539306666666666,0.0029995682,0.0,0.0,0.1,1.0,-0.9088968867442098,0.0,-0.8843131781327204,0.0,0.002498296,0.0,0.0,0.1,1.0,-0.8501073985021844,0.83,-0.8257984915915193,0.824,0.00348747,0.0,0.0
2,0.15,1.0,-0.8560555647434807,0.3622933333333333,-0.8583847028016907,0.36648000000000003,0.0027361685,0.0,0.0,0.15,1.0,-0.9319681271619231,0.0,-0.8878867424653741,0.0,0.002302936,0.0,0.0,0.15,1.0,-0.8033190146814742,0.8374999999999999,-0.8314999973655077,0.851,0.003076169,0.0,0.0
3,0.2,1.0,-0.8980581236460221,0.37270666666666663,-0.860627559599123,0.3751946666666667,0.0027155164000000004,0.0,0.0,0.2,1.0,-0.9462412479385228,0.0,-0.8764773291370845,0.0,0.002546397,0.0,0.0,0.2,1.0,-0.8426696481354939,0.88,-0.8353469677940557,0.88,0.002923908,0.0,0.0
4,0.23,1.0,-0.8860170547323003,0.3820133333333333,-0.8675269073009949,0.38261866666666666,0.0026522833,0.0,0.0,0.23,1.0,-0.926165459397871,0.0,-0.9014853479123343,0.0,0.002406077,0.0,0.0,0.23,1.0,-0.8541978377721792,0.9,-0.8382032203635763,0.883,0.002904678,0.0,0.0
5,0.25,1.0,-0.8824191529299813,0.384,-0.859607654575358,0.38586666666666664,0.002575928,0.0,0.0,0.25,1.0,-0.9554850102974943,0.0,-0.880717038307788,0.0,0.002335846,0.0,0.0,0.25,1.0,-0.843945608821635,0.88,-0.836049955426094,0.884,0.002865568,0.0,0.0
6,0.3,1.0,-0.8655642322851698,0.3864533333333333,-0.8528980067093123,0.3890453333333333,0.0026281628,0.0,0.0,0.3,1.0,-0.9033898896590381,0.0,-0.8798519372158398,0.0,0.002279866,0.0,0.0,0.3,1.0,-0.8173584487931186,0.8975,-0.8165764895183163,0.9,0.003039607,0.0,0.0
7,0.33,1.0,-0.8720703423485914,0.39376,-0.8453257918121087,0.3951093333333333,0.0025732967,0.0,0.0,0.33,1.0,-0.955163747762168,0.0,-0.85934990737712,0.0,0.002374825,0.0,0.0,0.33,1.0,-0.8173706088827654,0.89,-0.8227452889383258,0.904,0.002830175,0.0,0.0
8,0.35,1.0,-0.8719084592913221,0.38522666666666666,-0.8460636009169938,0.386512,0.0026514134,0.0,0.0,0.35,1.0,-0.9446556992918562,0.0,-0.8707442028507997,0.0,0.002241363,0.0,0.0,0.35,1.0,-0.829271374552325,0.89,-0.8035659097937298,0.895,0.002851704,0.0,0.0
