,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,test_prob_o,test_obj_o,0.25_test_obj_o,0.75_test_obj_o,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,dro_prob,dro_obj,0.25_dro_obj,0.75_dro_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj,test_avg_o,test_avg,0.25_test_avg,0.75_test_avg,test_avg_mv,0.25_test_avg_mv,0.75_test_avg_mv,test_avg_pre,0.25_test_avg_pre,0.75_test_avg_pre,test_avg_dro,0.25_test_avg_dro,0.75_test_avg_dro,test_avg_scene,0.25_test_avg_scene,0.75_test_avg_scene,test_in,test_in_o,test_in_pre,test_in_mv,test_in_scene,test_in_dro,test_cvar,test_o_cvar,test_mv_cvar,0.25_mv_cvar,0.75_mv_cvar,test_pre_cvar,0.25_pre_cvar,0.75_pre_cvar,test_dro_cvar,0.25_dro_cvar,0.75_dro_cvar,test_scene_cvar
0,0.0,0.0007,-0.6317748210729339,-0.6412777935288119,-0.6223421158779741,0.0012000000000000001,-0.590480083880488,-0.6168190214704303,-0.5729351716643721,0.0021999999999999997,-0.5723448686812608,-0.5800529623706654,-0.5652065986220954,0.0021000000000000003,-0.6479961895410014,-0.6543121509846943,-0.6413753989576664,0.003,-0.5344877274529136,-0.542038842982445,-0.5282454688182773,0.5642603635490914,-0.13472749801918937,0.14115172224729408,-0.5016141429705046,-0.15019780274135625,-0.1106135031710339,-0.5109642331078509,-0.49787495107835145,-0.8746239566528627,-0.8364777399622376,-0.8411658469291765,-0.8298733537480072,-0.8398066245698441,-0.8448564340817315,-0.8351648721303808,-0.830178336491087,-0.8356611598866832,-0.8260282415487885,-0.8108134800891375,-0.8185998412682434,-0.8048691518912112,-0.8473451226767323,-0.8560812195108816,-0.841811550918216,0.02207041391701603,0.03958571176673765,-0.3832709592736117,0.05462458075180736,-0.5577361589893113,0.0877066095145935,-0.5409180573994006,-0.45498214710095064,-0.43820353616260466,-0.44344752111823726,-0.43068379449891164,-0.5720953766722731,-0.5771174764799236,-0.5708261793212022,-0.39061012952996793,-0.3995235659746713,-0.3770527757674897,-0.3450431223495708
0,0.01,0.0019999999999999996,-0.6319183067891962,-0.6412777935288119,-0.6223421158779741,0.007299999999999999,-0.5344475409036097,-0.5574354430896425,-0.5061308529066949,0.0089,-0.5767891365969826,-0.5851672484895782,-0.5674196409078227,0.0134,-0.6501489311905799,-0.6552995044958185,-0.6440074294162237,0.0092,-0.5410937002322044,-0.549840522641809,-0.5334498156191179,0.5642603635490914,-0.13472749801918937,0.14115172224729408,-0.5016141429705046,-0.15019780274135625,-0.1106135031710339,-0.5109642331078509,-0.49787495107835145,-0.8974799274875626,-0.8370782994186469,-0.8421053146445678,-0.8298733537480072,-0.8474094007805839,-0.8528893453728875,-0.8416944171965405,-0.836850609282337,-0.8387781644730902,-0.8330288055605632,-0.8164824824182221,-0.8217802406901903,-0.8122691859096495,-0.8473451226767323,-0.8560812195108816,-0.841811550918216,0.011153840486185973,0.02060419978892123,-0.49188530079465875,-0.24491144247639446,-0.5577361589893113,-0.20713828282618074,-0.540313781622863,-0.3377373284068427,-0.4419238980023758,-0.4502805316230011,-0.4339225463094689,-0.5725250415151117,-0.5777493586680611,-0.5693536131348791,-0.3980591153436688,-0.4073233525521179,-0.38552692723156007,-0.3450431223495708
0,0.02,0.011300000000000001,-0.6299560440802876,-0.6353537780952893,-0.6243264554918451,0.0076,-0.5277861329485534,-0.5574354430896425,-0.4953206429789143,0.0182,-0.5799140174758511,-0.5888668855187555,-0.5723824706642892,0.022600000000000002,-0.6526269983686812,-0.6587714796605514,-0.6464943672148544,0.0189,-0.5460154367175705,-0.5542050864802447,-0.5376222670813409,0.5642603635490914,-0.13472749801918937,0.14115172224729408,-0.5016141429705046,-0.15019780274135625,-0.1106135031710339,-0.5109642331078509,-0.49787495107835145,-0.8931296475470539,-0.8482468092956118,-0.8509935311733174,-0.844498020688752,-0.8525778141919431,-0.8603581951388153,-0.8460678974230313,-0.839811839087725,-0.8429077965625925,-0.8373598560191094,-0.8202369266997968,-0.8256345273132131,-0.8149137774227145,-0.8473451226767323,-0.8560812195108816,-0.841811550918216,-0.41555704968812207,0.020580486095345858,-0.5262182673510919,-0.34335582012823257,-0.5577361589893113,-0.3079904387239106,-0.5342310095496879,-0.3379401924964971,-0.4433744147523148,-0.45221667328350335,-0.43527275441465535,-0.5722032744838054,-0.5774617798883575,-0.5685948125123487,-0.40278060792383147,-0.41024444650518027,-0.3913892056920011,-0.3450431223495708
0,0.03,0.023999999999999997,-0.6268700916535334,-0.6359988321243248,-0.6160631160474248,0.0076,-0.5277861329485534,-0.5574354430896425,-0.4953206429789143,0.028300000000000002,-0.5819642951141266,-0.589838873423862,-0.5749792542769536,0.030000000000000006,-0.6523531109454674,-0.6595064332187361,-0.6464943672148544,0.0312,-0.5488285832577798,-0.5563881538534111,-0.5405841444345536,0.5642603635490914,-0.13472749801918937,0.14115172224729408,-0.5016141429705046,-0.15019780274135625,-0.1106135031710339,-0.5109642331078509,-0.49787495107835145,-0.8931296475470539,-0.8531096440399019,-0.8565632622288195,-0.8501471454008703,-0.8567136540007588,-0.8644506788175139,-0.8489404178068191,-0.8418115458400489,-0.8455085679903243,-0.8388303989951487,-0.8236913970689352,-0.8283944790328149,-0.8172017438944013,-0.8473451226767323,-0.8560812195108816,-0.841811550918216,-0.4813443788469359,0.020580486095345858,-0.5483419930429401,-0.40168675337389936,-0.5577361589893113,-0.3700797747140462,-0.5282368738696724,-0.3379401924964971,-0.44429041834287863,-0.4549567348232464,-0.4359231349589281,-0.5719380955480137,-0.5778732863125665,-0.5675945464821758,-0.406675210881858,-0.41156926621388606,-0.39888309419020196,-0.3450431223495708
0,0.05,0.049,-0.6219244211019287,-0.6347027525512436,-0.6108647812270133,0.0076,-0.5277861329485534,-0.5574354430896425,-0.4953206429789143,0.047,-0.5835937517600612,-0.5926322808492118,-0.5781819255842536,0.0539,-0.6514512319193579,-0.6567518164764043,-0.6462865428404575,0.053500000000000006,-0.5563550223248006,-0.5636471813826638,-0.5460835961127904,0.5642603635490914,-0.13472749801918937,0.14115172224729408,-0.5016141429705046,-0.15019780274135625,-0.1106135031710339,-0.5109642331078509,-0.49787495107835145,-0.8931296475470539,-0.8585620554776779,-0.86136545592698,-0.856319202900238,-0.8634530602890113,-0.8717318777530033,-0.8546210315096949,-0.8467022354657694,-0.8504550761000946,-0.8418081554396957,-0.8307763347784205,-0.8367199390543096,-0.8223428710131463,-0.8473451226767323,-0.8560812195108816,-0.841811550918216,-0.5421736795431815,0.020580486095345858,-0.5911078732126855,-0.47827660888939494,-0.5577361589893113,-0.46301736160556184,-0.5180526562804616,-0.3379401924964971,-0.4451645010044881,-0.45630468554931447,-0.4389757786484188,-0.5704527264161079,-0.5781750334166571,-0.5641404765806272,-0.41358136903260956,-0.41755408492225754,-0.40599131628286156,-0.3450431223495708
0,0.08,0.0779,-0.6176473384280251,-0.6264211919362612,-0.6066844634178089,0.0076,-0.5277861329485534,-0.5574354430896425,-0.4953206429789143,0.0822,-0.584477788699592,-0.593547614726822,-0.575234988037342,0.08239999999999999,-0.6495974293595823,-0.6535953405962873,-0.6438753222244122,0.08229999999999998,-0.5601906552054339,-0.568225856046658,-0.5540738387691663,0.5642603635490914,-0.13472749801918937,0.14115172224729408,-0.5016141429705046,-0.15019780274135625,-0.1106135031710339,-0.5109642331078509,-0.49787495107835145,-0.8931296475470539,-0.8639331652889428,-0.8660105509823648,-0.86100596770207,-0.8733460897503313,-0.8806324184622181,-0.8647312667911123,-0.8517223297365637,-0.8545519822526211,-0.8479892021820383,-0.8395067428469772,-0.8460602335637883,-0.8329161804837452,-0.8473451226767323,-0.8560812195108816,-0.841811550918216,-0.5852980465632818,0.020580486095345858,-0.6274255094969436,-0.5560249361798573,-0.5577361589893113,-0.5348197777702103,-0.5067293993406421,-0.3379401924964971,-0.444075832886088,-0.45847555265053386,-0.4378198668049176,-0.5677193975896272,-0.577553221815353,-0.5580327396770635,-0.41958602603634737,-0.423650726571035,-0.4120129605691632,-0.3450431223495708
0,0.1,0.0987,-0.6131839006844128,-0.6231839997382254,-0.6042688898686828,0.0076,-0.5277861329485534,-0.5574354430896425,-0.4953206429789143,0.098,-0.5845950152726875,-0.5906173621253447,-0.5757134775458818,0.0994,-0.6499433099168557,-0.6561669851000214,-0.6410071953307734,0.1044,-0.5653404497499462,-0.5723573968106792,-0.558259107328454,0.5642603635490914,-0.13472749801918937,0.14115172224729408,-0.5016141429705046,-0.15019780274135625,-0.1106135031710339,-0.5109642331078509,-0.49787495107835145,-0.8931296475470539,-0.8669546043211428,-0.868922353844495,-0.8630417616525058,-0.8775660773025861,-0.8842341781445635,-0.8709933858080531,-0.8547790353054351,-0.8589107244697973,-0.8509436088955612,-0.8472629257183553,-0.8537097391097735,-0.8401571822607091,-0.8473451226767323,-0.8560812195108816,-0.841811550918216,-0.6093441816463478,0.020580486095345858,-0.6460283356244959,-0.5823245796076775,-0.5577361589893113,-0.5746413032365583,-0.4996320385078786,-0.3379401924964971,-0.44238030852174737,-0.45724249677122386,-0.4378198668049176,-0.5650407193654057,-0.5762912524564135,-0.5545847884339054,-0.4230300806116995,-0.4254333365820946,-0.41799546827755535,-0.3450431223495708
0,0.12,0.11640000000000002,-0.6066652311578402,-0.6186834475969806,-0.5941290434086998,0.0076,-0.5277861329485534,-0.5574354430896425,-0.4953206429789143,0.1207,-0.5850240912271523,-0.5900793201125062,-0.5774745169850733,0.1233,-0.6484172907830944,-0.6566969486055472,-0.6390865673913427,0.1256,-0.5675871592262085,-0.573700570848449,-0.5622527731516299,0.5642603635490914,-0.13472749801918937,0.14115172224729408,-0.5016141429705046,-0.15019780274135625,-0.1106135031710339,-0.5109642331078509,-0.49787495107835145,-0.8931296475470539,-0.8696950607935884,-0.871114199319852,-0.8661266386926274,-0.8826019066649359,-0.8901375285997428,-0.876083720392321,-0.858908637827495,-0.8636655917307988,-0.8540060788213792,-0.8549553348753166,-0.861856562666424,-0.8482486615501736,-0.8473451226767323,-0.8560812195108816,-0.841811550918216,-0.6257931507887913,0.020580486095345858,-0.6677504058175432,-0.61355465053302,-0.5577361589893113,-0.6047648636546832,-0.4897503771708,-0.3379401924964971,-0.44026911536261293,-0.45128164127331793,-0.43756214769741836,-0.5612140447822771,-0.5740044110048768,-0.5510483392724081,-0.4246320860158012,-0.4273702276725883,-0.42027050038922176,-0.3450431223495708
0,0.15,0.142,-0.5990160550144566,-0.6102315834132233,-0.5922962955042342,0.0076,-0.5277861329485534,-0.5574354430896425,-0.4953206429789143,0.15739999999999998,-0.5830109170633805,-0.5911367576195192,-0.576717833932816,0.14300000000000002,-0.6459111380465068,-0.6563912875283133,-0.6398556690310748,0.15199999999999997,-0.5711079973036512,-0.579457158907862,-0.5625521165983243,0.5642603635490914,-0.13472749801918937,0.14115172224729408,-0.5016141429705046,-0.15019780274135625,-0.1106135031710339,-0.5109642331078509,-0.49787495107835145,-0.8931296475470539,-0.8737087065684566,-0.8765692842263054,-0.8686958274324679,-0.8903492391760247,-0.8990471728376583,-0.8804966831215215,-0.8622938658723891,-0.8641602111502805,-0.8596450224465229,-0.865830923446674,-0.8735141889511736,-0.8584577763011663,-0.8473451226767323,-0.8560812195108816,-0.841811550918216,-0.6507996343543228,0.020580486095345858,-0.6845699570696351,-0.655077415274332,-0.5577361589893113,-0.6388025913179773,-0.4764174242766395,-0.3379401924964971,-0.4341354621509536,-0.4436928771160156,-0.42670817004800315,-0.5557369626782113,-0.5691168856492587,-0.5434310198100664,-0.4239453522326177,-0.42983413170375023,-0.4177664131598434,-0.3450431223495708
0,0.18,0.1856,-0.584125284751644,-0.5978130489635931,-0.5631110896027308,0.0076,-0.5277861329485534,-0.5574354430896425,-0.4953206429789143,0.1854,-0.5838392415179845,-0.5913591718400665,-0.5762517882763063,0.1707,-0.6414581284264772,-0.6530555984144388,-0.6319168208833239,0.1784,-0.5734114358594069,-0.5765682814976483,-0.5674355493041863,0.5642603635490914,-0.13472749801918937,0.14115172224729408,-0.5016141429705046,-0.15019780274135625,-0.1106135031710339,-0.5109642331078509,-0.49787495107835145,-0.8931296475470539,-0.8800624988328029,-0.8860644915783904,-0.8730980353999557,-0.8969547981924778,-0.9041064930238641,-0.8918364346714706,-0.8665757037623513,-0.8687277792677033,-0.8640970183611691,-0.8771091992005331,-0.8856247480963397,-0.8693032535428645,-0.8473451226767323,-0.8560812195108816,-0.841811550918216,-0.6855924323838577,0.020580486095345858,-0.7044992517092598,-0.6838346946248519,-0.5577361589893113,-0.6686872122189489,-0.4520162919585881,-0.3379401924964971,-0.4252422548805569,-0.44178162922341807,-0.4075593978188629,-0.5487364206763264,-0.5674916631510447,-0.5337474271267248,-0.4202620612361401,-0.43125976373974495,-0.4126060214272699,-0.3450431223495708
