seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover
70,0.0001,70,0.3,1.2,1,-0.8397803747355677,0.97,-0.8067416359508786,0.944,0.000494381,0.0,0.0
70,0.00021544346900318845,70,0.3,1.2,1,-0.8397803747219018,0.97,-0.8067416359248245,0.944,0.000494381,0.0,0.0
70,0.00046415888336127773,70,0.3,1.2,1,-0.8397803747083802,0.97,-0.8067416359599526,0.944,0.000494381,0.0,0.0
70,0.001,70,0.3,1.2,1,-0.8397803747086556,0.97,-0.8067416359371421,0.944,0.000494381,0.0,0.0
70,0.002154434690031882,70,0.3,1.2,1,-0.8397803746893825,0.97,-0.8067416359814131,0.944,0.000494381,0.0,0.0
70,0.004641588833612777,70,0.3,1.2,1,-0.8397803746857853,0.97,-0.8067416359423188,0.944,0.000494381,0.0,0.0
70,0.01,70,0.3,1.2,1,-0.8397803747332552,0.97,-0.8067416359025216,0.94,0.000494381,0.0,0.0
70,0.021544346900318822,70,0.3,1.2,1,-0.8397803747400832,0.97,-0.8067416359303572,0.94,0.000494381,0.0,0.0
70,0.046415888336127774,70,0.3,1.2,1,-0.8397803746798104,0.96,-0.8067416358565064,0.936,0.000494381,0.0,0.0
70,0.1,70,0.3,1.2,1,-0.8416677960998377,0.93,-0.7964050085297799,0.944,0.000494381,0.0,0.0
70,0.11,70,0.3,1.2,1,-0.8416677961075041,0.93,-0.796405008528822,0.944,0.000494381,0.0,0.0
70,0.14708333333333334,70,0.3,1.2,1,-0.8416677961087373,0.92,-0.7964050085492097,0.936,0.000494381,0.0,0.0
70,0.18416666666666667,70,0.3,1.2,1,-0.8416677961073716,0.91,-0.7964050085491552,0.928,0.000494381,0.0,0.0
70,0.22125,70,0.3,1.2,1,-0.8416677960947134,0.91,-0.7964050086077376,0.924,0.000494381,0.0,0.0
70,0.25833333333333336,70,0.3,1.2,1,-0.8416059115550807,0.89,-0.7967173785011784,0.908,0.000494381,0.0,0.0
70,0.29541666666666666,70,0.3,1.2,1,-0.8414919333507224,0.89,-0.7969901363307607,0.888,0.000494381,0.0,0.0
70,0.3325,70,0.3,1.2,1,-0.8403368432189423,0.87,-0.7972568010947959,0.884,0.000494381,0.0,0.0
70,0.3695833333333333,70,0.3,1.2,1,-0.8397328294947906,0.85,-0.7974475929268824,0.86,0.000494381,0.0,0.0
70,0.4066666666666667,70,0.3,1.2,1,-0.8393433740354803,0.82,-0.7975953421424646,0.84,0.000494381,0.0,0.0
70,0.44375000000000003,70,0.3,1.2,1,-0.8390648828278414,0.77,-0.7977143910792772,0.812,0.000494381,0.0,0.0
70,0.48083333333333333,70,0.3,1.2,1,-0.8388529817552615,0.77,-0.7978128638417196,0.768,0.000494381,0.0,0.0
