,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-27.773623880057283,-4.407385416426407,[0.05],1.099740068104753,0.05,35.06505997230569,[2.09974007],1,0.0,tensor(-4.1995),"[np.float64(0.5893458944481395), np.float64(9.243793444038818), np.float64(0.0), np.float64(2.4794741689130326)]",1.0
1,1,-33.204983342419226,-4.576280500842785,[0.04],0.7214506729109184,0.04,35.01954280452874,[2.09974007],1,9.99999997618753e-05,tensor(2.0689),"[np.float64(0.589174343890586), np.float64(9.243934481685928), np.float64(0.0003999999997803011), np.float64(2.479321985457321)]",1.0
2,2,-33.39873804799868,-4.585173558916792,[0.04],0.7295013314843672,0.04,34.97443561533727,[2.09974007],1,0.0001272024937260739,tensor(2.0748),"[np.float64(0.5890035184688358), np.float64(9.24407513938849), np.float64(0.0007934438136030242), np.float64(2.4791703910914324)]",1.0
3,3,-33.59222344311147,-4.594054433973266,[0.04],0.7375068473866949,0.04,34.92943734858956,[2.09974007],1,0.00012052058235501347,tensor(2.0806),"[np.float64(0.5888328902342794), np.float64(9.244215727087596), np.float64(0.0011855500397650492), np.float64(2.479018916004828)]",1.0
4,4,-33.785548328684406,-4.602930354135495,[0.04],0.7454893331855255,0.04,34.88450075087631,[2.09974007],1,9.355107459186593e-05,tensor(2.0865),"[np.float64(0.5886623768488961), np.float64(9.244356293971176), np.float64(0.0015771746999105583), np.float64(2.478867486897102)]",1.0
5,5,-33.97873195341029,-4.611803048157664,[0.04],0.7534566902091931,0.04,34.8396146311591,[2.09974007],1,5.293707034167525e-05,tensor(2.0923),"[np.float64(0.5884919554713468), np.float64(9.244496853723104), np.float64(0.0019685031229072104), np.float64(2.478716086184691)]",1.0
6,6,-34.171774780852054,-4.620672991166662,[0.04],0.7614125484903981,0.04,34.79477649037415,[2.09974007],1,2.4885499767923527e-06,tensor(2.0982),"[np.float64(0.588321618036841), np.float64(9.24463741104981), np.float64(0.0023595477656446068), np.float64(2.47856471030708)]",1.0
7,7,-34.36390030652298,-4.629540295846014,[0.04],0.7696280160340527,0.04,34.749986483838164,[2.09974007],1,-5.538690834445002e-05,tensor(-11.8601),"[np.float64(0.5881513614710384), np.float64(9.244777967580555), np.float64(0.0027502639587554264), np.float64(2.478413360404943)]",1.0
8,8,-34.55673197387954,-4.638404953260179,[0.04],0.7775358965143212,0.04,34.70524570193606,[2.09974007],1,-3.6846843210342355e-05,tensor(-11.8927),"[np.float64(0.5879811848209506), np.float64(9.244918523578862), np.float64(0.003140584603570051), np.float64(2.4782620396166593)]",1.0
9,9,-34.74960668557481,-4.647267281668186,[0.04],0.7853674492870388,0.04,34.66055548090042,[2.09974007],1,7.751714369930609e-06,tensor(2.1157),"[np.float64(0.5878110879479642), np.float64(9.24505907885511), np.float64(0.0035304338579305906), np.float64(2.4781107518072556)]",1.0
10,10,-34.94182263461312,-4.656127026133085,[0.04],0.7933646727433058,0.04,34.61591721560776,[2.09974007],1,4.163764355464802e-05,tensor(2.1216),"[np.float64(0.5876410711738482), np.float64(9.24519963293696), np.float64(0.0039197317337310075), np.float64(2.477959501259775)]",1.0
11,11,-35.133886255102375,-4.664984008871085,[0.04],0.8013503965321138,0.04,34.57133229451447,[2.09974007],1,6.620077626312532e-05,tensor(2.1275),"[np.float64(0.5874711351493165), np.float64(9.245340185111788), np.float64(0.004308396274383975), np.float64(2.477808292557421)]",1.0
12,12,-35.32429993033273,-4.673838207787384,[0.045],0.8098383086911972,0.045,34.526802029692824,[2.09974007],1,8.256604767443864e-05,tensor(2.0367),"[np.float64(0.5873012806612552), np.float64(9.24548073458751), np.float64(0.00469634489221793), np.float64(2.4776571303962784)]",1.0
13,13,-35.509472712870114,-4.6826769032940705,[0.045],0.8199206652415547,0.045,34.48240824821944,[2.09974007],1,9.191898798411983e-05,tensor(2.0438),"[np.float64(0.5871318107293663), np.float64(9.245621101142115), np.float64(0.005082766845323548), np.float64(2.4775062283921)]",1.0
14,14,-35.69415806564215,-4.69150236802247,[0.045],0.8299816559113868,0.045,34.43813753676718,[2.09974007],1,9.500059958141653e-05,tensor(2.0508),"[np.float64(0.586962671811755), np.float64(9.245761315757113), np.float64(0.005467706091164047), np.float64(2.4773555540936867)]",1.0
15,15,-35.87840361789754,-4.7003164280001615,[0.045],0.8400232580275477,0.045,34.393979317214004,[2.09974007],1,9.244032931953189e-05,tensor(2.0578),"[np.float64(0.5867938214488595), np.float64(9.245901402899024), np.float64(0.005851182861433353), np.float64(2.4772050826074055)]",1.0
16,16,-36.06224754108237,-4.709120566001328,[0.045],0.8500470917345707,0.045,34.3499251320364,[2.09974007],1,8.477874104196063e-05,tensor(2.0649),"[np.float64(0.5866252255566174), np.float64(9.246041382120707), np.float64(0.006233199966833666), np.float64(2.477054794719161)]",1.0
17,17,-36.24572090440212,-4.717916007137574,[0.045],0.8600544833904435,0.045,34.30596813975872,[2.09974007],1,7.248435757010579e-05,tensor(2.0719),"[np.float64(0.5864568564944314), np.float64(9.246181269203337), np.float64(0.006613746813391357), np.float64(2.4769046755725954)]",1.0
18,18,-36.42884923235611,-4.726703775311707,[0.045],0.870046535082276,0.045,34.26210274465391,[2.09974007],1,5.596643964347299e-05,tensor(2.0789),"[np.float64(0.5862886916618645), np.float64(9.246321076984168), np.float64(0.006992802740883771), np.float64(2.476754713699148)]",1.0
19,19,-36.61165362278096,-4.735484737314041,[0.045],0.8800241720800389,0.045,34.21832432215316,[2.09974007],1,3.5584865123366354e-05,tensor(2.0858),"[np.float64(0.586120712450307), np.float64(9.246460815974105), np.float64(0.007370339443838204), np.float64(2.4766049002964015)]",1.0
20,20,-36.79415190441159,-4.744259631396634,[0.045],0.8899881786825392,0.045,34.17462901222905,[2.98972825],1,1.1657894718044855e-05,tensor(2.0928),"[np.float64(0.5859529034574696), np.float64(9.246600494820775), np.float64(0.007746322792982045), np.float64(2.4764552286820427)]",1.0
21,21,-32.72134683682933,-4.5707902982960515,[0.05],1.0572106619050294,0.05,34.13185022841763,[2.98972825],1,-1.553163182085337e-05,tensor(-16.4576),"[np.float64(0.5857852518775757), np.float64(9.246740120666008), np.float64(0.008120714283238878), np.float64(2.4763056938811654)]",1.0
22,22,-32.883797929621544,-4.578524786142896,[0.05],1.0694414614295171,0.05,34.0886413852838,[2.98972825],1,-7.900500035427028e-07,tensor(-14.7483),"[np.float64(0.5856188685253978), np.float64(9.246878836537519), np.float64(0.008489957269511635), np.float64(2.4761571723995606)]",1.0
23,23,-33.04476222783762,-4.5861957390485255,[0.05],1.0816608995070023,0.05,34.045759652588416,[2.98972825],1,3.7125152829400754e-05,tensor(2.7143),"[np.float64(0.5854536063644991), np.float64(9.247016760503682), np.float64(0.008854420494597844), np.float64(2.4760095471810852)]",1.0
24,24,-33.20469812747427,-4.593811265526103,[0.05],1.0937957496091029,0.05,34.003170202031626,[2.98972825],1,6.662924075009845e-05,tensor(2.7223),"[np.float64(0.5852893366456692), np.float64(9.247153994941444), np.float64(0.009214425123846673), np.float64(2.4758627170156333)]",1.0
25,25,-33.36372146374409,-4.601378469776265,[0.05],1.105852536261308,0.05,33.960842505116844,[2.98972825],1,8.845790583008548e-05,tensor(2.7304),"[np.float64(0.5851259463122136), np.float64(9.247290628929491), np.float64(0.009570251460912114), np.float64(2.4757165940895907)]",1.0
26,26,-33.514159136911374,-4.608903591591246,[0.055],1.119729420221861,0.055,33.918749728529455,[2.98972825],1,0.00010327360588344008,tensor(2.6027),"[np.float64(0.5849633358952893), np.float64(9.247426740165338), np.float64(0.00992214444451105), np.float64(2.4755711020312927)]",1.0
27,27,-33.66201706166472,-4.616336325357089,[0.055],1.1337522730611536,0.055,33.87710322976646,[2.98972825],1,0.00011192738617526207,tensor(2.6115),"[np.float64(0.5848019031804734), np.float64(9.247561975738611), np.float64(0.010268453825335502), np.float64(2.475426553946923)]",1.0
28,28,-33.80872285078611,-4.623687384562117,[0.055],1.1476211673965473,0.055,33.83585689998049,[2.98972825],1,0.00011493185814174323,tensor(2.6203),"[np.float64(0.5846415203578783), np.float64(9.247696440608298), np.float64(0.010609578993413268), np.float64(2.4752828499421935)]",1.0
29,29,-33.95438546512569,-4.630966299408152,[0.055],1.1613527571822182,0.055,33.794969698075064,[2.98972825],1,0.0001127512603441173,tensor(2.6290),"[np.float64(0.5844820737901325), np.float64(9.247830227530196), np.float64(0.010945876868893025), np.float64(2.4751399018929074)]",1.0
30,30,-34.09910179242097,-4.638181556312916,[0.055],1.174961890185678,0.055,33.75440504147107,[2.98972825],1,0.00010580654196950551,tensor(2.6376),"[np.float64(0.5843234623530638), np.float64(9.247963418564837), np.float64(0.011277666901632023), np.float64(2.4749976319486517)]",1.0
31,31,-34.242958073694844,-4.645340719548409,[0.055],1.1884618163084597,0.055,33.71413028433215,[2.98972825],1,9.447980435462155e-05,tensor(2.6462),"[np.float64(0.5841655959964005), np.float64(9.24809608637445), np.float64(0.01160523498677328), np.float64(2.4748559712829774)]",1.0
32,32,-34.38603113568921,-4.652450535734416,[0.055],1.2018643682460535,0.055,33.67411626487605,[2.98972825],1,7.911820256367572e-05,tensor(2.6547),"[np.float64(0.5840083944964891), np.float64(9.24822829533757), np.float64(0.011928837391825603), np.float64(2.474714859002398)]",1.0
33,33,-34.52838946770811,-4.659517025619056,[0.055],1.215180119313427,0.055,33.63433691177101,[2.98972825],1,6.00373893172906e-05,tensor(2.6631),"[np.float64(0.5838517863649392), np.float64(9.248360102517443), np.float64(0.01224870391935597), np.float64(2.474574241205739)]",1.0
34,34,-34.6700941590184,-4.666545563639068,[0.055],1.2284185214769012,0.055,33.59476889941905,[2.98972825],1,3.752456819686121e-05,tensor(2.6715),"[np.float64(0.5836957078920703), np.float64(9.248491558502316), np.float64(0.012565041082064432), np.float64(2.474434070159634)]",1.0
35,35,-34.807493917097794,-4.673540950785597,[0.06],1.242463741499279,0.06,33.555391347946696,[2.98972825],1,1.1841210979739657e-05,tensor(2.5393),"[np.float64(0.5835401023076456), np.float64(9.248622708139289), np.float64(0.01287803474049512), np.float64(2.4742943035886102)]",1.0
36,36,-34.94340039863301,-4.680499058086698,[0.06],1.2565752198037823,0.06,33.51626065713326,[2.98972825],1,-1.6506798656354125e-05,tensor(-17.5514),"[np.float64(0.583385166430401), np.float64(9.248753333745341), np.float64(0.013187186968537594), np.float64(2.474155202959446)]",1.0
37,37,-35.07891556764848,-4.68742460537811,[0.06],1.270519847057777,0.06,33.477351783453635,[2.98972825],1,-8.324735101426608e-06,tensor(-17.6090),"[np.float64(0.583230826989909), np.float64(9.248883498922979), np.float64(0.01349271582617306), np.float64(2.4740167023289614)]",1.0
38,38,-35.2136418765595,-4.694321807889507,[0.06],1.2844156473045063,0.06,33.43864227781346,[2.98972825],1,2.6113465242036152e-05,tensor(2.5645),"[np.float64(0.5830770186864831), np.float64(9.24901326028691), np.float64(0.013794819722409733), np.float64(2.4738787429290516)]",1.0
39,39,-35.34755799855719,-4.7011944232065845,[0.06],1.2982888878464156,0.06,33.40011204709462,[2.98972825],1,5.3314233000864775e-05,tensor(2.5728),"[np.float64(0.5829236834552377), np.float64(9.24914266811954), np.float64(0.014093679622904323), np.float64(2.4737412724644665)]",1.0
40,40,-35.4808831792559,-4.708045798105822,[0.06],1.3121073447334224,0.06,33.361743114026886,[2.98972825],1.001,7.388621006241164e-05,tensor(2.5811),"[np.float64(0.5827707697077364), np.float64(9.249271767042645), np.float64(0.01438946073778201), np.float64(2.473604244426204)]",1.0
41,41,-37.805094083589026,-5.065946610079031,[0.065],1.681974730254935,0.065,33.33137432032886,[2.98972825],1.001,8.838408417563219e-05,tensor(2.6483),"[np.float64(0.5826182316009557), np.float64(9.249400596664515), np.float64(0.014682314501190003), np.float64(2.473467617420718)]",1.0
42,42,-37.924929061625946,-5.072199428758382,[0.065],1.6961029402675443,0.065,33.29350438486711,[2.98972825],1.001,9.721622937618284e-05,tensor(2.6563),"[np.float64(0.5824684778560274), np.float64(9.249527171034691), np.float64(0.014984630962616765), np.float64(2.4733322763629046)]",1.0
43,43,-38.043701487719694,-5.07841797186485,[0.065],1.7100764316467614,0.065,33.255797430182874,[2.98972825],1.001,0.00010085281777163139,tensor(2.6642),"[np.float64(0.582321220939827), np.float64(9.249651726050393), np.float64(0.015294842315561292), np.float64(2.4731980995203027)]",1.0
44,44,-38.1614862903017,-5.084605586962974,[0.065],1.723911437856465,0.065,33.21824843515507,[2.98972825],1.001,9.972243214242744e-05,tensor(2.6720),"[np.float64(0.5821762016922757), np.float64(9.249774474524276), np.float64(0.015611677634706266), np.float64(2.4730649762399888)]",1.0
45,45,-38.278352689466686,-5.0907652587935734,[0.065],1.7376224213102691,0.065,33.18085198874799,[2.98972825],1.001,9.421573292020587e-05,tensor(2.6798),"[np.float64(0.5820331865646262), np.float64(9.249895608400161), np.float64(0.01593408232492446), np.float64(2.472932806042823)]",1.0
46,46,-38.39436437584458,-5.096899667049481,[0.065],1.751222320335928,0.065,33.143602474756165,[2.98972825],1.001,8.468879771965329e-05,tensor(2.6875),"[np.float64(0.5818919651311912), np.float64(9.250015300755505), np.float64(0.01626116404581011), np.float64(2.4728014977923594)]",1.0
47,47,-38.50957978887714,-5.103011229121503,[0.065],1.7647227445252973,0.065,33.10649419749482,[2.98972825],1.001,7.14661646205951e-05,tensor(2.6952),"[np.float64(0.5817523478558364), np.float64(9.250133707601442), np.float64(0.016592155496700452), np.float64(2.4726709689231265)]",1.0
48,48,-38.62388171163506,-5.109102134069024,[0.07],1.7781699321003925,0.07,33.06952146643021,[2.98972825],1.001,5.484360693159753e-05,tensor(2.5438),"[np.float64(0.5816141640684476), np.float64(9.25025096951778), np.float64(0.01692638807694595), np.float64(2.4725411447187864)]",1.0
49,49,-38.727144125624626,-5.115156215109539,[0.07],1.7934538337451682,0.07,33.03290814732604,[2.98972825],1.001,3.536075817262269e-05,tensor(2.5520),"[np.float64(0.581477988431708), np.float64(9.250366735324862), np.float64(0.017262111581841155), np.float64(2.472412462755892)]",1.0
50,50,-38.82915061414137,-5.121176815215643,[0.07],1.8085589949515821,0.07,32.99662713602211,[2.98972825],1.001,1.3237304338505127e-05,tensor(2.5601),"[np.float64(0.5813436136713686), np.float64(9.25048116195588), np.float64(0.017598954365319223), np.float64(2.472284813708405)]",1.0
51,51,-38.87961116428994,-5.124172372288635,[0.07],1.8160322694690425,0.07,32.978634264431285,[2.98972825],1.001,9.55434457026209e-07,tensor(2.5640),"[np.float64(0.5812772253431043), np.float64(9.250537776519849), np.float64(0.017767744177608888), np.float64(2.472221455425195)]",1.0
52,52,-38.92933096517278,-5.1271553336419595,[0.07],1.8234950844329338,0.07,32.96076920935894,[2.98972825],1.001,-1.2451808574536863e-05,tensor(-20.3837),"[np.float64(0.5812115376897254), np.float64(9.250593861988015), np.float64(0.017936792632023153), np.float64(2.4721585098785996)]",1.0
53,53,-38.97899427893541,-5.130127222951809,[0.07],1.830822252771634,0.07,32.94301931271155,[2.98972825],1.001,-7.059895671031135e-06,tensor(-20.4147),"[np.float64(0.5811464692752989), np.float64(9.250649481128214), np.float64(0.01810602524237123), np.float64(2.472095929495823)]",1.0
54,54,-39.02828272711794,-5.13308941943556,[0.07],1.8380953659675645,0.07,32.9253730654649,[2.98972825],1.001,1.2384213676900903e-05,tensor(2.5758),"[np.float64(0.5810819466579651), np.float64(9.250704690568158), np.float64(0.01827537629551177), np.float64(2.4720336713412006)]",1.0
55,55,-39.07708110949401,-5.136043167712591,[0.07],1.84535206389508,0.07,32.907820024544,[2.98972825],1.001,2.81149749628267e-05,tensor(2.5797),"[np.float64(0.5810179036989463), np.float64(9.250759541313846), np.float64(0.01844478755604193), np.float64(2.4719716967310674)]",1.0
56,56,-39.12559660991963,-5.138990054709113,[0.07],1.8525618824879135,0.07,32.89035072745717,[2.98972825],1.001,4.045843077767811e-05,tensor(2.5835),"[np.float64(0.5809542808997847), np.float64(9.250814079253262), np.float64(0.018614207126227408), np.float64(2.4719099708610597)]",1.0
57,57,-39.17386579867839,-5.141931330307619,[0.07],1.8597285294101025,0.07,32.872956598128034,[2.98972825],1.001,4.971126133925098e-05,tensor(2.5874),"[np.float64(0.580891024739129), np.float64(9.250868345669682), np.float64(0.018783588576877005), np.float64(2.4718484624219124)]",1.0
58,58,-39.22189213830087,-5.144867209835001,[0.07],1.8668614141476547,0.07,32.8556298695804,[2.98972825],1.001,5.614338697989811e-05,tensor(2.5912),"[np.float64(0.5808280871062801), np.float64(9.25092237767566), np.float64(0.018952890285837378), np.float64(2.471787143271636)]",1.0
59,59,-39.269698862934895,-5.147798510311987,[0.07],1.8739648514320253,0.07,32.838363512418965,[2.98972825],1.001,6.0000342087007215e-05,tensor(2.5950),"[np.float64(0.580765424790597), np.float64(9.250976208604788), np.float64(0.01912207471899481), np.float64(2.4717259881441436)]",1.0
60,60,-39.3173068640161,-5.15072596563758,[0.07],1.8810427244831864,0.07,32.82115116939857,[2.98972825],1.0020009999999997,6.150544444464599e-05,tensor(2.5987),"[np.float64(0.5807029990151318), np.float64(9.251029868369548), np.float64(0.019291108074253868), np.float64(2.4716649743727825)]",1.0
61,61,-31.844798078798696,-4.26018493918826,[0.085],1.6498652199752104,0.085,32.77097097739594,[2.98972825],1.0020009999999997,6.086177555159713e-05,tensor(2.0119),"[np.float64(0.5806407750121443), np.float64(9.251083383787595), np.float64(0.01945995983199536), np.float64(2.4716040816449425)]",1.0
62,62,-31.892523180147947,-4.263199508380672,[0.085],1.6579533814492384,0.085,32.753598978402,[2.98972825],1.0020009999999997,5.87122343805665e-05,tensor(2.0154),"[np.float64(0.5805782366380885), np.float64(9.251136870423386), np.float64(0.019621860976659373), np.float64(2.4715437508217244)]",1.0
63,63,-31.9403166973898,-4.266217275463235,[0.085],1.6660580572589865,0.085,32.73624876799523,[2.98972825],1.0020009999999997,5.5183345915363915e-05,tensor(2.0190),"[np.float64(0.5805154079024097), np.float64(9.251190338748792), np.float64(0.019777355419211908), np.float64(2.471483925544547)]",1.0
64,64,-31.98817216198824,-4.269238342500378,[0.085],1.6741788194247995,0.085,32.71891563584528,[2.98972825],1.0020009999999997,5.039016340861e-05,tensor(2.0225),"[np.float64(0.5804523107830016), np.float64(9.251243797993657), np.float64(0.019926954083816166), np.float64(2.4714245546649614)]",1.0
65,65,-32.0360832263252,-4.272262771201123,[0.085],1.6823151983629188,0.085,32.70159557408586,[2.98972825],1.0020009999999997,4.443729394326268e-05,tensor(2.0260),"[np.float64(0.580388965415864), np.float64(9.251297256266117), np.float64(0.020071135355316752), np.float64(2.471365591771002)]",1.0
66,66,-32.08404370464349,-4.275290590105881,[0.085],1.690466695737705,0.085,32.684285177772004,[2.98972825],1.0020009999999997,3.741983420337833e-05,tensor(2.0296),"[np.float64(0.5803253902632912), np.float64(9.251350720664659), np.float64(0.02021034584148968), np.float64(2.4713069947626707)]",1.0
67,67,-32.132047602144894,-4.278321800547598,[0.085],1.6986327946506596,0.085,32.666981559837886,[2.98972825],1.0020009999999997,2.942422412437775e-05,tensor(2.0331),"[np.float64(0.5802616022666626), np.float64(9.251404197379875), np.float64(0.020345001452885737), np.float64(2.471248725463803)]",1.0
68,68,-32.180089133029306,-4.281356381410223,[0.085],1.706812967518459,0.085,32.64968227895977,[2.98972825],1.0020009999999997,2.0529025453171837e-05,tensor(2.0366),"[np.float64(0.5801976169893388), np.float64(9.251457691782061), np.float64(0.020475488743052668), np.float64(2.4711907492667957)]",1.0
69,69,-32.22816273450158,-4.284394293481877,[0.085],1.7150066826754276,0.085,32.63238527658202,[2.98972825],1.0020009999999997,1.0805631661728868e-05,tensor(2.0402),"[np.float64(0.5801334487412577), np.float64(9.25151120850558), np.float64(0.020602166260182138), np.float64(2.471133034813124)]",1.0
70,70,-32.27626307420016,-4.287435482960294,[0.085],1.7232134096890863,0.085,32.61508882342242,[2.98972825],1.0020009999999997,3.1891511908552484e-07,tensor(2.0438),"[np.float64(0.5800691106928445), np.float64(9.251564751523679), np.float64(0.020725366095164635), np.float64(2.471075553697102)]",1.0
71,71,-32.32414878288884,-4.290479884217617,[0.085],1.7314826306425335,0.085,32.59779147448483,[2.98972825],1.0020009999999997,-1.0872183067400654e-05,tensor(-19.8436),"[np.float64(0.5800046149802324), np.float64(9.251618324214624), np.float64(0.02084539533145219), np.float64(2.4710182802040643)]",1.0
