seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover
2,0.5,2,0.33,7,1,-5.990303588573513,0.44,-5.971647264851484,0.429,0.00016783,0.1225,0.121
2,0.5408163265306123,2,0.33,7,1,-6.029256849790188,0.415,-6.010094061910262,0.411,0.00016783,0.1375,0.14
2,0.5816326530612245,2,0.33,7,1,-6.058858310828997,0.3975,-6.037137700785061,0.388,0.00016783,0.15,0.16
2,0.6224489795918368,2,0.33,7,1,-6.08077577830256,0.3875,-6.055100422180499,0.369,0.00016783,0.175,0.183
2,0.6632653061224489,2,0.33,7,1,-6.093306619660874,0.37,-6.062263232065379,0.344,0.00016783,0.2,0.2
2,0.7040816326530612,2,0.33,7,1,-6.0989301826633575,0.355,-6.059531185705124,0.324,0.00016783,0.2375,0.226
2,0.7448979591836735,2,0.33,7,1,-6.094316778665669,0.33,-6.0494409550368,0.311,0.00016783,0.26,0.254
2,0.7857142857142857,2,0.33,7,1,-6.085120740470586,0.3225,-6.032782529446045,0.296,0.00016783,0.275,0.276
2,0.8265306122448979,2,0.33,7,1,-6.06802106763595,0.3,-6.008519684827975,0.285,0.00016783,0.2975,0.298
2,0.8673469387755102,2,0.33,7,1,-6.042267796058159,0.28,-5.979696363829537,0.275,0.00016783,0.32,0.315
2,0.9081632653061225,2,0.33,7,1,-6.009537739298,0.265,-5.945895917528023,0.264,0.00016783,0.3375,0.338
2,0.9489795918367346,2,0.33,7,1,-5.973494462462684,0.255,-5.90785591673443,0.252,0.00016783,0.3475,0.353
2,0.9897959183673469,2,0.33,7,1,-5.933077777537823,0.245,-5.8641357926552455,0.238,0.00016783,0.355,0.379
2,1.030612244897959,2,0.33,7,1,-5.888331495951843,0.2225,-5.813565212743568,0.221,0.00016783,0.37,0.393
2,1.0714285714285714,2,0.33,7,1,-5.837179136417567,0.2125,-5.757110568642765,0.202,0.00016783,0.3875,0.414
2,1.1122448979591835,2,0.33,7,1,-5.781651895494124,0.205,-5.695279197705871,0.186,0.00016783,0.4,0.439
2,1.1530612244897958,2,0.33,7,1,-5.723268095833841,0.1975,-5.626873764821234,0.174,0.00016783,0.41,0.456
2,1.193877551020408,2,0.33,7,1,-5.6596600973774684,0.1825,-5.551121694164169,0.161,0.00016783,0.4275,0.476
2,1.2346938775510203,2,0.33,7,1,-5.590553461934723,0.1675,-5.471913618609256,0.147,0.00016783,0.45,0.492
2,1.2755102040816326,2,0.33,7,1,-5.514722968238527,0.16,-5.388498241313302,0.138,0.00016783,0.46,0.513
2,1.316326530612245,2,0.33,7,1,-5.437279792528355,0.1475,-5.304832576433133,0.129,0.00016783,0.475,0.53
2,1.3571428571428572,2,0.33,7,1,-5.359903727305221,0.125,-5.224405802738422,0.122,0.00016783,0.4975,0.547
2,1.3979591836734693,2,0.33,7,1,-5.277582311154947,0.1125,-5.142566231168272,0.117,0.00016783,0.5175,0.563
2,1.4387755102040816,2,0.33,7,1,-5.193084140824688,0.105,-5.0589492061408015,0.107,0.00016783,0.525,0.576
2,1.4795918367346939,2,0.33,7,1,-5.104784224216111,0.095,-4.972697273577393,0.1,0.00016783,0.5425,0.592
2,1.5204081632653061,2,0.33,7,1,-5.0144092589658245,0.0925,-4.883119994566142,0.093,0.00016783,0.5675,0.605
2,1.5612244897959182,2,0.33,7,1,-4.921285242777845,0.09,-4.791525028309939,0.089,0.00016783,0.5725,0.612
2,1.6020408163265305,2,0.33,7,1,-4.839741911807943,0.08,-4.708642355510944,0.084,0.00016783,0.58,0.626
2,1.6428571428571428,2,0.33,7,1,-4.75969216374451,0.07,-4.6285279535588435,0.073,0.00016783,0.5875,0.64
2,1.683673469387755,2,0.33,7,1,-4.6706323499102975,0.0625,-4.5432052805673875,0.066,0.00016783,0.6,0.652
2,1.7244897959183672,2,0.33,7,1,-4.57750818109904,0.055,-4.455361646543046,0.06,0.00016783,0.62,0.661
2,1.7653061224489794,2,0.33,7,1,-4.479693318601866,0.0425,-4.3655994729804855,0.056,0.00016783,0.6325,0.675
2,1.8061224489795917,2,0.33,7,1,-4.38029475043738,0.04,-4.273350456298998,0.052,0.00016783,0.635,0.686
