,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.4772969235688675,-6.694127873382224,-0.09691204340854842,[0.02],0.04610435539612853,0.79,0.02,1.0
1,"(100,)",-5.769780434515146,-9.01309877002507,-0.1538696332147369,[0.155],1.7573785358457037,0.295,0.155,1.0
2,"(200,)",-6.0707703858582,-9.0993047045313,-0.024596719187640836,[0.205],3.0601175177978654,0.27,0.205,1.0
3,"(300,)",-5.743947013330544,-8.76365861763509,-0.15809828700494322,[0.155],1.8328144789552907,0.295,0.155,1.0
4,"(400,)",-5.759593142321436,-9.336146857285575,-0.16420846547790546,[0.165],1.9730531953642625,0.295,0.165,1.0
5,"(500,)",-5.781927051467103,-9.178012822541742,-0.15944092640066376,[0.165],1.9916031684141384,0.29,0.165,1.0
