,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-26.310286643895953,-4.844854408954588,[0.055],0.4198471317323948,0.055,34.15532559089998,[1.41984713],1,0.0,tensor(-0.2366),"[np.float64(0.5601656528124827), np.float64(9.30382868054886), np.float64(0.0), np.float64(2.4151462338959795)]",1.0
1,1,-39.77893231316255,-5.781382802612195,[0.115],1.3123894714341384,0.115,30.22791624269326,[1.41984713],1,2.3664118862206586e-05,tensor(1.7801),"[np.float64(0.5363106186667139), np.float64(9.306140423915004), np.float64(0.028292939538795813), np.float64(2.4128503598684894)]",1.0
2,2,-40.335038159612964,-6.467532036167844,[0.27],3.9672514254427957,0.27,25.583424367016306,[1.41984713],1,-0.0001354139404967568,tensor(-10.6926),"[np.float64(0.5098172998409946), np.float64(9.308994576184462), np.float64(0.06167068503724315), np.float64(2.410016308522316)]",1.0
3,3,-35.37742521161733,-6.509209295152846,[0.335],5.377651560107784,0.335,24.016428110005968,[1.41984713],1,0.0008065810529099362,tensor(-0.1030),"[np.float64(0.5019712060973011), np.float64(9.310116989856452), np.float64(0.07297179576591212), np.float64(2.408867520882515)]",1.0
4,4,-42.7190828204644,-6.274477469485182,[0.185],2.2568008225783482,0.185,27.59842896517496,[1.41984713],1,0.0015704762880774726,tensor(1.6155),"[np.float64(0.5236013657491811), np.float64(9.308290653199647), np.float64(0.04765476805597961), np.float64(2.4106307639872533)]",1.0
5,5,-39.730871513017284,-5.816414801289227,[0.105],1.1719807324838702,0.105,30.09127480031523,[1.41984713],1,0.002020042793370575,tensor(1.7672),"[np.float64(0.5392531005643743), np.float64(9.307212269280003), np.float64(0.032736801042262696), np.float64(2.411679154342294)]",1.0
6,6,-40.32448940187642,-5.865867031756765,[0.115],1.233744110858072,0.115,29.984564122776995,[1.41984713],1,0.0022029804614084937,tensor(1.7289),"[np.float64(0.5390524132186439), np.float64(9.307723310569488), np.float64(0.035257583429977764), np.float64(2.4111911726091066)]",1.0
7,7,-42.8043002514776,-6.304479619450243,[0.185],2.2696482900352253,0.185,27.909207793935032,[1.41984713],1,0.0021764451057912676,tensor(1.6211),"[np.float64(0.5266729461112717), np.float64(9.309455767796184), np.float64(0.05059590915002673), np.float64(2.409519999033099)]",1.0
8,8,-41.537422130124945,-6.567055930739939,[0.265],3.792309243783516,0.265,25.790952261086215,[1.41984713],1,0.001993102628522849,tensor(1.0266),"[np.float64(0.5147957664940246), np.float64(9.311211098974312), np.float64(0.06671005677653097), np.float64(2.407787647942618)]",1.0
9,9,-42.44137121646502,-6.61340158168078,[0.255],3.597529936672843,0.255,25.689866506967444,[1.41984713],1,0.0017437649605237095,tensor(1.1403),"[np.float64(0.516111839323773), np.float64(9.311650976095363), np.float64(0.06909358128134041), np.float64(2.4072914327722965)]",1.0
10,10,-43.764629195552885,-6.461622621215651,[0.215],2.4747891919655967,0.215,26.990617896065064,[1.41984713],1,0.001430263529115188,tensor(1.3572),"[np.float64(0.5257536825445857), np.float64(9.311261189261636), np.float64(0.0646811732358456), np.float64(2.4075927089733278)]",1.0
11,11,-42.52393398926789,-6.2429512590146485,[0.165],1.8111847743131277,0.165,28.20118066242569,[1.41984713],1,0.0010437402090716227,tensor(1.6155),"[np.float64(0.5344922796122741), np.float64(9.311011288440712), np.float64(0.06376830149156407), np.float64(2.4077738706047036)]",1.0
12,12,-43.30083878420163,-6.326072796356214,[0.175],1.943911843977218,0.175,27.88286893005874,[1.41984713],1,0.0005729699577344942,tensor(1.5799),"[np.float64(0.5329284485095327), np.float64(9.311741870680006), np.float64(0.06909184393439288), np.float64(2.4070563881219718)]",1.0
13,13,-44.047169346497014,-6.5924940860760985,[0.23],2.84992332624109,0.23,26.48998181208167,[1.41984713],1,3.835901689661268e-05,tensor(1.2939),"[np.float64(0.5237806990090838), np.float64(9.31317836955687), np.float64(0.07880818162854739), np.float64(2.4056982923153694)]",1.0
14,14,-43.493834678344555,-6.692598730542379,[0.25],3.4148190586343143,0.25,25.934620023367724,[1.41984713],1,-0.0005187167193486466,tensor(-9.5228),"[np.float64(0.5195271408901734), np.float64(9.314151263351134), np.float64(0.08584082423400566), np.float64(2.4047905334700537)]",1.0
15,15,-43.836429865183135,-6.630795769623021,[0.21],3.0545255554035093,0.21,26.585532394696298,[1.41984713],1,-1.2094573878684628e-05,tensor(-8.3386),"[np.float64(0.5229170691506196), np.float64(9.31434426298778), np.float64(0.08739405465985983), np.float64(2.4046077264976318)]",1.0
16,16,-44.2480192952317,-6.5546560860267915,[0.2],2.536717021473495,0.2,27.212268554489764,[1.41984713],1,0.0012270635069180668,tensor(1.5586),"[np.float64(0.5267279924466542), np.float64(9.314498438930107), np.float64(0.08843085177424956), np.float64(2.4043990850165144)]",1.0
17,17,-44.51361467073892,-6.518777318216249,[0.19],2.2654318733204426,0.19,27.415023145293482,[1.41984713],1,0.0020625253230958417,tensor(1.5635),"[np.float64(0.5279979101042539), np.float64(9.314914131296687), np.float64(0.09142487599213218), np.float64(2.403899162434985)]",1.0
18,18,-44.25075774228666,-6.511451470832245,[0.22],2.433451530490987,0.22,27.200588677314148,[1.41984713],1,0.0025745496061267293,tensor(1.2844),"[np.float64(0.5269423022037859), np.float64(9.31560334342309), np.float64(0.09628348694216206), np.float64(2.4031545612983494)]",1.0
19,19,-44.36266787122823,-6.553458012253246,[0.23],2.5538591710820318,0.23,27.007326522743668,[1.41984713],1,0.00285572574381066,tensor(1.2042),"[np.float64(0.5261038364302553), np.float64(9.316300731566091), np.float64(0.10039508364023732), np.float64(2.40246390993473)]",1.0
20,20,-44.74565441779168,-6.583516602177564,[0.205],2.4439776638537314,0.205,27.163236513570034,[1.41984713],1.001,0.0029602513114482766,tensor(1.5221),"[np.float64(0.5269227699177169), np.float64(9.316839608795416), np.float64(0.10273967003013244), np.float64(2.4019762965479727)]",1.0
21,21,-39.16757116740731,-6.018582684569041,[0.24],3.249553646142055,0.24,27.25343869690588,[1.41984713],1.001,0.0028916604857322495,tensor(1.2744),"[np.float64(0.5266410072662467), np.float64(9.31749595960582), np.float64(0.10613710630611974), np.float64(2.4013636479123215)]",1.0
22,22,-39.50522357040085,-5.978629567959233,[0.215],2.7021814654681164,0.215,28.132670098493637,[1.41984713],1.001,0.002709351907027048,tensor(1.4374),"[np.float64(0.5297626524444214), np.float64(9.317739038519145), np.float64(0.10587381669526487), np.float64(2.4011358124882123)]",1.0
23,23,-39.52178409619131,-5.9224946060718295,[0.195],2.290487803458923,0.195,28.809847529957242,[1.41984713],1.001,0.0024197644260184666,tensor(1.5188),"[np.float64(0.5310199916451235), np.float64(9.318128747652132), np.float64(0.10584535883496615), np.float64(2.4007271071393568)]",1.0
24,24,-39.92105813774973,-5.914975206014356,[0.185],2.2745347413016233,0.185,28.770142032280372,[1.41984713],1.001,0.002036214310270906,tensor(1.6243),"[np.float64(0.5279896572287405), np.float64(9.318929195725048), np.float64(0.10763057951016165), np.float64(2.399888331457022)]",1.0
25,25,-40.09825284362089,-5.9644270252523155,[0.22],2.675577697483543,0.22,28.031056457620295,[1.41984713],1.001,0.0015669453755130327,tensor(1.3660),"[np.float64(0.5209242655494463), np.float64(9.320122285041037), np.float64(0.11145988906353389), np.float64(2.3986461341071097)]",1.0
