seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover,valid_in,test_in,avg_val
30,0.0001,30,0.12,2,1.5,-422.5685757230531,1.0,-422.54702147139375,1.0,0.0190017,0.0,0.0,-427.65119250072644,-427.19917881023997,-427.19939961186765
30,0.0031622776601683794,30,0.12,2,1.5,-422.5368804437778,1.0,-422.51375086512417,1.0,0.0190017,0.0,0.0,-427.60546011910446,-427.1541988376924,-427.1542017895477
30,0.1,30,0.12,2,1.5,-421.49646465138653,0.995,-421.48375579754276,0.998,0.0190017,0.0,0.0,-426.15926957105154,-425.73180130575764,-425.73180161492934
30,0.11,30,0.12,2,1.5,-421.3890210159836,0.995,-421.3773932987943,0.998,0.0190017,0.0,0.0,-426.00992779657446,-425.5849165770182,-425.5849169929123
30,0.2094736842105263,30,0.12,2,1.5,-420.3202456373694,0.98,-420.31936274068914,0.972,0.0190017,0.0,0.0,-424.5243714988249,-424.1238009509678,-424.1238010506936
30,0.30894736842105264,30,0.12,2,1.5,-419.1988597693512,0.95,-419.1988597274094,0.92,0.0190017,0.0,0.0,-423.0388147690124,-422.6626849246684,-422.6626851214479
30,0.4084210526315789,30,0.12,2,1.5,-418.0727631677184,0.835,-418.07276311393,0.84,0.0190017,0.0,0.0,-421.5532581388766,-421.201568981458,-421.20156918195613
30,0.5078947368421053,30,0.12,2,1.5,-416.94666643386796,0.715,-416.94666635760154,0.75,0.0190017,0.0,0.0,-420.06770141104965,-419.74045293595384,-419.740453206487
30,0.6073684210526316,30,0.12,2,1.5,-415.82057041288726,0.645,-415.8205703808667,0.634,0.0190017,0.005,0.0,-418.5821448260677,-418.2793370357442,-418.27933729391435
30,0.7068421052631578,30,0.12,2,1.5,-414.6944739796345,0.545,-414.694473952906,0.518,0.0190017,0.005,0.008,-417.0965881535227,-416.8182211126305,-416.8182213475057
30,0.8063157894736842,30,0.12,2,1.5,-413.56837779091114,0.44,-413.56837778103977,0.438,0.0190017,0.015,0.014,-415.6110314961322,-415.3571051069475,-415.3571053904674
30,0.9057894736842105,30,0.12,2,1.5,-412.44228130865525,0.37,-412.4422812910004,0.334,0.0190017,0.02,0.024,-414.1254750964622,-413.89598939551297,-413.8959895759094
30,1.0052631578947369,30,0.12,2,1.5,-411.2978191460836,0.29,-411.29717259716153,0.292,0.0190017,0.035,0.032,-412.6399185113624,-412.4348734718486,-412.4348736461736
