seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
60,60,0.6080094667438627,-0.16660651466183934,0.2641189380133083,-0.6489009261706119,-0.7610481899352082,-1.0193498612795424,-0.8255411234977515,-0.9049006610011696,-0.5428800835725398,0.20350409027013888
