seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj
40,0.01,40,0.1,0.25,1,-0.83553772580645,0.75,-0.8577700401769194,0.768,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,0.08122448979591837,40,0.1,0.25,1,-0.8438800834746715,0.74,-0.8614466108270675,0.746,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,0.15244897959183676,40,0.1,0.25,1,-0.8427263685677537,0.7575,-0.8616008186686211,0.749,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,0.22367346938775512,40,0.1,0.25,1,-0.8399684126311129,0.735,-0.8600064268004558,0.726,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,0.2948979591836735,40,0.1,0.25,1,-0.8412412325806514,0.735,-0.856023021688705,0.716,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,0.3661224489795919,40,0.1,0.25,1,-0.8399398002783427,0.6975,-0.8520275653143429,0.669,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,0.43734693877551023,40,0.1,0.25,1,-0.8397369583700044,0.6575,-0.8507607474741071,0.653,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,0.5085714285714286,40,0.1,0.25,1,-0.8396313803699685,0.6025,-0.8488441678941347,0.593,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,0.579795918367347,40,0.1,0.25,1,-0.8379768098764647,0.4875,-0.8438186991904386,0.517,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,0.6510204081632653,40,0.1,0.25,1,-0.8358112561564244,0.45,-0.8418357919953562,0.452,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,0.7222448979591838,40,0.1,0.25,1,-0.8340709941781489,0.32,-0.8402077252027695,0.316,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,0.7934693877551021,40,0.1,0.25,1,-0.8331666204192247,0.2,-0.839061291546039,0.21,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,0.8646938775510205,40,0.1,0.25,1,-0.8325768765332293,0.15,-0.8382454166731799,0.129,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,0.9359183673469389,40,0.1,0.25,1,-0.832169918238039,0.1075,-0.8376735272791423,0.085,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,1.0071428571428571,40,0.1,0.25,1,-0.8318291383065342,0.095,-0.8371962192766087,0.07,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,1.0783673469387756,40,0.1,0.25,1,-0.8315574397462936,0.0825,-0.8368173491241102,0.059,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,1.149591836734694,40,0.1,0.25,1,-0.8312816937364036,0.075,-0.8364599480490664,0.054,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,1.2208163265306125,40,0.1,0.25,1,-0.8310475190490912,0.0625,-0.8361683902905569,0.051,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,1.2920408163265307,40,0.1,0.25,1,-0.8308335978035103,0.055,-0.8359109737329292,0.046,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,1.3632653061224491,40,0.1,0.25,1,-0.8306360016220047,0.045,-0.8356561221110291,0.04,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,1.4344897959183676,40,0.1,0.25,1,-0.8304423642224248,0.0425,-0.8354098272485376,0.037,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
40,1.5057142857142858,40,0.1,0.25,1,-0.8302659737921715,0.0425,-0.83518261624144,0.036,0.6397407237923655,-0.8691047030245296,0.3033799917637475,-0.8057926174677255
