,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj
0,0.01,0.0236,-394.9256870570743,-397.1645955938005,-393.653323868509,0.0308,-384.96525675546354,-387.77769830308154,-382.6853475756219,0.026799999999999997,-385.1850604058171,-388.04473093964833,-380.648320978325,1.0,-428.5594899724183,0.49900016285835413,-396.68239317161186,-428.6770824728883,-428.34993565867853,-398.1840159272285,-395.28947497316847
0,0.02,0.038400000000000004,-396.6290527980529,-398.80949139282706,-395.6104132880287,0.039999999999999994,-386.9314864070206,-389.08213641903177,-385.0400555233996,0.03880000000000001,-387.4862794303414,-390.2733931550037,-384.75307066611254,1.0,-428.5594899724183,0.49900016285835413,-396.68239317161186,-428.6770824728883,-428.34993565867853,-398.1840159272285,-395.28947497316847
0,0.03,0.0404,-398.23994861459965,-399.5800911525901,-396.1744960928207,0.0456,-387.9214008184634,-390.3865744925423,-385.0400555233996,0.044,-388.25123867283094,-391.7957855815959,-384.75307066611254,1.0,-428.5594899724183,0.49900016285835413,-396.68239317161186,-428.6770824728883,-428.34993565867853,-398.1840159272285,-395.28947497316847
0,0.04,0.05,-399.5058022729278,-401.0121210405716,-397.4350820602791,0.053200000000000004,-389.3740560127761,-390.3865744925423,-387.39476350506385,0.052000000000000005,-389.80520569059587,-392.864542581056,-388.5860594560696,1.0,-428.5594899724183,0.49900016285835413,-396.68239317161186,-428.6770824728883,-428.34993565867853,-398.1840159272285,-395.28947497316847
0,0.05,0.07239999999999999,-400.9534062635236,-402.1172216067261,-398.95486802283256,0.0628,-390.5994412387249,-391.6910124676552,-388.6011195680625,0.06200000000000001,-391.26452796771025,-393.29620738957897,-390.11925491630166,1.0,-428.5594899724183,0.49900016285835413,-396.68239317161186,-428.6770824728883,-428.34993565867853,-398.1840159272285,-395.28947497316847
0,0.08,0.11040000000000001,-403.56492371414754,-404.62013275353985,-402.50885151044383,0.096,-394.30511923099294,-395.60432662012784,-393.65485568295617,0.092,-394.2656014100969,-395.8342045212586,-393.9522436554841,1.0,-428.5594899724183,0.49900016285835413,-396.68239317161186,-428.6770824728883,-428.34993565867853,-398.1840159272285,-395.28947497316847
0,0.09,0.1176,-402.98738700631935,-403.70449240365474,-400.23654430108706,0.1012,-394.54021266226584,-395.60432662012784,-393.65485568295617,0.0972,-394.86592934700604,-397.04726181206365,-394.71884139437896,1.0,-428.5594899724183,0.49900016285835413,-396.68239317161186,-428.6770824728883,-428.34993565867853,-398.1840159272285,-395.28947497316847
0,0.1,0.1276,-403.3878681453928,-404.1638976797505,-403.5122144491144,0.1172,-395.7655978934934,-396.9087646551988,-394.9182897249984,0.11400000000000002,-395.9566587210438,-398.06145099895633,-395.48543918851936,1.0,-428.5594899724183,0.49900016285835413,-396.68239317161186,-428.6770824728883,-428.34993565867853,-398.1840159272285,-395.28947497316847
0,0.12,0.1504,-405.69187881960465,-406.2060309013688,-405.2917630367729,0.1348,-396.9655662756266,-397.6489706441169,-396.1817237582449,0.14080000000000004,-397.4070310166749,-399.5462820937224,-396.2520368807018,1.0,-428.5594899724183,0.49900016285835413,-396.68239317161186,-428.6770824728883,-428.34993565867853,-398.1840159272285,-395.28947497316847
0,0.14,0.18760000000000004,-406.84084320499636,-407.79192904466487,-405.8415291138811,0.1616,-398.644677109437,-399.16830350706493,-398.2132026609013,0.1628,-398.68366995392523,-400.2886976321523,-397.785232378765,1.0,-428.5594899724183,0.49900016285835413,-396.68239317161186,-428.6770824728883,-428.34993565867853,-398.1840159272285,-395.28947497316847
0,0.15,0.17880000000000001,-406.0317660239768,-407.3551813348172,-404.092905499903,0.16719999999999996,-398.8973638996061,-399.16830350706493,-398.2132026609013,0.16599999999999998,-398.8500195357002,-400.2886976321523,-397.785232378765,1.0,-428.5594899724183,0.49900016285835413,-396.68239317161186,-428.6770824728883,-428.34993565867853,-398.1840159272285,-395.28947497316847
0,0.18,0.2024,-406.5041117391729,-407.3441789360674,-405.5596576106163,0.1972,-400.3836367385165,-400.82207872585457,-400.0614363907211,0.1984,-400.26209020085884,-401.548090791627,-400.08502569350503,1.0,-428.5594899724183,0.49900016285835413,-396.68239317161186,-428.6770824728883,-428.34993565867853,-398.1840159272285,-395.28947497316847
0,0.2,0.21200000000000002,-401.2723628550963,-408.4663046477426,-401.7509634023473,0.21719999999999998,-401.34813436831985,-401.52301151531026,-400.82207872585457,0.21719999999999998,-401.052674227189,-402.2979885884717,-400.8516234254264,1.0,-428.5594899724183,0.49900016285835413,-396.68239317161186,-428.6770824728883,-428.34993565867853,-398.1840159272285,-395.28947497316847
