,seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob
5,0,1.449438202247191,0,0.25,2.0,1,-400.11023408246933,0.06,-399.86093794292344,0.102
4,10,1.3595505617977528,10,0.3,0.5,1,-406.12175553612445,0.055,-405.52917818816235,0.066
5,20,1.449438202247191,20,0.3,0.5,1,-399.4964108561458,0.06,-398.95486802283256,0.058
5,30,1.449438202247191,30,0.25,0.5,1,-399.0436085920493,0.06,-398.30482555697375,0.048
4,40,1.3595505617977528,40,0.2,1.0,1,-401.742168207767,0.06,-402.1172216067261,0.088
