,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob
0,0.1,1.0,7575.721179775901,0.030966666666666667,7552.357150231497,0.029666666666666668,0.1,1.0,-175.70054015210127,0.0,-177.1473469393342,0.0,0.1,1.0,870.1805685767907,0.0,856.2696408993678,0.004
1,0.2,1.0,-277.8383532569948,0.01531111111111111,-278.2210603103189,0.015822222222222224,0.2,1.0,-361.9193180783178,0.0,-362.4656432346194,0.0,0.2,1.0,-202.77239461580533,0.01375,-202.6609609074023,0.012
2,0.25,1.0,-291.71401577334507,0.0206,-292.18020786072094,0.023502222222222223,0.25,1.0,-371.259264082524,0.0,-371.6322024261373,0.0,0.25,1.0,-221.0313873790722,0.02,-221.6686354593376,0.024
3,0.3,1.0,1959.5572097500285,0.0022777777777777774,1947.4741776601031,0.002102222222222222,0.3,1.0,-221.30115561520444,0.0,-222.15511251737783,0.0,0.3,1.0,337.0122762540929,0.0,333.1424340463119,0.0
4,0.33,1.0,-286.1642779446109,0.008755555555555555,-286.154226200893,0.009782222222222222,0.33,1.0,-361.9072029926275,0.0,-361.7703105353046,0.0,0.33,1.0,-215.41030173257175,0.0,-215.28637425778962,0.0
5,0.35,1.0,-298.8179883991665,0.011833333333333335,-298.6353321383683,0.012497777777777778,0.35,1.0,-368.8262005935161,0.0,-368.57053915167216,0.0,0.35,1.0,-234.39258385233526,0.0,-234.30742323540392,0.002
6,0.4,1.0,1585.8006998847918,0.010488888888888888,1578.2821205044488,0.00927111111111111,0.4,1.0,-198.0653544460416,0.0,-198.17409547371605,0.0,0.4,1.0,3192.0585220555577,0.0,3177.7044571203573,0.0
7,0.5,1.0,-297.31120696115823,0.007755555555555556,-297.1036558665989,0.008706666666666666,0.5,1.0,-367.6420461565082,0.0,-367.04390766465974,0.0,0.5,1.0,-232.7714170260058,0.0,-233.05678860212794,0.0
