,seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob
0,0,1.0,0,0.2,1.0,1,-402.4724109264547,0.155,-402.3308793198976,0.182
0,10,1.0,10,0.2,1.0,1,-411.04063619396896,0.155,-410.5383348513852,0.206
1,20,1.0898876404494382,20,0.2,1.0,1,-406.2085164604541,0.145,-405.8415291138811,0.176
3,30,1.2696629213483146,30,0.25,2.0,1,-404.6056619146725,0.145,-404.092905499903,0.152
1,40,1.0898876404494382,40,0.2,2.0,1,-406.9948997051126,0.155,-407.3551813348172,0.178
