context_val,seed,alpha,eps,test_lcx_prob,test_lcx_obj,valid_lcx_prob,valid_lcx_obj,time,in_val,test_avg,valid_avg
18,60,0.08,0.1,0.0,-0.436439882611314,0.0,-0.6313469429578181,33689.97754454613,0.37622573660569014,-0.8250335770217112,-0.8643993521887265
