seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time
10,0.0001,10,0.25,0.5,1,-427.0367500792342,1.0,-426.26022772478336,1.0,0.009034726
10,0.00021544346900318845,10,0.25,0.5,1,-427.02887975922624,1.0,-426.2542380482622,1.0,0.009034726
10,0.00046415888336127773,10,0.25,0.5,1,-427.0231399997829,1.0,-426.2486698825459,1.0,0.009034726
10,0.001,10,0.25,0.5,1,-427.01120488684,1.0,-426.23672032331746,1.0,0.009034726
10,0.002154434690031882,10,0.25,0.5,1,-426.9855605331739,1.0,-426.2111410062242,1.0,0.009034726
10,0.004641588833612777,10,0.25,0.5,1,-426.93034592228025,1.0,-426.1560374820299,0.998,0.009034726
10,0.01,10,0.25,0.5,1,-426.8113974924908,1.0,-426.03734968284033,0.998,0.009034726
10,0.021544346900318822,10,0.25,0.5,1,-426.55514671943655,1.0,-425.78164485474423,0.998,0.009034726
10,0.046415888336127774,10,0.25,0.5,1,-426.00306653888254,1.0,-425.23074745593374,0.998,0.009034726
10,0.1,10,0.25,0.5,1,-424.8136518395594,0.985,-424.04387734663936,0.992,0.009034726
10,0.11,10,0.25,0.5,1,-424.5916802639715,0.985,-423.82238068888626,0.986,0.009034726
10,0.17357142857142857,10,0.25,0.5,1,-423.180575458034,0.975,-422.4142953537512,0.962,0.009034726
10,0.23714285714285716,10,0.25,0.5,1,-421.7694706294907,0.94,-421.0062099674758,0.928,0.009034726
10,0.3007142857142857,10,0.25,0.5,1,-420.35836574764386,0.885,-419.5981247045336,0.894,0.009034726
10,0.36428571428571427,10,0.25,0.5,1,-418.9472608871921,0.835,-418.19003931098945,0.836,0.009034726
10,0.4278571428571428,10,0.25,0.5,1,-417.53615608166945,0.8,-416.78195390795184,0.768,0.009034726
10,0.49142857142857144,10,0.25,0.5,1,-416.1250512146491,0.67,-415.3738685460452,0.694,0.009034726
10,0.555,10,0.25,0.5,1,-414.7139464072102,0.6,-413.96578322425796,0.63,0.009034726
10,0.6185714285714285,10,0.25,0.5,1,-413.3028416180103,0.53,-412.5576978781973,0.538,0.009034726
10,0.6821428571428572,10,0.25,0.5,1,-411.8917367668949,0.45,-411.14961249975323,0.476,0.009034726
10,0.7457142857142857,10,0.25,0.5,1,-410.4806319106592,0.37,-409.74152709933213,0.412,0.009034726
10,0.8092857142857143,10,0.25,0.5,1,-409.06952715664033,0.35,-408.3334418114276,0.342,0.009034726
10,0.8728571428571429,10,0.25,0.5,1,-407.65842233387053,0.28,-406.925356448262,0.286,0.009034726
10,0.9364285714285714,10,0.25,0.5,1,-406.2473175216075,0.22,-405.5172710886493,0.24,0.009034726
10,1.0,10,0.25,0.5,1,-404.8362127166835,0.185,-404.10918575204647,0.21,0.009034726
10,1.1,10,0.25,0.5,1,-402.61649729415495,0.12,-401.8942200483782,0.15,0.009034726
10,1.2625000000000002,10,0.25,0.5,1,-399.009459722619,0.055,-398.2949007759429,0.082,0.009034726
10,1.425,10,0.25,0.5,1,-395.4024221556798,0.025,-394.6955814999119,0.044,0.009034726
10,1.5875000000000001,10,0.25,0.5,1,-391.79538459940517,0.025,-391.09626223297875,0.032,0.009034726
10,1.75,10,0.25,0.5,1,-388.18834695174473,0.015,-387.4969428666013,0.022,0.009034726
10,1.9125,10,0.25,0.5,1,-384.5813093820603,0.015,-383.89762360480614,0.018,0.009034726
10,2.075,10,0.25,0.5,1,-380.974271887262,0.005,-380.2983043977362,0.014,0.009034726
10,2.2375,10,0.25,0.5,1,-377.36723424687005,0.005,-376.6989850526776,0.01,0.009034726
10,2.4000000000000004,10,0.25,0.5,1,-373.76019673079213,0.005,-373.09966581526317,0.006,0.009034726
10,2.5625,10,0.25,0.5,1,-370.1531591642357,0.0,-369.5003465441018,0.004,0.009034726
10,2.725,10,0.25,0.5,1,-366.5444133616217,0.0,-365.899750119992,0.002,0.009034726
10,2.8875,10,0.25,0.5,1,-362.92932669607603,0.0,-362.2931439236889,0.002,0.009034726
10,3.0500000000000003,10,0.25,0.5,1,-359.3031747834656,0.0,-358.6754947646608,0.0,0.009034726
10,3.2125000000000004,10,0.25,0.5,1,-355.6674824826876,0.0,-355.0479888959461,0.0,0.009034726
10,3.375,10,0.25,0.5,1,-352.0230179517371,0.0,-351.41181603953726,0.0,0.009034726
10,3.5375,10,0.25,0.5,1,-348.37314652944974,0.0,-347.7701088646941,0.0,0.009034726
10,3.7,10,0.25,0.5,1,-344.7186611645855,0.0,-344.12373400073903,0.0,0.009034726
10,3.8625000000000003,10,0.25,0.5,1,-341.06045307874666,0.0,-340.47379943720193,0.0,0.009034726
10,4.025,10,0.25,0.5,1,-337.39825354827263,0.0,-336.82010910546757,0.0,0.009034726
10,4.1875,10,0.25,0.5,1,-333.72787833232,0.0,-333.1595860400031,0.0,0.009034726
10,4.35,10,0.25,0.5,1,-330.04316097119477,0.0,-329.4859398596878,0.0,0.009034726
10,4.5125,10,0.25,0.5,1,-326.3411299391477,0.0,-325.79321571231145,0.0,0.009034726
10,4.675000000000001,10,0.25,0.5,1,-322.6151394302275,0.0,-322.07574501073526,0.0,0.009034726
10,4.8375,10,0.25,0.5,1,-318.861640383088,0.0,-318.3311935553634,0.0,0.009034726
10,5.0,10,0.25,0.5,1,-315.09771914258533,0.0,-314.57598848327166,0.0,0.009034726
