seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time
30,0.0001,30,0.25,0.5,1,-427.1033416526871,1.0,-426.6384433068681,1.0,0.009158116
30,0.00021544346900318845,30,0.25,0.5,1,-427.1027643989215,1.0,-426.63737261263515,0.998,0.009158116
30,0.00046415888336127773,30,0.25,0.5,1,-427.09796192699025,1.0,-426.632570034708,0.998,0.009158116
30,0.001,30,0.25,0.5,1,-427.08743850254933,1.0,-426.6220563522985,0.998,0.009158116
30,0.002154434690031882,30,0.25,0.5,1,-427.06490477788714,1.0,-426.5995347851829,0.998,0.009158116
30,0.004641588833612777,30,0.25,0.5,1,-427.0163159365166,1.0,-426.5509679796048,0.998,0.009158116
30,0.01,30,0.25,0.5,1,-426.9116465410349,1.0,-426.446342949863,0.998,0.009158116
30,0.021544346900318822,30,0.25,0.5,1,-426.6861456738518,1.0,-426.22094232293557,0.998,0.009158116
30,0.046415888336127774,30,0.25,0.5,1,-426.20031861775277,1.0,-425.7353286626595,0.998,0.009158116
30,0.1,30,0.25,0.5,1,-425.15363867226205,0.995,-424.6891084640153,0.996,0.009158116
30,0.11,30,0.25,0.5,1,-424.95830469272244,0.99,-424.4938602756702,0.994,0.009158116
30,0.17357142857142857,30,0.25,0.5,1,-423.7165383553703,0.96,-423.25263933328023,0.974,0.009158116
30,0.23714285714285716,30,0.25,0.5,1,-422.47477217665187,0.935,-422.0114184490144,0.942,0.009158116
30,0.3007142857142857,30,0.25,0.5,1,-421.2330058584587,0.91,-420.77019753308883,0.9,0.009158116
30,0.36428571428571427,30,0.25,0.5,1,-419.9912395333055,0.875,-419.5289764605943,0.856,0.009158116
30,0.4278571428571428,30,0.25,0.5,1,-418.7494732912653,0.805,-418.28775560052,0.8,0.009158116
30,0.49142857142857144,30,0.25,0.5,1,-417.5077069434985,0.72,-417.04653453701445,0.722,0.009158116
30,0.555,30,0.25,0.5,1,-416.2659406850986,0.65,-415.8053135969125,0.652,0.009158116
30,0.6185714285714285,30,0.25,0.5,1,-415.0241745239692,0.615,-414.5640927294515,0.574,0.009158116
30,0.6821428571428572,30,0.25,0.5,1,-413.78240830374796,0.535,-413.32287181813024,0.51,0.009158116
30,0.7457142857142857,30,0.25,0.5,1,-412.5406420513992,0.47,-412.0816508574154,0.454,0.009158116
30,0.8092857142857143,30,0.25,0.5,1,-411.29887581103657,0.42,-410.8404299480221,0.41,0.009158116
30,0.8728571428571429,30,0.25,0.5,1,-410.05710957062394,0.385,-409.5992089886571,0.354,0.009158116
30,0.9364285714285714,30,0.25,0.5,1,-408.81534329781357,0.33,-408.35798804145514,0.316,0.009158116
30,1.0,30,0.25,0.5,1,-407.5735770198486,0.285,-407.1167670979025,0.274,0.009158116
30,1.1,30,0.25,0.5,1,-405.62023686360294,0.225,-405.16428470054905,0.228,0.009158116
30,1.2625000000000002,30,0.25,0.5,1,-402.446059098119,0.145,-401.99150085752734,0.162,0.009158116
30,1.425,30,0.25,0.5,1,-399.2718813962736,0.085,-398.81871703945444,0.108,0.009158116
30,1.5875000000000001,30,0.25,0.5,1,-396.09770355047266,0.055,-395.64593309752166,0.068,0.009158116
30,1.75,30,0.25,0.5,1,-392.9235258568904,0.045,-392.4731493172853,0.046,0.009158116
30,1.9125,30,0.25,0.5,1,-389.7493480676743,0.03,-389.30036543886445,0.036,0.009158116
30,2.075,30,0.25,0.5,1,-386.5751703255672,0.02,-386.1275815973729,0.02,0.009158116
30,2.2375,30,0.25,0.5,1,-383.4009925994897,0.015,-382.9547977680014,0.01,0.009158116
30,2.4000000000000004,30,0.25,0.5,1,-380.22681480535977,0.005,-379.7820138911095,0.002,0.009158116
30,2.5625,30,0.25,0.5,1,-377.05263709438657,0.005,-376.6092300971608,0.002,0.009158116
30,2.725,30,0.25,0.5,1,-373.8783618697081,0.005,-373.43633748058636,0.002,0.009158116
30,2.8875,30,0.25,0.5,1,-370.69738504489084,0.005,-370.25602698894033,0.002,0.009158116
30,3.0500000000000003,30,0.25,0.5,1,-367.50343715471354,0.005,-367.0619208985177,0.0,0.009158116
30,3.2125000000000004,30,0.25,0.5,1,-364.2913204510696,0.0,-363.8505135967464,0.0,0.009158116
30,3.375,30,0.25,0.5,1,-361.06796166719784,0.0,-360.62827156351227,0.0,0.009158116
30,3.5375,30,0.25,0.5,1,-357.8412004593236,0.0,-357.4029634281759,0.0,0.009158116
30,3.7,30,0.25,0.5,1,-354.61229609945343,0.0,-354.1762150429491,0.0,0.009158116
30,3.8625000000000003,30,0.25,0.5,1,-351.3832892840485,0.0,-350.94939790687266,0.0,0.009158116
30,4.025,30,0.25,0.5,1,-348.1542822353466,0.0,-347.7225805297981,0.0,0.009158116
30,4.1875,30,0.25,0.5,1,-344.92245346912256,0.0,-344.4926225267169,0.0,0.009158116
30,4.35,30,0.25,0.5,1,-341.67475266809083,0.0,-341.2453234765815,0.0,0.009158116
30,4.5125,30,0.25,0.5,1,-338.3956477377119,0.0,-337.9663125325068,0.0,0.009158116
30,4.675000000000001,30,0.25,0.5,1,-335.0811319208444,0.0,-334.65300870734404,0.0,0.009158116
30,4.8375,30,0.25,0.5,1,-331.7305614466578,0.0,-331.3016619777052,0.0,0.009158116
30,5.0,30,0.25,0.5,1,-328.3299680166829,0.0,-327.89849902071944,0.002,0.009158116
