,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_nonrob_prob,mean_nonrob_obj,mean_scenario_probs,mean_scenario_obj,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_nonrob_prob,0.25_nonrob_obj,0.25_scenario_probs,0.25_scenario_obj,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_nonrob_prob,0.75_nonrob_obj,0.75_scenario_probs,0.75_scenario_obj
0,0.01,1.0,-0.790124132947939,0.015741666666666668,-0.8013328457736698,0.01289,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.01,1.0,-0.7975803085527609,0.0,-0.8071735102676931,0.0,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.01,1.0,-0.7827182139389502,0.0025,-0.7989554953495053,0.001,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
1,0.05,1.0,-0.8198272928780596,0.0414,-0.8171388404319402,0.04797666666666667,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.05,1.0,-0.8285010340943897,0.0075,-0.8252859866929332,0.011,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.05,1.0,-0.8146167280896572,0.035,-0.8149493880530174,0.04225,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
2,0.08,1.0,-0.8318276756647933,0.04985,-0.8318910565047282,0.05475333333333333,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.08,1.0,-0.8336367694680649,0.0125,-0.8329869090645733,0.012,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.08,1.0,-0.8291298097681229,0.0525,-0.829256630273658,0.06075,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
3,0.1,1.0,-0.8354147357725272,0.04849166666666666,-0.8362963818734965,0.05437,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.1,1.0,-0.8371309402797742,0.0025,-0.8381137926593853,0.01075,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.1,1.0,-0.8324542961806195,0.045,-0.8337650374631579,0.054,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
4,0.12,1.0,-0.830994821776077,0.068125,-0.831074262446358,0.07097666666666666,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.12,1.0,-0.8339090685877325,0.0125,-0.8337497511594644,0.013,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.12,1.0,-0.8288914612118128,0.06,-0.8279401746307202,0.073,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
5,0.15,1.0,-0.8391840060644759,0.07926666666666667,-0.8400350687467317,0.08303333333333333,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.15,1.0,-0.8427168008268634,0.016875,-0.8436984539984111,0.018,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.15,1.0,-0.8345602621805209,0.07,-0.8351345967534295,0.06775,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
6,0.18,1.0,-0.8443317149329194,0.07827500000000001,-0.8448692435081643,0.08272,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.18,1.0,-0.8481132830278675,0.005,-0.8492450767014759,0.008,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.18,1.0,-0.8392674888459766,0.06,-0.8398117863260423,0.068,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
7,0.2,1.0,-0.8450268155047063,0.08878333333333334,-0.8453819897050249,0.09345333333333333,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.2,1.0,-0.8481079223711656,0.0075,-0.8487647680093109,0.015,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.2,1.0,-0.8421043759313299,0.0775,-0.8420800593755168,0.078,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
8,0.23,1.0,-0.8450838606494301,0.09931666666666668,-0.8451219771251101,0.10594333333333333,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.23,1.0,-0.8486010467586136,0.0075,-0.8491605804044469,0.015,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.23,1.0,-0.8398533812453786,0.078125,-0.8397053853776868,0.0855,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
9,0.25,1.0,-0.8473232175493888,0.10304166666666667,-0.8479260567609768,0.10958333333333334,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.25,1.0,-0.8510318717399126,0.015,-0.8518635099670626,0.018,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.25,1.0,-0.8421810001897725,0.0825,-0.8429645994842649,0.0885,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
10,0.3,1.0,-0.8502682360111461,0.10194166666666667,-0.8512609322937054,0.10932333333333333,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.3,1.0,-0.8528731539659813,0.02,-0.8547852947991272,0.02,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.3,1.0,-0.8455429619136131,0.095,-0.8467482116823937,0.0995,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
11,0.33,1.0,-0.8512362500153141,0.11320833333333333,-0.852241633149894,0.11878666666666668,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.33,1.0,-0.8556092197490306,0.0125,-0.8574681945520504,0.017,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.33,1.0,-0.8452691042235061,0.114375,-0.8468069186538442,0.11525,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
12,0.35,1.0,-0.8528222461360989,0.10709166666666665,-0.855102291080075,0.10975666666666667,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.35,1.0,-0.8571939854236788,0.014374999999999999,-0.8598318503655393,0.01775,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.35,1.0,-0.8465259101508821,0.108125,-0.8483095889784696,0.11325,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
13,0.4,1.0,-0.8539698792185353,0.11220000000000001,-0.8544380979255004,0.11399333333333334,0.6211522834089945,-0.8793730010721009,0.2088343082401129,-0.8109385527712595,0.4,1.0,-0.8602824001092537,0.0225,-0.860631244631109,0.026,0.6115869301313491,-0.8749058626402537,0.1976132634213857,-0.8159439270375695,0.4,1.0,-0.8458483385384175,0.1175,-0.8457396495472166,0.121,0.6330067837351556,-0.8640571324379571,0.2220559709274646,-0.8016615412486183
