seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover,valid_in,test_in,avg_val
80,0.0001,80,0.15,8,4,0.4272188150546344,0.73,0.39030127089066863,0.684,0.002283528,0.0,0.0,0.2616248832690292,0.19130744391750099,-0.8890730838829737
80,0.00021544346900318845,80,0.15,8,4,0.42721881843558407,0.73,0.39030127072201143,0.684,0.002283528,0.0,0.0,0.26162488529672917,0.19130744377750444,-0.889073083926967
80,0.00046415888336127773,80,0.15,8,4,0.42721881651905436,0.73,0.39030127049491314,0.684,0.002283528,0.0,0.0,0.2616248838994871,0.19130744346103362,-0.8890730839092362
80,0.001,80,0.15,8,4,0.4272188099130227,0.73,0.3903012705231028,0.684,0.002283528,0.0,0.0,0.26162487980904797,0.19130744359249824,-0.8890730840131454
80,0.002154434690031882,80,0.15,8,4,0.41160793971586135,0.725,0.33045050992251057,0.686,0.002283528,0.0,0.0,0.23730431516490383,0.13870680464735008,-0.891331181991539
80,0.004641588833612777,80,0.15,8,4,0.3846127303046919,0.75,0.2955677997619775,0.698,0.002283528,0.0,0.0,0.20025966034262013,0.10902274087840191,-0.8952065170797441
80,0.01,80,0.15,8,4,0.41959276455699884,0.75,0.30185134253162366,0.692,0.002283528,0.0,0.0,0.21707528819754363,0.11166844059128843,-0.8962466852727375
80,0.021544346900318822,80,0.15,8,4,0.3761819273483464,0.735,0.24026632540133225,0.676,0.002283528,0.0,0.0,0.19317478384542178,0.05936225856008372,-0.8962463217522408
80,0.046415888336127774,80,0.15,8,4,0.13144771109829093,0.71,0.013101933430780041,0.688,0.002283528,0.0,0.0,-0.03433579990321681,-0.1384862631497394,-0.9065657517051617
80,0.1,80,0.15,8,4,-0.07628260025815829,0.685,-0.23155455124115226,0.598,0.002283528,0.0,0.0,-0.22268093076141035,-0.3442221844156784,-0.9202775697573314
80,0.11,80,0.15,8,4,-0.11039555507078853,0.675,-0.27912416113963423,0.58,0.002283528,0.0,0.0,-0.25642174797267,-0.3828729287459628,-0.91266420968088
80,0.17357142857142857,80,0.15,8,4,-0.29317024029646277,0.62,-0.4456057673265352,0.51,0.002283528,0.0,0.0,-0.40322532097036734,-0.5163182221223256,-0.9029022750734912
80,0.23714285714285716,80,0.15,8,4,-0.4036454155163753,0.505,-0.4872507768790981,0.448,0.002283528,0.0,0.0,-0.48351986240205636,-0.5479585423844865,-0.8917664090948639
80,0.3007142857142857,80,0.15,8,4,-0.43830972582389716,0.405,-0.5095042516395334,0.376,0.002283528,0.0,0.0,-0.5122293692127182,-0.5636712624116755,-0.8877603681421826
80,0.36428571428571427,80,0.15,8,4,-0.4620692373113687,0.35,-0.5228267771325175,0.316,0.002283528,0.0,0.0,-0.5306485561220681,-0.5731460751109122,-0.8853501529726198
80,0.4278571428571428,80,0.15,8,4,-0.47134604567264493,0.27,-0.5296202909256188,0.236,0.002283528,0.0,0.0,-0.5386466099978133,-0.5783223477762508,-0.8836046802237263
80,0.49142857142857144,80,0.15,8,4,-0.4806726920517301,0.205,-0.5349046429609673,0.182,0.002283528,0.0,0.0,-0.5456760174778414,-0.582229791760851,-0.8821950385624514
80,0.555,80,0.15,8,4,-0.488302459034747,0.175,-0.5385671522662373,0.14,0.002283528,0.0,0.0,-0.5509275504513266,-0.5852893456624418,-0.8811333894729906
80,0.6185714285714285,80,0.15,8,4,-0.493925895815981,0.13,-0.541226237254144,0.11,0.002283528,0.0,0.0,-0.5548044809909346,-0.587348240383412,-0.8803755147139763
80,0.6821428571428572,80,0.15,8,4,-0.49830194277803225,0.095,-0.5433045866636714,0.078,0.002283528,0.0,0.0,-0.557732827084544,-0.5888720722364855,-0.87972716381106
80,0.7457142857142857,80,0.15,8,4,-0.5018224300911304,0.06,-0.5449589333375261,0.06,0.002283528,0.0,0.0,-0.5600796811080078,-0.5900936898633343,-0.8791967873565231
80,0.8092857142857143,80,0.15,8,4,-0.5047012333269613,0.045,-0.5464348587111983,0.042,0.002283528,0.0,0.0,-0.5620772177420341,-0.5911399803094957,-0.8786966447827637
80,0.8728571428571429,80,0.15,8,4,-0.5072464821386092,0.035,-0.5478832795432425,0.032,0.002283528,0.0,0.0,-0.5638915303461339,-0.5921375158535589,-0.8782477804804134
80,0.9364285714285714,80,0.15,8,4,-0.5100551380356076,0.03,-0.5493633181581736,0.022,0.002283528,0.0,0.0,-0.5659598940178195,-0.5931843694997114,-0.8778929992949959
80,1.0,80,0.15,8,4,-0.5136823948102339,0.03,-0.5511931375539082,0.016,0.002283528,0.0,0.0,-0.5685945931347779,-0.5944533220591388,-0.8776050599279263
80,1.1,80,0.15,8,4,-0.5189098079770841,0.03,-0.5536902333023783,0.012,0.002283528,0.0,0.002,-0.572374684101362,-0.596155934739514,-0.8772259012937133
80,1.2000000000000002,80,0.15,8,4,-0.5231662485453449,0.01,-0.5557331039280434,0.006,0.002283528,0.0,0.002,-0.5754516743049807,-0.5975176366514071,-0.8769108220732703
80,1.3,80,0.15,8,4,-0.5265713433608132,0.01,-0.5574520768313006,0.004,0.002283528,0.0,0.002,-0.5778936104359766,-0.5986694153998273,-0.8765477803418708
80,1.4000000000000001,80,0.15,8,4,-0.529252831488208,0.005,-0.5588193578988686,0.004,0.002283528,0.015,0.008,-0.5798746569836459,-0.5995954241908473,-0.876148394061061
80,1.5,80,0.15,8,4,-0.531580772374191,0.005,-0.5599425342757732,0.0,0.002283528,0.02,0.014,-0.5815845728966735,-0.6003702191049987,-0.8757867529860114
80,1.6,80,0.15,8,4,-0.5336015014584751,0.005,-0.5608872388981916,0.0,0.002283528,0.025,0.032,-0.5830053343193589,-0.6010660756222846,-0.8754232102517785
80,1.7000000000000002,80,0.15,8,4,-0.5354067672461473,0.005,-0.5617105334823403,0.0,0.002283528,0.03,0.048,-0.5842206966500268,-0.6017055309969299,-0.8751091347639741
80,1.8000000000000003,80,0.15,8,4,-0.5374454782800798,0.005,-0.5626269738022733,0.0,0.002283528,0.04,0.06,-0.5856587889801507,-0.6023168889490811,-0.8746656357657391
80,1.9000000000000001,80,0.15,8,4,-0.5393973966609898,0.005,-0.5634779409915163,0.0,0.002283528,0.05,0.074,-0.587132818441773,-0.6028807205897216,-0.8740572197150539
80,2.0,80,0.15,8,4,-0.5404451526613228,0.0,-0.5640404298033207,0.0,0.002283528,0.06,0.094,-0.5880021016872469,-0.6032620390240359,-0.8734629886215869
80,2.1,80,0.15,8,4,-0.5413699265025069,0.0,-0.5646104356594306,0.0,0.002283528,0.11,0.108,-0.5887694337864864,-0.6036139092081156,-0.8728790085543785
80,2.2,80,0.15,8,4,-0.5422866094868413,0.0,-0.565151992081487,0.0,0.002283528,0.12,0.148,-0.5895009120498125,-0.6039381329600475,-0.8722209793175362
80,2.3000000000000003,80,0.15,8,4,-0.5431284721439654,0.0,-0.56565970762825,0.0,0.002283528,0.13,0.168,-0.590058749196388,-0.6042410340079178,-0.8716029982927003
80,2.4000000000000004,80,0.15,8,4,-0.5438798756245292,0.0,-0.5661315948974581,0.0,0.002283528,0.145,0.194,-0.590532933722863,-0.6045013370516763,-0.8710406120227643
80,2.5,80,0.15,8,4,-0.5445442094912111,0.0,-0.5666452004791471,0.0,0.002283528,0.19,0.216,-0.590928987240237,-0.6047938631502964,-0.8705212967293168
80,2.6,80,0.15,8,4,-0.5451531757867021,0.0,-0.567115356670658,0.0,0.002283528,0.21,0.234,-0.5912919585665943,-0.6050616212816283,-0.8700457335911993
80,2.7,80,0.15,8,4,-0.5457199555849542,0.0,-0.5675475550859763,0.0,0.002283528,0.23,0.244,-0.5916299690192237,-0.60530097704078,-0.8696072250984452
80,2.8000000000000003,80,0.15,8,4,-0.5463992061310168,0.0,-0.5680033428775944,0.0,0.002283528,0.26,0.256,-0.5920332213047007,-0.6055467701771727,-0.8691946692892674
80,2.9000000000000004,80,0.15,8,4,-0.5471415109734856,0.0,-0.5684695831155987,0.0,0.002283528,0.28,0.278,-0.5924424344389022,-0.6058330478242334,-0.8687839975039867
80,3.0,80,0.15,8,4,-0.5478153900181404,0.0,-0.568923447168802,0.0,0.002283528,0.295,0.298,-0.5928221067645247,-0.6061434266066765,-0.868389084381135
80,3.1,80,0.15,8,4,-0.5484512025007259,0.0,-0.5693022434318277,0.0,0.002283528,0.335,0.324,-0.5931810991924373,-0.6064328581722241,-0.8680183968953733
80,3.2,80,0.15,8,4,-0.5490450129082378,0.0,-0.5696356535108511,0.0,0.002283528,0.345,0.336,-0.5935164141548978,-0.6067031237420195,-0.867672569855201
80,3.3000000000000003,80,0.15,8,4,-0.549609916811183,0.0,-0.569951118181564,0.0,0.002283528,0.38,0.366,-0.5938361718513293,-0.6069582956078269,-0.8673479248060194
80,3.4000000000000004,80,0.15,8,4,-0.5501443538020909,0.0,-0.5702477204954578,0.0,0.002283528,0.395,0.374,-0.5941144203379851,-0.6071992157600669,-0.8670427104117616
80,3.5000000000000004,80,0.15,8,4,-0.5506459453263887,0.0,-0.5705248862072154,0.0,0.002283528,0.43,0.386,-0.5943728238569101,-0.6074304218395479,-0.8667550990109403
80,3.6,80,0.15,8,4,-0.5511207073524815,0.0,-0.5707930786150648,0.0,0.002283528,0.445,0.396,-0.5946177286129718,-0.6076544863996168,-0.8664855834928508
80,3.7,80,0.15,8,4,-0.5515682910910485,0.0,-0.5710319949112689,0.0,0.002283528,0.45,0.402,-0.5948485452783141,-0.6078648144462038,-0.8662313988238807
80,3.8000000000000003,80,0.15,8,4,-0.5519903588602881,0.0,-0.5711994476645937,0.0,0.002283528,0.48,0.418,-0.5950944083653757,-0.6080354604018039,-0.8659773949967385
80,3.9000000000000004,80,0.15,8,4,-0.552358223944378,0.0,-0.5713608589918422,0.0,0.002283528,0.495,0.428,-0.5953324862604645,-0.6081990181041805,-0.865734393506543
80,4.0,80,0.15,8,4,-0.5526776449155485,0.0,-0.571510475777946,0.0,0.002283528,0.505,0.444,-0.5955576967852538,-0.6083443629103129,-0.8655001610382498
80,4.1,80,0.15,8,4,-0.5529808520566126,0.0,-0.5716501401650255,0.0,0.002283528,0.53,0.464,-0.5957716028928425,-0.6084747932702435,-0.8652746642225277
80,4.2,80,0.15,8,4,-0.5532686646223182,0.0,-0.5717826681839737,0.0,0.002283528,0.53,0.47,-0.5959745852960058,-0.6085986312720671,-0.8650603476591561
80,4.300000000000001,80,0.15,8,4,-0.5535433120813782,0.0,-0.5719091901086589,0.0,0.002283528,0.535,0.48,-0.5961683076868464,-0.6087167826646346,-0.8648563638899955
80,4.4,80,0.15,8,4,-0.5538116141009641,0.0,-0.5720293108428447,0.0,0.002283528,0.535,0.49,-0.5963571870565139,-0.6088287338826421,-0.8646602038643391
80,4.5,80,0.15,8,4,-0.5540730495078247,0.0,-0.572148564573636,0.0,0.002283528,0.545,0.498,-0.5965410063797275,-0.6089382911998416,-0.8644732176251861
80,4.6,80,0.15,8,4,-0.5543161569601314,0.0,-0.5722563721720292,0.0,0.002283528,0.545,0.5,-0.5966994371412694,-0.6090337981620347,-0.8642906309178372
80,4.7,80,0.15,8,4,-0.5545436392448749,0.0,-0.5723553974005712,0.0,0.002283528,0.55,0.51,-0.5968469513596859,-0.6091217633621481,-0.8641138569009568
80,4.800000000000001,80,0.15,8,4,-0.5547624463884738,0.0,-0.5724487241238004,0.0,0.002283528,0.56,0.522,-0.5969713276947092,-0.6092138656648506,-0.8639350889522149
80,4.9,80,0.15,8,4,-0.5549716107110728,0.0,-0.5725109862628622,0.0,0.002283528,0.565,0.526,-0.5970891285546671,-0.6092874892704772,-0.8637517227409337
80,5.0,80,0.15,8,4,-0.5551839848475574,0.0,-0.5725715858215455,0.0,0.002283528,0.575,0.528,-0.5972098872947634,-0.6093585939812723,-0.8635716142573402
80,5.1,80,0.15,8,4,-0.5553975841897149,0.0,-0.5726315993527956,0.0,0.002283528,0.58,0.538,-0.5973321002309513,-0.6094249222129655,-0.8633956534820799
80,5.200000000000001,80,0.15,8,4,-0.5556027667747495,0.0,-0.5726892239527404,0.0,0.002283528,0.59,0.554,-0.5974495140015817,-0.6094862259996673,-0.863226640628214
80,5.300000000000001,80,0.15,8,4,-0.555800107201036,0.0,-0.5727448168983937,0.0,0.002283528,0.59,0.564,-0.5975623889422516,-0.6095453016708466,-0.8630642034487476
