seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
0,0,0.6572155063027487,-0.16904766563247042,0.26964457693548083,-0.48860666351513676,-0.7008944270413437,-1.0712491155098103,-0.8411112868909927,-0.9086536753485108,-0.3553110762731108,0.16126069803238063
