,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-35.43114204551329,0.023333333432674408,0.03999999910593033,0.11,0.1,0.000153833,-28.689379879890296,0.013333333656191826,0.009999999776482582,0.19666666666666666,0.19666666666666666,0.000144041,-28.689379879890296,0.013333333656191826,0.009999999776482582,0.19666666666666666,0.19666666666666666,0.000157916
2,-46.781566356417926,0.019999999552965164,0.006666666828095913,0.11,0.1,0.000125167,-40.19488317816379,0.0033333334140479565,0.0,0.19666666666666666,0.19666666666666666,0.000139333,-40.19488317816379,0.0033333334140479565,0.0,0.19666666666666666,0.19666666666666666,0.000155291
3,-37.2916480142363,0.036666665226221085,0.036666665226221085,0.11,0.1,0.000135791,-30.676009317242016,0.009999999776482582,0.013333333656191826,0.19666666666666666,0.19666666666666666,0.000158375,-30.676009317242016,0.009999999776482582,0.013333333656191826,0.19666666666666666,0.19666666666666666,0.000178375
4,-47.89684840987202,0.03333333507180214,0.05666666850447655,0.11,0.1,0.000143666,-41.38326394156006,0.023333333432674408,0.006666666828095913,0.19666666666666666,0.19666666666666666,0.000168875,-41.38326394156006,0.023333333432674408,0.006666666828095913,0.19666666666666666,0.19666666666666666,0.000162625
5,-50.27505155381366,0.023333333432674408,0.03999999910593033,0.11,0.1,0.000136958,-43.761467092972076,0.01666666753590107,0.009999999776482582,0.19666666666666666,0.19666666666666666,0.00019625,-43.761467092972076,0.01666666753590107,0.009999999776482582,0.19666666666666666,0.19666666666666666,0.000171583
6,-35.11299176236561,0.046666666865348816,0.02666666731238365,0.1,0.07666666666666666,0.000138333,-28.677924539569965,0.023333333432674408,0.01666666753590107,0.17333333333333334,0.18,0.000148875,-28.677924539569965,0.023333333432674408,0.01666666753590107,0.17333333333333334,0.18,0.000151541
7,-47.73634715202863,0.02666666731238365,0.02666666731238365,0.1,0.07666666666666666,0.000142458,-41.78588236789944,0.013333333656191826,0.0033333334140479565,0.17333333333333334,0.18,0.000155125,-41.78588236789944,0.013333333656191826,0.0033333334140479565,0.17333333333333334,0.18,0.000151
8,-35.7930473991028,0.046666666865348816,0.03999999910593033,0.1,0.07666666666666666,0.000164292,-29.014516207432454,0.019999999552965164,0.02666666731238365,0.17333333333333334,0.18,0.000136,-29.014516207432454,0.019999999552965164,0.02666666731238365,0.17333333333333334,0.18,0.000139833
9,-48.18218420992956,0.05000000074505806,0.046666666865348816,0.1,0.07666666666666666,0.000149209,-42.16353537577735,0.029999999329447746,0.01666666753590107,0.17333333333333334,0.18,0.000164583,-42.16353537577735,0.029999999329447746,0.01666666753590107,0.17333333333333334,0.18,0.000169541
10,-50.093083143643256,0.0533333346247673,0.02666666731238365,0.1,0.07666666666666666,0.000147167,-43.95550822264989,0.029999999329447746,0.01666666753590107,0.17333333333333334,0.18,0.000161792,-43.95550822264989,0.029999999329447746,0.01666666753590107,0.17333333333333334,0.18,0.000155333
11,-31.648668126149026,0.019999999552965164,0.029999999329447746,0.11,0.10666666666666667,0.000149958,-24.101272925942173,0.013333333656191826,0.013333333656191826,0.2,0.17666666666666667,0.000161917,-24.101272925942173,0.013333333656191826,0.013333333656191826,0.2,0.17666666666666667,0.000164958
