,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.1959111210343325,-6.6739249738805135,0.0,[0.035],0.45883244102222176,0.745,0.035,1.0
1,"(100,)",-5.918553926777561,-8.894872064764785,-0.15069371294910744,[0.28],4.002513869752679,0.265,0.28,1.0
2,"(200,)",-5.896479099618391,-8.631321048538187,-0.08782046038091162,[0.275],3.8122025793016663,0.275,0.275,1.0
3,"(300,)",-5.871355493484715,-8.518443329362434,-0.007343979198352613,[0.26],3.533928037720259,0.275,0.26,1.0
4,"(400,)",-5.844282916919301,-8.472504477189934,-0.1527054267909258,[0.24],3.3223824879772716,0.275,0.24,1.0
5,"(500,)",-5.8441303997644045,-8.473566224688549,-0.15482964835859114,[0.24],3.339535846741912,0.275,0.24,1.0
