seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
50,50,0.6394632580076044,0.004052598763166354,0.2847770609774922,-0.6117649661954341,-0.7430335277697654,-1.0781238391762256,-0.8376965848549617,-0.8763204779208141,-0.4988302528601277,0.40105956183146174
