,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_time,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_time,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_time
0,0.1,1.0,-388.00835348522486,0.39908,-387.81113854121367,0.401424,0.008082881,0.1,1.0,-421.69955651089083,0.005,-421.0675546344763,0.0,0.007929723,0.1,1.0,-357.79136575265466,0.95875,-357.73839220542357,0.9475,0.008327303
1,0.2,1.0,-401.9069799201082,0.43245999999999996,-401.6043284522881,0.432832,0.0111700706,0.2,1.0,-422.69546624391677,0.01,-422.4242466842881,0.006,0.007862801,0.2,1.0,-383.23777416014457,0.97,-383.2546828633195,0.966,0.008070752
2,0.25,1.0,-404.60206109049375,0.44672,-404.3609843169433,0.445904,0.0081329594,0.25,1.0,-423.8015093146673,0.01125,-423.33410998242755,0.008,0.007707163,0.25,1.0,-387.76036545645763,0.98,-387.9650883220232,0.9715,0.008484514
3,0.3,1.0,-406.077678780429,0.45616,-405.77806304086533,0.455912,0.017305847,0.3,1.0,-424.71948935390617,0.015,-424.268437346496,0.008,0.008517343,0.3,1.0,-389.9196740908558,0.985,-389.79962067795077,0.98,0.009390583
4,0.33,1.0,-409.4133235398974,0.47837999999999997,-409.02966274331635,0.4786,0.009132236799999999,0.33,1.0,-425.78680630295213,0.026250000000000002,-425.3284914983724,0.0225,0.008794413,0.33,1.0,-395.63903818772314,0.99,-395.4625488977,0.9864999999999999,0.009526883
5,0.35,1.0,-411.8227322597541,0.49574,-411.4195630150266,0.496328,0.0129314224,0.35,1.0,-426.9304555229339,0.04125,-426.35665270385186,0.0385,0.008193369,0.35,1.0,-398.5489823454041,0.99,-398.2498047860981,0.988,0.009269709
6,0.4,1.0,-414.73983559134257,0.5213,-414.34489332772966,0.523504,0.0080247932,0.4,1.0,-428.3089076055344,0.06125,-427.4878759328671,0.0605,0.007898851,0.4,1.0,-402.46285109862254,0.995,-402.15882617977206,0.994,0.008088781
7,0.5,1.0,-418.05230930985095,0.56014,-417.5287660790637,0.560944,0.0085565038,0.5,1.0,-431.5287270782401,0.09,-430.56591418649475,0.0945,0.007915308,0.5,1.0,-405.2388692922114,1.0,-404.83298873629775,1.0,0.009399858
