,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_time,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_time,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_time
0,0.1,1.0,-374.7088153953106,0.38856,-374.4937457656929,0.39288,0.0089684074,0.1,1.0,-418.50737083198123,0.0,-418.08784348228636,0.0,0.008316304,0.1,1.0,-335.4995898943384,0.94375,-335.10101893472984,0.9375,0.009160103
1,0.2,1.0,-396.20623679974983,0.41262,-396.05465727432806,0.4134,0.0125688692,0.2,1.0,-421.50912083151724,0.005,-421.04895585465226,0.004,0.007838184,0.2,1.0,-373.63691462130015,0.96875,-373.7136339776831,0.9495,0.009779376
2,0.25,1.0,-397.6980347890854,0.42006,-397.4826082182646,0.420896,0.0135944474,0.25,1.0,-422.29794106489436,0.01,-421.99759467948763,0.004,0.008292933,0.25,1.0,-375.2793924857769,0.96375,-375.211273172489,0.958,0.016970847
3,0.3,1.0,-402.51744801858206,0.43066000000000004,-402.25753016071104,0.432152,0.0118593936,0.3,1.0,-423.1236846759971,0.01,-422.86185599875006,0.006,0.009434645,0.3,1.0,-383.80484412696745,0.965,-384.03872807238974,0.9675,0.011072805
4,0.33,1.0,-403.5205768361222,0.43795999999999996,-403.22580202206007,0.43683999999999995,0.0087706838,0.33,1.0,-423.3874120912981,0.01,-423.0017398423502,0.008,0.008236291,0.33,1.0,-385.8412718120347,0.975,-385.6813495063201,0.9715,0.00927358
5,0.35,1.0,-402.64231986441365,0.43554000000000004,-402.3131691114537,0.435336,0.0092212224,0.35,1.0,-423.42683847965526,0.01,-422.88993784054713,0.006,0.008069799,0.35,1.0,-384.2288474901347,0.975,-383.88215091229677,0.9664999999999999,0.008257718
6,0.4,1.0,-405.1048198060331,0.4506,-404.78136691860243,0.449352,0.0081774346,0.4,1.0,-424.08595081204334,0.015,-423.5050595192808,0.008,0.007938511,0.4,1.0,-388.2911750074896,0.98375,-388.14388768803707,0.9735,0.00829589
7,0.5,1.0,-410.6463542828366,0.48732,-410.26723499527225,0.48763999999999996,0.0087785338,0.5,1.0,-426.1310929947849,0.036250000000000004,-425.4942272047603,0.0345,0.00867423,0.5,1.0,-397.14781105728997,0.99,-397.0227122967726,0.9855,0.00892968
