,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-31.33455630151634,-4.414331421436715,[0.06],0.5518801445617685,0.06,34.80627305989886,[1.55188014],1,0.0,tensor(-0.6208),"[np.float64(0.5910019778975223), np.float64(9.184927849832347), np.float64(0.0), np.float64(2.461175170848512)]",1.0
1,1,-58.77391359116811,-5.925466566653638,[0.135],1.4322877381216423,0.135,29.026560483397446,[1.55188014],1,6.207520578247077e-05,tensor(1.6413),"[np.float64(0.5577474363364873), np.float64(9.188343581265556), np.float64(0.04175042293418405), np.float64(2.4577715409497656)]",1.0
2,2,-43.03464794918201,-6.325149551478419,[0.415],7.8802552496353195,0.415,22.244320926506365,[1.55188014],1,-5.239386313914021e-05,tensor(-21.5367),"[np.float64(0.5208636799132014), np.float64(9.192587352615918), np.float64(0.09150601385924871), np.float64(2.453571303382745)]",1.0
3,3,-61.19646343891699,-6.2497470302644,[0.235],2.991490731736376,0.235,27.148341406500478,[1.55188014],1,0.0020097017967319075,tensor(0.9844),"[np.float64(0.5451461478124361), np.float64(9.190222979817309), np.float64(0.058433626007010915), np.float64(2.4560179405372917)]",1.0
4,4,-53.938654818214914,-5.598151997131647,[0.11],1.2498827035009752,0.11,30.92798218896296,[1.55188014],1,0.0035609386223089522,tensor(1.7744),"[np.float64(0.5663152024722843), np.float64(9.188449851469867), np.float64(0.03522958376549896), np.float64(2.4577769722418514)]",1.0
5,5,-54.87252402320689,-5.661662916370569,[0.11],1.1772292460430571,0.11,30.648291495362386,[1.55188014],1,0.004624483102393281,tensor(1.7284),"[np.float64(0.5663128344884707), np.float64(9.189022777375222), np.float64(0.03764733622544232), np.float64(2.4571727776568006)]",1.0
6,6,-63.32400144032138,-6.426556826190031,[0.225],2.833246208332765,0.225,26.607400920460076,[1.55188014],1,0.005302475091722438,tensor(1.0963),"[np.float64(0.5446867953494873), np.float64(9.191852651437532), np.float64(0.06423356979500178), np.float64(2.454335696885496)]",1.0
7,7,-53.47620847507744,-6.53932971797231,[0.375],6.422202881530691,0.375,22.941073277505495,[1.55188014],1,0.005735240524363401,tensor(-1.9935),"[np.float64(0.5265150056359342), np.float64(9.194450032642079), np.float64(0.09054519559482385), np.float64(2.4516789416119122)]",1.0
8,8,-63.725673538614004,-6.405638512574375,[0.195],2.237791587640716,0.195,27.14488759882244,[1.55188014],1,0.006280804946128482,tensor(1.3264),"[np.float64(0.5483601437152399), np.float64(9.192684451822263), np.float64(0.06677484712531116), np.float64(2.4534485755666005)]",1.0
9,9,-58.876278378739215,-6.019877083581211,[0.125],1.3031150581016624,0.125,29.31652730601892,[1.55188014],1,0.00658461797291346,tensor(1.6654),"[np.float64(0.5601513228689458), np.float64(9.19212675308131), np.float64(0.06065287574699889), np.float64(2.453996812147974)]",1.0
10,10,-62.42886632353902,-6.263543999065332,[0.175],1.9145580968780698,0.175,28.19748443976668,[1.55188014],1,0.006661127007519409,tensor(1.4443),"[np.float64(0.5530014934045505), np.float64(9.193587627446329), np.float64(0.07163770287223317), np.float64(2.4525720471960972)]",1.0
11,11,-64.40576800573261,-6.662279603251595,[0.285],3.6876862570512614,0.285,25.548761822265018,[1.55188014],1,0.006577899308477508,tensor(0.2620),"[np.float64(0.5386972975820132), np.float64(9.19588245280041), np.float64(0.09061210576939255), np.float64(2.4502796921550245)]",1.0
12,12,-63.75788866295781,-6.762359496440488,[0.335],4.374736145129568,0.335,24.47905772106741,[1.55188014],1,0.0064851193172359226,tensor(-0.6914),"[np.float64(0.5346201952936961), np.float64(9.197091485816523), np.float64(0.10188095414361341), np.float64(2.4489721718073643)]",1.0
13,13,-65.57379703937222,-6.572026586014615,[0.23],2.2254415534265704,0.23,26.88070033170565,[1.55188014],1,0.00648003918095572,tensor(0.8814),"[np.float64(0.5485162526546137), np.float64(9.196368547375318), np.float64(0.09768182960856893), np.float64(2.449597751261596)]",1.0
14,14,-63.16344724188268,-6.423190597597236,[0.17],1.6374792847174557,0.17,27.95538826656796,[1.55188014],1,0.006387837565645163,tensor(1.3821),"[np.float64(0.5552441381290805), np.float64(9.196464654828103), np.float64(0.10139750730572665), np.float64(2.449447540661908)]",1.0
15,15,-66.56200863718384,-6.7175380923872,[0.27],2.8272241858033342,0.27,26.153224063136594,[1.55188014],1,0.006175870698127951,tensor(0.4379),"[np.float64(0.544379337229664), np.float64(9.198341423824974), np.float64(0.11411232729657377), np.float64(2.44759973824934)]",1.0
16,16,-64.1314458504386,-6.826122893966313,[0.35],4.5048167262656635,0.35,24.50423257767189,[1.55188014],1,0.005962506160810531,tensor(-1.0094),"[np.float64(0.5340913570067956), np.float64(9.200114379348463), np.float64(0.12666917002981498), np.float64(2.445818236072691)]",1.0
17,17,-66.14521729641088,-6.696419663053523,[0.25],2.7276583277896354,0.25,26.536567885113328,[1.55188014],1,0.005892759478803718,tensor(0.7846),"[np.float64(0.5442286648810278), np.float64(9.199648493541918), np.float64(0.12495621540106552), np.float64(2.4462054095003762)]",1.0
