,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.319267360816321,-6.493547706821413,0.0,[0.075],0.5704464878639373,0.72,0.075,1.0
1,"(100,)",-5.625133232241642,-9.761984501598452,-0.16149961892548403,[0.25],4.134037020754178,0.355,0.25,1.0
2,"(200,)",-5.47575949230373,-9.348784435302159,-0.05867549154374929,[0.23],3.4496795320819076,0.3,0.23,1.0
3,"(300,)",-5.658096251077418,-9.617447881942102,-0.06019310036480108,[0.27],4.691671800285514,0.285,0.27,1.0
4,"(400,)",-5.616383746186696,-9.73982092326105,-0.07333147995007172,[0.26],4.337721810313051,0.295,0.26,1.0
5,"(500,)",-5.631952711224545,-9.706638340878541,-0.08152637808163199,[0.27],4.510532160899398,0.3,0.27,1.0
