,mean_Rho,mean_Test_val,mean_Avg_prob_test,mean_Validate_val,mean_Avg_prob_validate,0.25_Rho,0.25_Test_val,0.25_Avg_prob_test,0.25_Validate_val,0.25_Avg_prob_validate,0.75_Rho,0.75_Test_val,0.75_Avg_prob_test,0.75_Validate_val,0.75_Avg_prob_validate
0,0.5,-0.8377567275599352,0.3036,-0.8339066279856155,0.32,0.5,-0.8573982075873168,0.275,-0.8549974814922424,0.28,0.5,-0.8152801703766921,0.315,-0.8044331806339057,0.3575
1,0.5423728813559322,-0.8337994278558956,0.2868,-0.8306204619486259,0.308,0.5423728813559322,-0.8499031609680958,0.258,-0.8498012550897184,0.2625,0.5423728813559322,-0.8126213454224539,0.302,-0.8028262229422982,0.3475
2,0.5847457627118644,-0.8306916077339164,0.27040000000000003,-0.8280442112829173,0.28700000000000003,0.5847457627118644,-0.8466895392381049,0.242,-0.8467248718526784,0.25,0.5847457627118644,-0.8103847276690104,0.294,-0.8015482275191004,0.3325
3,0.6271186440677966,-0.8278977992972617,0.2572,-0.8256251746415225,0.273,0.6271186440677966,-0.8423192391704201,0.231,-0.8448586272542079,0.225,0.6271186440677966,-0.8084152105128953,0.27699999999999997,-0.80050197942586,0.3075
4,0.6694915254237288,-0.8250302074669962,0.2428,-0.8230574462228135,0.264,0.6694915254237288,-0.8383773568011615,0.221,-0.8424179504909407,0.22,0.6694915254237288,-0.8061888333115036,0.261,-0.7996265615999575,0.2975
5,0.711864406779661,-0.8225162485517965,0.22999999999999998,-0.820888609862749,0.253,0.711864406779661,-0.8340297184366492,0.208,-0.8403838493672126,0.22,0.711864406779661,-0.8039800163930018,0.252,-0.798881320853187,0.275
6,0.7542372881355932,-0.8203431941384635,0.22240000000000001,-0.8189729417372076,0.24300000000000002,0.7542372881355932,-0.8307254898409977,0.2,-0.8385711076931168,0.2125,0.7542372881355932,-0.80212423911173,0.24,-0.7982279334931321,0.265
7,0.7966101694915254,-0.8184226562205348,0.21080000000000002,-0.8172580662554934,0.227,0.7966101694915254,-0.8279273814344628,0.188,-0.8368021753514221,0.195,0.7966101694915254,-0.8005367455427574,0.229,-0.7975488063332516,0.2475
8,0.8389830508474576,-0.8166964446143435,0.198,-0.8157497019387723,0.211,0.8389830508474576,-0.825549909356603,0.173,-0.8352835922102602,0.17250000000000001,0.8389830508474576,-0.7991612485896028,0.216,-0.7967469578308135,0.23
9,0.8813559322033898,-0.8150504320643975,0.1908,-0.814372006865862,0.194,0.8813559322033898,-0.8234986191770782,0.17,-0.8339622073887981,0.1575,0.8813559322033898,-0.7979541496645732,0.20199999999999999,-0.7955967806646886,0.225
10,0.923728813559322,-0.8136018535473319,0.18080000000000002,-0.8131574817210471,0.189,0.923728813559322,-0.82170700834155,0.165,-0.8327995445361316,0.15000000000000002,0.923728813559322,-0.7969630519896626,0.194,-0.7943176703736767,0.2175
11,0.9661016949152542,-0.812256581386691,0.16999999999999998,-0.8120103706373021,0.179,0.9661016949152542,-0.8201244835962311,0.157,-0.8317672137753938,0.13,0.9661016949152542,-0.7960935992433849,0.187,-0.7930084436918949,0.215
12,1.0084745762711864,-0.8110221929165302,0.1584,-0.8109544316730583,0.16899999999999998,1.0084745762711864,-0.8187157639048953,0.144,-0.8308432000707993,0.1275,1.0084745762711864,-0.7951693153629549,0.17099999999999999,-0.7917898717414734,0.2
13,1.0508474576271185,-0.8099113221359543,0.1492,-0.8100044535342763,0.161,1.0508474576271185,-0.8174518434590555,0.137,-0.8300106158933526,0.125,1.0508474576271185,-0.7943393276616076,0.158,-0.7907019303683198,0.19
14,1.0932203389830508,-0.8088954028731798,0.13999999999999999,-0.8091398474158282,0.157,1.0932203389830508,-0.8163095123569469,0.13,-0.8292561125600997,0.125,1.0932203389830508,-0.7935897412046264,0.147,-0.7897235740459722,0.18
15,1.1355932203389831,-0.8079042010732594,0.1312,-0.8083205836394441,0.14,1.1355932203389831,-0.8152724154244582,0.125,-0.8285683389083341,0.0975,1.1355932203389831,-0.7929072658713074,0.131,-0.7888384885837035,0.16
16,1.1779661016949152,-0.8069757920522729,0.1248,-0.8075642352886543,0.132,1.1779661016949152,-0.814325365018942,0.114,-0.827938229252105,0.085,1.1779661016949152,-0.7922827001121495,0.127,-0.7880330906139928,0.16
17,1.220338983050847,-0.8061232933895239,0.118,-0.8068698348877976,0.127,1.220338983050847,-0.8134564335736796,0.109,-0.8273593277742644,0.085,1.220338983050847,-0.7917111484468448,0.119,-0.7872966728079832,0.14
18,1.2627118644067796,-0.8053372756230395,0.11080000000000001,-0.8062295183981465,0.121,1.2627118644067796,-0.8126562375394949,0.098,-0.8268248899890196,0.07750000000000001,1.2627118644067796,-0.7911839548562748,0.111,-0.7866203037809146,0.14
19,1.305084745762712,-0.8046100183453608,0.1036,-0.8056369341160472,0.11100000000000002,1.305084745762712,-0.8119168844749031,0.096,-0.8263299112554869,0.07750000000000001,1.305084745762712,-0.7906963680661699,0.104,-0.7859965300510692,0.12
20,1.347457627118644,-0.8039348057767715,0.098,-0.8050866449884773,0.10400000000000001,1.347457627118644,-0.8112308397450516,0.092,-0.8258700032978469,0.07250000000000001,1.347457627118644,-0.7902088967082044,0.102,-0.7854189525784703,0.1175
21,1.389830508474576,-0.8032428573801631,0.094,-0.8045231581433201,0.098,1.389830508474576,-0.8101175455572704,0.089,-0.8253135020349524,0.07250000000000001,1.389830508474576,-0.789605909560362,0.095,-0.7848831294472197,0.11
