,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_nonrob_prob,mean_nonrob_obj,mean_scenario_probs,mean_scenario_obj,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_nonrob_prob,0.25_nonrob_obj,0.25_scenario_probs,0.25_scenario_obj,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_nonrob_prob,0.75_nonrob_obj,0.75_scenario_probs,0.75_scenario_obj
0,0.01,1.0,-0.7804446916397618,0.03742613636363636,-0.7704526610470986,0.03657272727272727,0.6238961810430234,-0.8678681370863323,0.27406841120844,-0.8162808294146907,0.01,1.0,-0.802777934457906,0.0,-0.7895180849960056,0.0,0.6207217553187185,-0.8686613133979515,0.2599259891852905,-0.8194145379994013,0.01,1.0,-0.7712607469718461,0.015,-0.7637430844077249,0.01,0.6394136680724332,-0.8655235521058408,0.2866157612269527,-0.8135438822890886
1,0.05,1.0,-0.810639656683334,0.12610909090909092,-0.8137192003674774,0.12039636363636365,0.6270650895928918,-0.8681154502739717,0.2799307273195015,-0.8141831870252976,0.05,1.0,-0.8167218155561831,0.0075,-0.8202860445941066,0.005,0.6342935136424497,-0.8691047030245296,0.2697828637606111,-0.8191646323494044,0.05,1.0,-0.8075319188357657,0.084375,-0.8075254175235036,0.073,0.6397407237923655,-0.8658795214868771,0.3033799917637475,-0.8116038809617715
2,0.08,1.0,-0.83153459540384,0.14989999999999998,-0.8355191354128929,0.14956545454545453,0.6270650895928918,-0.8681154502739717,0.2799307273195015,-0.8141831870252976,0.08,1.0,-0.8344409094307673,0.005625,-0.8387487095529811,0.007,0.6342935136424497,-0.8691047030245296,0.2697828637606111,-0.8191646323494044,0.08,1.0,-0.8280600727501723,0.1325,-0.8306418513115483,0.107,0.6397407237923655,-0.8658795214868771,0.3033799917637475,-0.8116038809617715
3,0.1,1.0,-0.8395802893648981,0.17234090909090907,-0.8420967028605723,0.17103454545454547,0.6270650895928918,-0.8681154502739717,0.2799307273195015,-0.8141831870252976,0.1,1.0,-0.8453290440424279,0.008125,-0.8474715756592375,0.01,0.6342935136424497,-0.8691047030245296,0.2697828637606111,-0.8191646323494044,0.1,1.0,-0.8384957972507804,0.133125,-0.838748787112775,0.11825,0.6397407237923655,-0.8658795214868771,0.3033799917637475,-0.8116038809617715
4,0.12,1.0,-0.8468780969052238,0.16932727272727272,-0.8488101316155304,0.17359636363636363,0.6270650895928918,-0.8681154502739717,0.2799307273195015,-0.8141831870252976,0.12,1.0,-0.8527391805206432,0.015,-0.8546627533565281,0.013,0.6342935136424497,-0.8691047030245296,0.2697828637606111,-0.8191646323494044,0.12,1.0,-0.8419889008683601,0.1275,-0.8443729248877105,0.13025,0.6397407237923655,-0.8658795214868771,0.3033799917637475,-0.8116038809617715
5,0.15,1.0,-0.8577575292732811,0.19247727272727272,-0.859935851044131,0.1968309090909091,0.6270650895928918,-0.8681154502739717,0.2799307273195015,-0.8141831870252976,0.15,1.0,-0.8634058700545277,0.015,-0.8649839188150774,0.013,0.6342935136424497,-0.8691047030245296,0.2697828637606111,-0.8191646323494044,0.15,1.0,-0.8517579489217308,0.179375,-0.8549070631025624,0.18175,0.6397407237923655,-0.8658795214868771,0.3033799917637475,-0.8116038809617715
6,0.18,1.0,-0.8628693408790008,0.18599545454545455,-0.8651863372014788,0.19103636363636362,0.6270650895928918,-0.8681154502739717,0.2799307273195015,-0.8141831870252976,0.18,1.0,-0.8702777755145559,0.0075,-0.8721970943801843,0.00725,0.6342935136424497,-0.8691047030245296,0.2697828637606111,-0.8191646323494044,0.18,1.0,-0.8551714031381988,0.15437499999999998,-0.8566354030169296,0.1635,0.6397407237923655,-0.8658795214868771,0.3033799917637475,-0.8116038809617715
7,0.2,1.0,-0.8675677332253273,0.1890909090909091,-0.8696492190089009,0.19483454545454545,0.6270650895928918,-0.8681154502739717,0.2799307273195015,-0.8141831870252976,0.2,1.0,-0.8726734930685647,0.01,-0.8743875051809469,0.013,0.6342935136424497,-0.8691047030245296,0.2697828637606111,-0.8191646323494044,0.2,1.0,-0.861122774837239,0.186875,-0.8632800019615565,0.19374999999999998,0.6397407237923655,-0.8658795214868771,0.3033799917637475,-0.8116038809617715
8,0.23,1.0,-0.869661607006719,0.18207727272727273,-0.8716174351667477,0.19006363636363635,0.6270650895928918,-0.8681154502739717,0.2799307273195015,-0.8141831870252976,0.23,1.0,-0.8756887239553957,0.01,-0.8781381192165185,0.014,0.6342935136424497,-0.8691047030245296,0.2697828637606111,-0.8191646323494044,0.23,1.0,-0.8628609728527061,0.17625,-0.8647384589508931,0.19025,0.6397407237923655,-0.8658795214868771,0.3033799917637475,-0.8116038809617715
9,0.25,1.0,-0.8727026380604556,0.18007272727272727,-0.8740019407214324,0.18470363636363638,0.6270650895928918,-0.8681154502739717,0.2799307273195015,-0.8141831870252976,0.25,1.0,-0.8785543262373847,0.005,-0.8783604495795461,0.01125,0.6342935136424497,-0.8691047030245296,0.2697828637606111,-0.8191646323494044,0.25,1.0,-0.8664873631674699,0.15187499999999998,-0.8682817114492074,0.167,0.6397407237923655,-0.8658795214868771,0.3033799917637475,-0.8116038809617715
10,0.3,1.0,-0.8724504934012689,0.18966363636363637,-0.8746696704632753,0.19443272727272728,0.6270650895928918,-0.8681154502739717,0.2799307273195015,-0.8141831870252976,0.3,1.0,-0.878091173367977,0.015,-0.8801772111000912,0.019,0.6342935136424497,-0.8691047030245296,0.2697828637606111,-0.8191646323494044,0.3,1.0,-0.8665111490994344,0.188125,-0.8678384857500423,0.20425,0.6397407237923655,-0.8658795214868771,0.3033799917637475,-0.8116038809617715
11,0.33,1.0,-0.8763422108140906,0.19136818181818183,-0.8775026137511872,0.19610181818181818,0.6270650895928918,-0.8681154502739717,0.2799307273195015,-0.8141831870252976,0.33,1.0,-0.8827485868345011,0.0175,-0.8835711171584866,0.02,0.6342935136424497,-0.8691047030245296,0.2697828637606111,-0.8191646323494044,0.33,1.0,-0.8691977811986804,0.195,-0.8705537710576194,0.19175,0.6397407237923655,-0.8658795214868771,0.3033799917637475,-0.8116038809617715
12,0.35,1.0,-0.8764361791437139,0.17607727272727272,-0.8781179847464116,0.18100545454545455,0.6270650895928918,-0.8681154502739717,0.2799307273195015,-0.8141831870252976,0.35,1.0,-0.8821386848574053,0.0175,-0.8834025426339682,0.015,0.6342935136424497,-0.8691047030245296,0.2697828637606111,-0.8191646323494044,0.35,1.0,-0.8693911598226433,0.18062499999999998,-0.8719560485954224,0.1805,0.6397407237923655,-0.8658795214868771,0.3033799917637475,-0.8116038809617715
