,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-45035.2610960891,0.046666666865348816,0.03999999910593033,0.8666666666666667,0.8533333333333334,0.002682833,-44925.25394153872,0.019999999552965164,0.0,0.9466666666666667,0.94,0.002796917,-45023.0380762987,0.046666666865348816,0.03333333507180214,0.8666666666666667,0.86,0.00270175
2,-44897.97896734459,0.046666666865348816,0.03999999910593033,0.8666666666666667,0.8533333333333334,0.002786,-44787.92158997142,0.019999999552965164,0.0,0.9466666666666667,0.94,0.002673625,-44885.75036477058,0.046666666865348816,0.03333333507180214,0.8666666666666667,0.86,0.00270175
3,-44816.599676359954,0.046666666865348816,0.03999999910593033,0.8666666666666667,0.8533333333333334,0.002710334,-44706.66990473051,0.019999999552965164,0.0,0.9466666666666667,0.94,0.002810583,-44804.38525279393,0.046666666865348816,0.03333333507180214,0.8666666666666667,0.86,0.002736834
4,-44882.12754396632,0.046666666865348816,0.03999999910593033,0.8666666666666667,0.8533333333333334,0.002760084,-44771.927298077615,0.019999999552965164,0.0,0.9466666666666667,0.94,0.002675084,-44869.88307162263,0.046666666865348816,0.03333333507180214,0.8666666666666667,0.86,0.002684834
5,-44876.478931235004,0.046666666865348816,0.03999999910593033,0.8666666666666667,0.8533333333333334,0.002686792,-44766.59468250221,0.019999999552965164,0.0,0.9466666666666667,0.94,0.002583791,-44864.26956852407,0.046666666865348816,0.03333333507180214,0.8666666666666667,0.86,0.002744084
6,-45017.92545770459,0.06666667014360428,0.046666666865348816,0.7933333333333333,0.88,0.002451042,-44728.53881389172,0.0,0.0,0.9866666666666667,0.9733333333333334,0.002278042,-44916.64012552131,0.013333333656191826,0.02666666731238365,0.9266666666666666,0.9266666666666666,0.002568292
7,-44880.53175460501,0.06666667014360428,0.046666666865348816,0.7933333333333333,0.88,0.002393958,-44591.06284972888,0.0,0.0,0.9866666666666667,0.9733333333333334,0.002435541,-44779.2176327743,0.013333333656191826,0.02666666731238365,0.9266666666666666,0.9266666666666666,0.002575583
8,-44799.21563963215,0.06666667014360428,0.046666666865348816,0.7933333333333333,0.88,0.002315709,-44510.05705864449,0.0,0.0,0.9866666666666667,0.9733333333333334,0.002584541,-44698.01013382233,0.013333333656191826,0.02666666731238365,0.9266666666666666,0.9266666666666666,0.002599208
9,-44864.64342844674,0.06666667014360428,0.046666666865348816,0.7933333333333333,0.88,0.002426,-44574.81620166001,0.0,0.0,0.9866666666666667,0.9733333333333334,0.00243975,-44763.20389019881,0.013333333656191826,0.02666666731238365,0.9266666666666666,0.9266666666666666,0.002592209
10,-44859.12040428789,0.06666667014360428,0.046666666865348816,0.7933333333333333,0.88,0.002216792,-44570.08506720951,0.0,0.0,0.9866666666666667,0.9733333333333334,0.002435709,-44757.958028963905,0.013333333656191826,0.02666666731238365,0.9266666666666666,0.9266666666666666,0.002614459
11,-45092.14268702275,0.1066666692495346,0.046666666865348816,0.7866666666666666,0.7866666666666666,0.002661083,-44985.27598641693,0.046666666865348816,0.0,0.86,0.9333333333333333,0.002237291,-45046.34268081496,0.07333333045244217,0.02666666731238365,0.8133333333333334,0.8733333333333333,0.002233542
12,-44954.73104073041,0.1066666692495346,0.046666666865348816,0.7866666666666666,0.7866666666666666,0.002579208,-44847.834123563225,0.03999999910593033,0.0,0.86,0.9333333333333333,0.002629958,-44908.91807802809,0.06666667014360428,0.02666666731238365,0.8133333333333334,0.8733333333333333,0.002608334
13,-44873.355174346754,0.1066666692495346,0.046666666865348816,0.7866666666666666,0.7866666666666666,0.002233042,-44766.576981620914,0.03999999910593033,0.0,0.86,0.9333333333333333,0.002422042,-44827.59309042141,0.07333333045244217,0.02666666731238365,0.8133333333333334,0.8733333333333333,0.0024285
14,-44938.9165176448,0.1066666692495346,0.046666666865348816,0.7866666666666666,0.7866666666666666,0.002618125,-44831.882298818986,0.03999999910593033,0.0,0.86,0.9333333333333333,0.002614542,-44893.044712379764,0.06666667014360428,0.02666666731238365,0.8133333333333334,0.8733333333333333,0.002602417
15,-44933.235601218366,0.1066666692495346,0.046666666865348816,0.7866666666666666,0.7866666666666666,0.002468125,-44826.49454083087,0.046666666865348816,0.0,0.86,0.9333333333333333,0.002232084,-44887.489438778575,0.07333333045244217,0.02666666731238365,0.8133333333333334,0.8733333333333333,0.002267
16,-44987.07841414827,0.013333333656191826,0.046666666865348816,0.9,0.8533333333333334,0.002230459,-44822.823813442286,0.0,0.0,0.9866666666666667,0.9466666666666667,0.002453125,-44918.63899394516,0.006666666828095913,0.02666666731238365,0.9466666666666667,0.8666666666666667,0.00241325
17,-44849.79244928088,0.013333333656191826,0.046666666865348816,0.9,0.8533333333333334,0.002412708,-44685.48173632711,0.0,0.0,0.9866666666666667,0.9466666666666667,0.002410083,-44781.329656458074,0.006666666828095913,0.02666666731238365,0.9466666666666667,0.8666666666666667,0.002390417
18,-44768.452054621994,0.013333333656191826,0.046666666865348816,0.9,0.8533333333333334,0.002282083,-44604.32153980014,0.0,0.0,0.9866666666666667,0.9466666666666667,0.002425292,-44700.064339266435,0.006666666828095913,0.02666666731238365,0.9466666666666667,0.8666666666666667,0.002430416
19,-44833.89176387198,0.013333333656191826,0.046666666865348816,0.9,0.8533333333333334,0.002252709,-44669.37446246651,0.0,0.0,0.9866666666666667,0.9466666666666667,0.002433125,-44765.34289006478,0.006666666828095913,0.02666666731238365,0.9466666666666667,0.8666666666666667,0.002379375
