,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.319267360816321,-6.493547706821413,0.0,[0.075],0.8556697317959058,0.72,0.075,1.0
1,"(100,)",-4.249726300815034,-6.395789615980785,0.0,[0.06],0.515087779651126,0.74,0.06,1.0
2,"(200,)",-4.2827984985750795,-6.4307480911761745,0.0,[0.055],0.4629828923535844,0.75,0.055,1.0
3,"(300,)",-4.271453400409353,-6.412046497258355,0.0,[0.055],0.46857963300020855,0.745,0.055,1.0
4,"(400,)",-4.2698742577480155,-6.409933576592599,0.0,[0.055],0.46452057023012416,0.745,0.055,1.0
5,"(500,)",-4.270370169209517,-6.410482617697184,0.0,[0.055],0.46497105157489116,0.745,0.055,1.0
