seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
7,7,0.9158267958486404,3.804716468927798,0.035369547673300805,-0.3665958993006554,-0.36659589909392676,-4.840216332608105,-0.41952244548767526,-1.3670047852009382,-0.3170205809488857,5.2584229724358185
