,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.319267360816321,-6.493547706821413,0.0,[0.075],0.4278348658979529,0.72,0.075,1.0
1,"(100,)",-4.687074788017054,-6.894821452935792,-0.00401727096165394,[0.1],0.7146790323029496,0.685,0.1,1.0
2,"(200,)",-4.507604259998526,-6.466323934537431,-0.1530841440650974,[0.09],0.6769948516687486,0.695,0.09,1.0
3,"(300,)",-4.589109696785999,-6.563725273415486,-0.14807922513134297,[0.1],0.686312894629906,0.69,0.1,1.0
4,"(400,)",-4.543727527737432,-6.55090339445663,-0.08732725868743385,[0.095],0.6264644709473558,0.705,0.095,1.0
5,"(500,)",-4.550713331256868,-6.56508923955039,-0.10954771276092368,[0.095],0.6269964894398253,0.695,0.095,1.0
