seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg
60,60,0.6586430235736833,0.382463525213266,0.44273470789025515,-0.3867827749687113,-0.8096051321990483,-1.0961234658631915,-0.8224528686377031,-0.839286582813839
