seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg
20,20,0.6658147467780151,0.36094184871517837,0.5072406905521598,-0.4267616261170216,-0.8353464646472302,-1.1364037484487775,-0.8142694846933136,-0.8735320892763253
