,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.278598874048481,-6.649632768639227,0.0,[0.07],0.44948713437969395,0.755,0.07,1.0
1,"(100,)",-5.812912720869468,-8.914921396660688,-0.02371506746076013,[0.27],3.4271148370361657,0.255,0.27,1.0
2,"(200,)",-5.81790060991099,-9.210914138418369,-0.1220454478514148,[0.255],2.881019340826674,0.205,0.255,1.0
3,"(300,)",-5.771277025554796,-8.80905793648671,-0.134367712569947,[0.24],2.664574471487637,0.205,0.24,1.0
4,"(400,)",-5.790828078998953,-8.577987117643314,-0.12570971364788405,[0.24],2.7009785255826477,0.205,0.24,1.0
5,"(500,)",-5.822739838911996,-8.653345071110309,-0.12720913600819025,[0.255],2.8964048963016022,0.2,0.255,1.0
