seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover,valid_in,test_in,avg_val,valid_cvar,test_cvar
9,0.4,9,0.25,10,1,0.0,0.2275,0.0,0.254,0.00015914,0.2275,0.223,-6.48651048496574,-6.488017371440007,-5.442093250645521,1.2060464854009516,1.27625588775549
9,0.44102564102564107,9,0.25,10,1,0.0,0.2025,0.0,0.237,0.00015914,0.2775,0.259,-6.2740186252633325,-6.271639808586728,-5.3722308971882775,1.1165105934941237,1.1655793713579177
9,0.48205128205128206,9,0.25,10,1,0.0,0.17,0.0,0.217,0.00015914,0.31,0.3,-6.06152676681268,-6.05526224696824,-5.2922879457922685,0.9856295425246661,1.0605156565442828
9,0.5230769230769231,9,0.25,10,1,0.0,0.1525,1.1483924922117694e-10,0.196,0.00015914,0.355,0.342,-5.846621991336618,-5.835932410409787,-5.202985454422838,0.7046750982749724,1.9164508246990815
9,0.5641025641025641,9,0.25,10,1,0.0,0.1425,4.957275701045205e-10,0.167,0.00015914,0.3975,0.377,-5.606495388827764,-5.58574292625436,-5.115316784709675,0.6534714129672271,1.7631794512161951
9,0.6051282051282052,9,0.25,10,1,0.0,0.1375,0.0,0.154,0.00015914,0.4425,0.422,-5.366368785943028,-5.335553441721391,-5.0178015090243075,0.6067079200557415,0.6254433571550236
9,0.6461538461538462,9,0.25,10,1,0.0,0.11,0.0,0.14,0.00015914,0.5075,0.468,-5.095666159985498,-5.057096018047409,-4.93585192677887,0.5838134069219878,0.5696048104254737
9,0.6871794871794872,9,0.25,10,1,2.1427813967633824e-09,0.1,2.1427813967633824e-09,0.131,0.00015914,0.54,0.506,-4.804053602671615,-4.75782270700999,-4.8537714844718165,1.094440217927845,0.9313131282433772
9,0.7282051282051283,9,0.25,10,1,1.889563727708321e-09,0.09,1.889563727708321e-09,0.11,0.00015914,0.5725,0.553,-4.489372129633906,-4.433173588573751,-4.76498755665271,1.0821983653978087,0.8846500588907306
9,0.7692307692307693,9,0.25,10,1,6.047728984270861e-11,0.08,6.047728984270861e-11,0.096,0.00015914,0.6125,0.59,-4.1483643960663805,-4.07693295847086,-4.6695920547754985,1.0700947150295266,0.8469739515581266
9,0.8102564102564103,9,0.25,10,1,2.749778627020305e-09,0.07,2.749778627020305e-09,0.082,0.00015914,0.65,0.631,-3.805925765841307,-3.7189752519798884,-4.570037630649183,1.0581042774541054,0.8024360035221038
9,0.8512820512820514,9,0.25,10,1,1.4173564544250894e-09,0.0575,1.4173564544250894e-09,0.071,0.00015914,0.69,0.655,-3.4634871364084425,-3.3610175467509866,-4.46768118629968,1.0461935919412892,0.7666898511666008
9,0.8923076923076924,9,0.25,10,1,9.247274057599952e-10,0.0475,9.247274057599952e-10,0.059,0.00015914,0.7125,0.691,-3.1210485017589393,-3.0030598351630213,-4.360935674921918,1.0343508840728424,0.7482445091521952
9,0.9333333333333333,9,0.25,10,1,9.150173951866236e-10,0.0325,9.150173951866236e-10,0.052,0.00015914,0.7375,0.723,-2.7786098695128256,-2.645102126186651,-4.251465949451292,1.0493587575979293,0.7153757169803052
9,0.9743589743589743,9,0.25,10,1,8.135966345079737e-10,0.03,8.135966345079737e-10,0.048,0.00015914,0.7725,0.754,-2.4361712369842454,-2.2871444170814,-4.140384931428854,1.070547463742379,0.6825069234194958
9,1.0153846153846153,9,0.25,10,1,9.937144440641532e-10,0.0275,9.937144440641532e-10,0.038,0.00015914,0.8,0.778,-2.089231656762287,-1.9243856995923363,-4.036384259258735,1.0940555574392519,0.6905184972137524
9,1.0564102564102564,9,0.25,10,1,5.855784745989467e-10,0.0275,5.855784745989467e-10,0.034,0.00015914,0.8225,0.805,-1.7028056235963407,-1.5235392747494143,-3.9498083228265717,1.0676617371891775,0.667124326788303
9,1.0974358974358975,9,0.25,10,1,4.549147725185776e-10,0.0275,4.549147725185776e-10,0.028,0.00015914,0.8425,0.825,-1.29834370499387,-1.105683336898591,-3.865628527736436,1.0658016301104314,0.6620296524540379
9,1.1384615384615384,9,0.25,10,1,2.941196175498817e-09,0.0225,2.941196175498817e-09,0.024,0.00015914,0.855,0.843,-0.8938817812817257,-0.687827395016758,-3.780448889526562,1.0633960985546715,0.6906239537957493
9,1.1794871794871795,9,0.25,10,1,2.5447416063251183e-08,0.02,2.5447416063251183e-08,0.022,0.00015914,0.87,0.862,-0.4780138718149412,-0.2606483066883943,-3.7034450969902295,1.059799019751242,0.6518403066951274
9,1.2205128205128206,9,0.25,10,1,1.8482085306636975e-08,0.015,1.8482085306636975e-08,0.019,0.00015914,0.8875,0.879,-0.040093624056020474,0.18770895956961284,-3.6414660464936355,1.0560953882301016,0.6523603428173527
9,1.2615384615384615,9,0.25,10,1,1.4599661701808486e-08,0.015,1.4599661701808486e-08,0.011,0.00015914,0.9,0.897,0.40067344488552903,0.6389130405764077,-3.5801764237019564,1.0523917692451172,0.6490064595659361
9,1.3025641025641026,9,0.25,10,1,1.3074123006440175e-08,0.015,1.3074123006440175e-08,0.011,0.00015914,0.92,0.912,0.8414405134874184,1.0901171252196544,-3.5176413555071955,1.0486881475751877,0.6583674166073075
9,1.3435897435897437,9,0.25,10,1,1.2521832903900076e-08,0.015,1.2521832903900076e-08,0.01,0.00015914,0.93,0.921,1.298602328711221,1.5575433773737004,-3.455129581762161,1.044984533203168,0.6593821972447487
9,1.3846153846153846,9,0.25,10,1,1.1753517270562952e-08,0.0075,1.1753517270562952e-08,0.005,0.00015914,0.9425,0.934,1.7633791735890447,2.0325045025118893,-3.3918565039811686,1.0412809188320997,0.6623727668215842
9,1.4256410256410255,9,0.25,10,1,1.1012449174785388e-08,0.005,1.1012449174785388e-08,0.005,0.00015914,0.9475,0.943,2.2281560400760148,2.507465648134103,-3.328171205184698,1.015293119734225,0.6678771327712251
9,1.4666666666666668,9,0.25,10,1,3.9847364075029645e-08,0.005,3.9847364075029645e-08,0.004,0.00015914,0.9525,0.95,2.692932873739083,2.982426764177013,-3.264408824456066,1.0181431082187735,0.7088893695591779
9,1.5076923076923077,9,0.25,10,1,2.364992335301963e-08,0.005,2.364992335301963e-08,0.004,0.00015914,0.965,0.956,3.1577097326819046,3.457387903566968,-3.2000936348425477,0.9987975781737093,0.6958060905208252
9,1.5487179487179485,9,0.25,10,1,2.1382063231101256e-08,0.005,2.1382063231101256e-08,0.003,0.00015914,0.9725,0.963,3.6224865744246237,3.9323490240902466,-3.13539005123842,1.001585597812963,0.7115644014142622
9,1.5897435897435899,9,0.25,10,1,2.1736983768505524e-08,0.005,2.1736983768505524e-08,0.003,0.00015914,0.98,0.969,4.087263413286671,4.407310142662454,-3.070349189426213,1.0266930310027442,0.7071755449145404
9,1.6307692307692307,9,0.25,10,1,2.662334730452187e-08,0.005,2.662334730452187e-08,0.002,0.00015914,0.98,0.974,4.556085831978619,4.887040785894216,-3.007268694741404,1.0295430077510668,0.7269291149163599
9,1.6717948717948716,9,0.25,10,1,3.105664769798011e-08,0.0025,3.105664769798011e-08,0.002,0.00015914,0.9825,0.976,5.041124092646211,5.385889054914639,-2.952283562627387,1.0323929833584427,0.7466826853355544
9,1.712820512820513,9,0.25,10,1,3.572863116474423e-08,0.0025,3.572863116474423e-08,0.001,0.00015914,0.985,0.983,5.526162357216882,5.884737326795885,-2.8963075262971385,1.0404213003781644,0.7664362525538516
9,1.7538461538461538,9,0.25,10,1,4.0759404740242644e-08,0.0025,4.0759404740242644e-08,0.001,0.00015914,0.99,0.985,6.011209668533529,6.383593350831354,-2.8387201173575676,1.0501074590456936,0.7861898184326499
9,1.7948717948717947,9,0.25,10,1,4.5281820071352286e-08,0.0025,4.5281820071352286e-08,0.001,0.00015914,0.99,0.988,6.505881362148144,6.894701670089438,-2.8066301323957106,1.0597936137686979,0.8003536155228278
9,1.835897435897436,9,0.25,10,1,4.933426378528338e-08,0.0025,4.933426378528338e-08,0.001,0.00015914,0.9925,0.99,7.002801471663085,7.40877261036301,-2.775316446936503,1.0694797649222638,0.8221793516844783
