,mean_eta,mean_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_nonrob_prob,mean_nonrob_obj,mean_scenario_probs,mean_scenario_obj,0.25_eta,0.25_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_nonrob_prob,0.25_nonrob_obj,0.25_scenario_probs,0.25_scenario_obj,0.75_eta,0.75_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_nonrob_prob,0.75_nonrob_obj,0.75_scenario_probs,0.75_scenario_obj
0,0.01,0.8447485863239249,-0.7954702854365293,0.0045,-0.7822353368003867,0.005,0.6007525146743032,-0.8004554038446111,0.1298865380463895,-0.7710450447028439,0.01,0.7684125669942522,-0.8126094142936009,0.0,-0.7854474600647786,0.005,0.589731231452618,-0.8095550565770813,0.1221013680994565,-0.779548284431735,0.01,0.9252256050721273,-0.7788279189611425,0.01,-0.7811030400125771,0.005,0.6113726837374724,-0.7911536899145599,0.1288145934289129,-0.7670416353885584
1,0.05,1.0632111398851596,-0.7859867865424942,0.027500000000000004,-0.7834230574886636,0.028999999999999998,0.6007525146743032,-0.8004554038446111,0.1298865380463895,-0.7710450447028439,0.05,1.0191015666505876,-0.7937355228881935,0.0225,-0.7882064709643276,0.026,0.589731231452618,-0.8095550565770813,0.1221013680994565,-0.779548284431735,0.05,1.0850416189032583,-0.7800947895302076,0.0325,-0.7791821294456396,0.032,0.6113726837374724,-0.7911536899145599,0.1288145934289129,-0.7670416353885584
2,0.08,1.015841533393269,-0.7879980319725888,0.041499999999999995,-0.7864492897188258,0.0422,0.6007525146743032,-0.8004554038446111,0.1298865380463895,-0.7710450447028439,0.08,1.01354062537344,-0.7964706504055329,0.0325,-0.789086487991974,0.037,0.589731231452618,-0.8095550565770813,0.1221013680994565,-0.779548284431735,0.08,1.025419616641726,-0.7831985206786856,0.0375,-0.7795139846001655,0.042,0.6113726837374724,-0.7911536899145599,0.1288145934289129,-0.7670416353885584
3,0.1,1.0110608111439,-0.7907874534849414,0.0495,-0.7909254888473221,0.0428,0.6007525146743032,-0.8004554038446111,0.1298865380463895,-0.7710450447028439,0.1,1.002890230587806,-0.7959131647407173,0.035,-0.7973572054769447,0.038,0.589731231452618,-0.8095550565770813,0.1221013680994565,-0.779548284431735,0.1,1.0157915456060027,-0.7818399671681451,0.065,-0.7813599536910769,0.049,0.6113726837374724,-0.7911536899145599,0.1288145934289129,-0.7670416353885584
4,0.12,1.010041783633437,-0.7914387092104436,0.05,-0.7896213821452684,0.053000000000000005,0.6007525146743032,-0.8004554038446111,0.1298865380463895,-0.7710450447028439,0.12,1.0068820403451455,-0.7949441598491354,0.04,-0.796141865835909,0.038,0.589731231452618,-0.8095550565770813,0.1221013680994565,-0.779548284431735,0.12,1.021169701267888,-0.7859930027013264,0.0475,-0.7855560251985633,0.056,0.6113726837374724,-0.7911536899145599,0.1288145934289129,-0.7670416353885584
5,0.15,1.003331807055734,-0.7884434292923864,0.0605,-0.7881241721506133,0.05800000000000001,0.6007525146743032,-0.8004554038446111,0.1298865380463895,-0.7710450447028439,0.15,0.9975218030122768,-0.792706958967803,0.05,-0.7905263699624929,0.046,0.589731231452618,-0.8095550565770813,0.1221013680994565,-0.779548284431735,0.15,1.0103338644986526,-0.7844433064114065,0.0625,-0.7854094053611567,0.066,0.6113726837374724,-0.7911536899145599,0.1288145934289129,-0.7670416353885584
6,0.18,0.9980252811265199,-0.7930650245204729,0.073,-0.7928940958255517,0.073,0.6007525146743032,-0.8004554038446111,0.1298865380463895,-0.7710450447028439,0.18,0.9977428658086352,-0.7989058934781968,0.0625,-0.7986733929776624,0.06,0.589731231452618,-0.8095550565770813,0.1221013680994565,-0.779548284431735,0.18,1.001289689505663,-0.7877461018836968,0.075,-0.7879160365211967,0.081,0.6113726837374724,-0.7911536899145599,0.1288145934289129,-0.7670416353885584
7,0.2,0.9938582682351986,-0.7917597589653502,0.081,-0.7919976223625728,0.0746,0.6007525146743032,-0.8004554038446111,0.1298865380463895,-0.7710450447028439,0.2,0.9874094981762542,-0.7999610485365749,0.0675,-0.7976701160637149,0.063,0.589731231452618,-0.8095550565770813,0.1221013680994565,-0.779548284431735,0.2,1.0003656171894262,-0.7853516246731602,0.09,-0.784141564798644,0.092,0.6113726837374724,-0.7911536899145599,0.1288145934289129,-0.7670416353885584
8,0.23,0.9934420219738026,-0.7929406260192865,0.08349999999999999,-0.7929226618057776,0.08380000000000001,0.6007525146743032,-0.8004554038446111,0.1298865380463895,-0.7710450447028439,0.23,0.9900163556810267,-0.798723131732885,0.08,-0.7962159001678103,0.074,0.589731231452618,-0.8095550565770813,0.1221013680994565,-0.779548284431735,0.23,0.9979538423369976,-0.7874077755737338,0.095,-0.7861032807363356,0.097,0.6113726837374724,-0.7911536899145599,0.1288145934289129,-0.7670416353885584
9,0.25,0.9918625168653821,-0.7932653599658833,0.0965,-0.7932361682815574,0.09240000000000001,0.6007525146743032,-0.8004554038446111,0.1298865380463895,-0.7710450447028439,0.25,0.9929865547984296,-0.7979023325999413,0.0925,-0.7952858429719349,0.077,0.589731231452618,-0.8095550565770813,0.1221013680994565,-0.779548284431735,0.25,0.995651707782662,-0.7888094397248695,0.1,-0.7873004822443775,0.11,0.6113726837374724,-0.7911536899145599,0.1288145934289129,-0.7670416353885584
