,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.1959111210343325,-6.6739249738805135,0.0,[0.035],1.5141470553733323,0.745,0.035,1.0
1,"(100,)",-4.529660314488689,-7.051661916243841,-0.10768801163412145,[0.05],2.3476993625240574,0.725,0.05,1.0
2,"(200,)",-4.519235873946871,-7.023943025916767,-0.1077804406594276,[0.05],2.305617780836561,0.725,0.05,1.0
3,"(300,)",-4.502072957943605,-7.001490008192203,-0.10687762266947098,[0.05],2.2583739908828644,0.73,0.05,1.0
4,"(400,)",-4.506779263585305,-7.007378448910741,-0.1067904618482971,[0.05],2.2731141607295005,0.73,0.05,1.0
5,"(500,)",-4.5061124998220805,-7.00673650348787,-0.10668278239091378,[0.05],2.2713633975119527,0.73,0.05,1.0
