outer_iter,context_val,seed,alpha,eps,test_lcx_prob,test_lcx_obj,valid_lcx_prob,valid_lcx_obj,time,in_val,test_avg,valid_avg
61,19,90,0.1,0.1,0.0,-0.5342178106826604,0.0,-0.590604841639429,70721.07413101196,0.32418923589365534,-0.7775187735423689,-0.8735793585504731
