,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-10.09702461802866,-4.654748414481924,[0.04],0.37966318777497376,0.04,34.289299269092155,[1.37966319],1,0.0,tensor(-0.1577),"[np.float64(0.6136624199953791), np.float64(9.131995783165918), np.float64(0.0), np.float64(2.424619603530999)]",1.0
1,1,-13.047158313455423,-4.913705123610839,[0.045],0.6559562018881772,0.045,32.58548125948164,[1.37966319],1,1.5767579288856836e-05,tensor(1.7739),"[np.float64(0.6043992748089421), np.float64(9.132978050993849), np.float64(0.012208417388341662), np.float64(2.4236350064739964)]",1.0
2,2,-15.040025729593221,-5.425577896433163,[0.09],1.0333320401249682,0.09,30.104075915568213,[1.37966319],1,-0.0001490080469507037,tensor(-4.1021),"[np.float64(0.591410671000184), np.float64(9.134444014370885), np.float64(0.029960219521650875), np.float64(2.4221630180878906)]",1.0
3,3,-15.222622948290912,-5.910409070704118,[0.155],1.8277321205892072,0.155,27.66171457397723,[1.37966319],1,0.0001293806408006378,tensor(1.7870),"[np.float64(0.579185302599058), np.float64(9.135910966006055), np.float64(0.047618230913427345), np.float64(2.4206785229402144)]",1.0
4,4,-13.791937508110212,-6.079264021727064,[0.195],2.6120263897933205,0.195,26.23952562858437,[1.37966319],1,0.00017339385239284949,tensor(1.7677),"[np.float64(0.5720463280716082), np.float64(9.136840042353688), np.float64(0.05827081479081365), np.float64(2.4197252550966075)]",1.0
5,5,-14.440015521579458,-6.039200868379771,[0.19],2.329300169700347,0.19,26.64308391934305,[1.37966319],1,3.182959751716583e-05,tensor(1.6955),"[np.float64(0.573432529398977), np.float64(9.136798776373151), np.float64(0.055966904355419365), np.float64(2.4197440599222872)]",1.0
6,6,-15.60561878021809,-5.818331344411855,[0.13],1.4764860227498076,0.13,28.255215104597777,[1.37966319],1,-0.00025097441701082436,tensor(-5.1003),"[np.float64(0.5806177426779972), np.float64(9.136118850902635), np.float64(0.04532701881300425), np.float64(2.4204086710064097)]",1.0
7,7,-15.410222369263833,-5.522635912281832,[0.095],0.9972536104072667,0.095,29.6724741449392,[1.37966319],1,3.280901610335154e-05,tensor(1.7318),"[np.float64(0.5873525855132657), np.float64(9.13554215080222), np.float64(0.037144024851943964), np.float64(2.4209621542096462)]",1.0
8,8,-15.043324764690865,-5.3630908794191505,[0.08],0.8302025327040291,0.08,30.382291775786374,[1.37966319],1,8.666039586998619e-05,tensor(1.7048),"[np.float64(0.5908891949439443), np.float64(9.135368472016978), np.float64(0.034280311256201526), np.float64(2.421121509193929)]",1.0
9,9,-15.208732172695676,-5.42851533893863,[0.085],0.8825760323833766,0.085,30.1933109827801,[1.37966319],1,-4.073385589651487e-05,tensor(-3.8458),"[np.float64(0.589712541969416), np.float64(9.135712940964831), np.float64(0.036526399890889585), np.float64(2.420778149039199)]",1.0
10,10,-15.576393148090094,-5.593383775324811,[0.095],1.0537963425251216,0.095,29.49353852819321,[1.37966319],1,0.00024193141011720365,tensor(1.7729),"[np.float64(0.5861929329345992), np.float64(9.136337740468903), np.float64(0.04197338980059694), np.float64(2.4201512166487333)]",1.0
