seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time
20,0.0001,20,0.35,1,1,-423.9547299420035,1.0,-423.49874329033,1.0,0.008452517
20,0.00021544346900318845,20,0.35,1,1,-423.9491571296437,1.0,-423.4925152109295,1.0,0.008452517
20,0.00046415888336127773,20,0.35,1,1,-423.944366225155,1.0,-423.4873678659772,1.0,0.008452517
20,0.001,20,0.35,1,1,-423.9370931197141,1.0,-423.47988230463847,1.0,0.008452517
20,0.002154434690031882,20,0.35,1,1,-423.92287812211055,1.0,-423.46571252908745,1.0,0.008452517
20,0.004641588833612777,20,0.35,1,1,-423.8923065993424,1.0,-423.4353333128477,1.0,0.008452517
20,0.01,20,0.35,1,1,-423.82701520924735,1.0,-423.3705664675566,1.0,0.008452517
20,0.021544346900318822,20,0.35,1,1,-423.6863557547207,1.0,-423.23103954578744,1.0,0.008452517
20,0.046415888336127774,20,0.35,1,1,-423.3833411122758,1.0,-422.93046248511286,1.0,0.008452517
20,0.1,20,0.35,1,1,-422.73051741952804,1.0,-422.2828933307015,1.0,0.008452517
20,0.11,20,0.35,1,1,-422.6086857300966,0.995,-422.16204260660044,1.0,0.008452517
20,0.17357142857142857,20,0.35,1,1,-421.83418603552434,0.985,-421.3937766552894,0.99,0.008452517
20,0.23714285714285716,20,0.35,1,1,-421.05968592423136,0.955,-420.62551105979816,0.974,0.008452517
20,0.3007142857142857,20,0.35,1,1,-420.28518584769404,0.935,-419.85724505675233,0.95,0.008452517
20,0.36428571428571427,20,0.35,1,1,-419.5106858354063,0.87,-419.0889793279397,0.898,0.008452517
20,0.4278571428571428,20,0.35,1,1,-418.7361856445373,0.82,-418.3207134478625,0.856,0.008452517
20,0.49142857142857144,20,0.35,1,1,-417.9616856788214,0.75,-417.5524477511692,0.814,0.008452517
20,0.555,20,0.35,1,1,-417.1871856748582,0.7,-416.7841820646386,0.752,0.008452517
20,0.6185714285714285,20,0.35,1,1,-416.41268569958527,0.655,-416.0159162914539,0.682,0.008452517
20,0.6821428571428572,20,0.35,1,1,-415.6381856811837,0.605,-415.24765057404517,0.612,0.008452517
20,0.7457142857142857,20,0.35,1,1,-414.8636856589817,0.545,-414.4793848161269,0.55,0.008452517
20,0.8092857142857143,20,0.35,1,1,-414.0891856568355,0.525,-413.7111191112014,0.492,0.008452517
20,0.8728571428571429,20,0.35,1,1,-413.3146857396012,0.475,-412.94285345303484,0.448,0.008452517
20,0.9364285714285714,20,0.35,1,1,-412.5401857370745,0.42,-412.17458773703476,0.4,0.008452517
20,1.0,20,0.35,1,1,-411.765685696672,0.34,-411.4063219766632,0.364,0.008452517
20,1.1,20,0.35,1,1,-410.54737109549717,0.295,-410.1978141036139,0.3,0.008452517
20,1.2625000000000002,20,0.35,1,1,-408.56760985117114,0.22,-408.23398881832225,0.19,0.008452517
20,1.425,20,0.35,1,1,-406.58784866926203,0.17,-406.27016357550235,0.132,0.008452517
20,1.5875000000000001,20,0.35,1,1,-404.60808737635637,0.115,-404.3063382265262,0.09,0.008452517
20,1.75,20,0.35,1,1,-402.6283261248389,0.09,-402.3425129474839,0.056,0.008452517
20,1.9125,20,0.35,1,1,-400.6485648826092,0.065,-400.3786876319877,0.032,0.008452517
20,2.075,20,0.35,1,1,-398.6688036250425,0.055,-398.41486233755944,0.022,0.008452517
20,2.2375,20,0.35,1,1,-396.6890423832458,0.05,-396.4510370385212,0.012,0.008452517
20,2.4000000000000004,20,0.35,1,1,-394.706616937571,0.03,-394.4852443740553,0.006,0.008452517
20,2.5625,20,0.35,1,1,-392.71634104239564,0.025,-392.5136543837685,0.008,0.008452517
20,2.725,20,0.35,1,1,-390.7113289113142,0.015,-390.5247608748395,0.006,0.008452517
20,2.8875,20,0.35,1,1,-388.69993640600165,0.005,-388.5285674269604,0.002,0.008452517
20,3.0500000000000003,20,0.35,1,1,-386.6829379812757,0.005,-386.52597688528255,0.0,0.008452517
20,3.2125000000000004,20,0.35,1,1,-384.65306909891575,0.005,-384.511961412792,0.002,0.008452517
20,3.375,20,0.35,1,1,-382.6183347733783,0.0,-382.49257684364574,0.002,0.008452517
20,3.5375,20,0.35,1,1,-380.58302067255715,0.0,-380.4725507548669,0.0,0.008452517
20,3.7,20,0.35,1,1,-378.5165197349156,0.0,-378.4277526434725,0.0,0.008452517
20,3.8625000000000003,20,0.35,1,1,-376.42244114695217,0.0,-376.36244566791834,0.0,0.008452517
20,4.025,20,0.35,1,1,-374.2021333661776,0.0,-374.1744304023596,0.0,0.008452517
20,4.1875,20,0.35,1,1,-371.7655098159398,0.0,-371.7730663740144,0.0,0.008452517
20,4.35,20,0.35,1,1,-369.20565435114906,0.0,-369.2528617657535,0.0,0.008452517
20,4.5125,20,0.35,1,1,-366.5427890054276,0.0,-366.62857072777047,0.0,0.008452517
20,4.675000000000001,20,0.35,1,1,-363.74723942787494,0.0,-363.8703693708439,0.0,0.008452517
20,4.8375,20,0.35,1,1,-360.8442325712094,0.0,-360.99736620114635,0.0,0.008452517
20,5.0,20,0.35,1,1,-357.8455941755934,0.0,-358.0208501249465,0.0,0.008452517
