seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time
0,0.0001,0,0.35,1,1,-425.52500341010995,1.0,-424.88900007269564,1.0,0.008228778
0,0.00021544346900318845,0,0.35,1,1,-425.52346025291854,1.0,-424.8874455776571,1.0,0.008228778
0,0.00046415888336127773,0,0.35,1,1,-425.51984561943624,1.0,-424.8839112820198,1.0,0.008228778
0,0.001,0,0.35,1,1,-425.51250066432823,1.0,-424.87664415178995,1.0,0.008228778
0,0.002154434690031882,0,0.35,1,1,-425.4966682102406,1.0,-424.86094873389646,1.0,0.008228778
0,0.004641588833612777,0,0.35,1,1,-425.4626484328864,1.0,-424.82725004711676,1.0,0.008228778
0,0.01,0,0.35,1,1,-425.38936176503455,1.0,-424.75464084436544,1.0,0.008228778
0,0.021544346900318822,0,0.35,1,1,-425.231461183901,1.0,-424.59820487440857,1.0,0.008228778
0,0.046415888336127774,0,0.35,1,1,-424.8912870458387,1.0,-424.2611845277622,1.0,0.008228778
0,0.1,0,0.35,1,1,-424.15840293246504,1.0,-423.53509466680464,0.996,0.008228778
0,0.11,0,0.35,1,1,-424.0216301062613,1.0,-423.3995898874133,0.994,0.008228778
0,0.17357142857142857,0,0.35,1,1,-423.15214737102156,0.975,-422.53816786551107,0.976,0.008228778
0,0.23714285714285716,0,0.35,1,1,-422.28266479604747,0.955,-421.67674593579903,0.954,0.008228778
0,0.3007142857142857,0,0.35,1,1,-421.4131819064473,0.905,-420.81532378735216,0.912,0.008228778
0,0.36428571428571427,0,0.35,1,1,-420.54369930103115,0.86,-419.9539019006069,0.884,0.008228778
0,0.4278571428571428,0,0.35,1,1,-419.6742166968345,0.83,-419.09248003710667,0.816,0.008228778
0,0.49142857142857144,0,0.35,1,1,-418.804734031174,0.78,-418.23105806250834,0.77,0.008228778
0,0.555,0,0.35,1,1,-417.9352513072886,0.73,-417.3696360561479,0.706,0.008228778
0,0.6185714285714285,0,0.35,1,1,-417.0657685798308,0.665,-416.5082141067114,0.64,0.008228778
0,0.6821428571428572,0,0.35,1,1,-416.19628590501895,0.6,-415.6467921065116,0.574,0.008228778
0,0.7457142857142857,0,0.35,1,1,-415.3268032461203,0.515,-414.78537017101365,0.526,0.008228778
0,0.8092857142857143,0,0.35,1,1,-414.45732046492907,0.475,-413.9239480733877,0.472,0.008228778
0,0.8728571428571429,0,0.35,1,1,-413.587837834867,0.405,-413.0625261559457,0.412,0.008228778
0,0.9364285714285714,0,0.35,1,1,-412.71835516382885,0.345,-412.2011042507492,0.372,0.008228778
0,1.0,0,0.35,1,1,-411.8488725734758,0.32,-411.33968237770176,0.334,0.008228778
0,1.1,0,0.35,1,1,-410.4811469846277,0.25,-409.98463654968805,0.272,0.008228778
0,1.2625000000000002,0,0.35,1,1,-408.25859293593174,0.17,-407.7826871190427,0.19,0.008228778
0,1.425,0,0.35,1,1,-406.03603881920907,0.13,-405.58073765087335,0.132,0.008228778
0,1.5875000000000001,0,0.35,1,1,-403.8134849405513,0.085,-403.3787884688803,0.1,0.008228778
0,1.75,0,0.35,1,1,-401.59093092500257,0.07,-401.17683909096485,0.072,0.008228778
0,1.9125,0,0.35,1,1,-399.3683769066343,0.065,-398.9748897224333,0.058,0.008228778
0,2.075,0,0.35,1,1,-397.1458228334869,0.045,-396.7729402804254,0.036,0.008228778
0,2.2375,0,0.35,1,1,-394.9232688476991,0.03,-394.57099095831717,0.03,0.008228778
0,2.4000000000000004,0,0.35,1,1,-392.69894444291117,0.02,-392.36668356400224,0.026,0.008228778
0,2.5625,0,0.35,1,1,-390.45948479160523,0.02,-390.1439660303842,0.022,0.008228778
0,2.725,0,0.35,1,1,-388.20941352528143,0.02,-387.911854587993,0.016,0.008228778
0,2.8875,0,0.35,1,1,-385.94711222051575,0.015,-385.670630720851,0.012,0.008228778
0,3.0500000000000003,0,0.35,1,1,-383.6776900354156,0.01,-383.4218412836042,0.012,0.008228778
0,3.2125000000000004,0,0.35,1,1,-381.3963160233182,0.015,-381.1610882400886,0.008,0.008228778
0,3.375,0,0.35,1,1,-379.1112025357404,0.01,-378.8971570687322,0.006,0.008228778
0,3.5375,0,0.35,1,1,-376.8256817452777,0.005,-376.63274610671124,0.004,0.008228778
0,3.7,0,0.35,1,1,-374.5118466257721,0.0,-374.3333235571013,0.004,0.008228778
0,3.8625000000000003,0,0.35,1,1,-372.1166934081164,0.0,-371.933036896285,0.004,0.008228778
0,4.025,0,0.35,1,1,-369.62643183590393,0.0,-369.4219909986009,0.002,0.008228778
0,4.1875,0,0.35,1,1,-366.9811641545533,0.0,-366.75515708514956,0.0,0.008228778
0,4.35,0,0.35,1,1,-364.18601521739527,0.0,-363.9318099306595,0.002,0.008228778
0,4.5125,0,0.35,1,1,-361.23378277222355,0.0,-360.9553237260835,0.002,0.008228778
0,4.675000000000001,0,0.35,1,1,-358.1263590509862,0.0,-357.83094608728555,0.002,0.008228778
0,4.8375,0,0.35,1,1,-354.89829716532665,0.0,-354.59308522320214,0.002,0.008228778
0,5.0,0,0.35,1,1,-351.5708819786825,0.0,-351.26161134568144,0.002,0.008228778
