,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,test_prob_o,test_obj_o,0.25_test_obj_o,0.75_test_obj_o,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,dro_prob,dro_obj,0.25_dro_obj,0.75_dro_obj,dro_prob1,dro_obj1,0.25_dro_obj1,0.75_dro_obj1,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj,lcx_prob,lcx_obj,0.25_lcx_obj,0.75_lcx_obj,test_avg_o,test_avg,0.25_test_avg,0.75_test_avg,test_avg_mv,0.25_test_avg_mv,0.75_test_avg_mv,test_avg_pre,0.25_test_avg_pre,0.75_test_avg_pre,test_avg_lcx,test_avg_dro,0.25_test_avg_dro,0.75_test_avg_dro,test_avg_dro1,0.25_test_avg_dro1,0.75_test_avg_dro1,test_avg_scene,0.25_test_avg_scene,0.75_test_avg_scene,test_in,test_in_lcx,test_in_o,test_in_pre,test_in_mv,test_in_scene,test_in_dro,test_in_dro1,test_cvar,test_o_cvar,test_mv_cvar,0.25_mv_cvar,0.75_mv_cvar,test_pre_cvar,0.25_pre_cvar,0.75_pre_cvar,test_dro_cvar,0.25_dro_cvar,0.75_dro_cvar,test_dro_cvar1,0.25_dro_cvar1,0.75_dro_cvar1,test_scene_cvar,test_lcx_cvar
0,0.0,0.0,-0.9020802772116369,-0.9046697433045268,-0.8993079303070705,0.0,-0.7729244045788718,-0.778898230196748,-0.7627007872819345,0.0020000000000000005,-0.7056411719914465,-0.7096019951418555,-0.701289266528193,0.0008,-0.8677466654144448,-0.8697228381084283,-0.8658611856005214,0.0013000000000000002,-0.6037045882559117,-0.610337617075594,-0.5984284363646412,0.0034000000000000002,-0.6459048658495857,-0.6493110605654624,-0.6411833911691052,0.6294263653529885,-0.1283257891067107,0.28499823590227524,-0.6515583579933071,-0.16248103769103817,-0.12041426537893228,-0.6609755784308059,-0.6485237951384549,0.00010416666666666651,-0.627556390137264,-0.6324231632805656,-0.6254339754116555,-0.8564776462277338,-0.9247891772245538,-0.9260631486997911,-0.9240803154947,-0.794038798858351,-0.7949870417361539,-0.7931232996493797,-0.891785621538034,-0.8926997579948639,-0.8921483245551924,-0.8198356548508003,-0.8086423075004348,-0.8124963880317466,-0.804502063829654,-0.8017580019104358,-0.8034530877954718,-0.8008789786820603,-0.8303707676042054,-0.834209416719127,-0.8283898534989597,-0.665122445845775,0.4248416032148368,-0.0023722177931062,-0.8659007971726067,-0.474427936362002,-0.7738858074053022,-0.23350716822581244,-0.3194384771364748,-0.8815010016625072,-0.6967297174875609,-0.6508895459607886,-0.6583985816386854,-0.6447999117621206,-0.8612516788090652,-0.8621245190223008,-0.8606931769833386,-0.5365703721833283,-0.5435981797107213,-0.5298701596584311,-0.554528698062202,-0.559410234927856,-0.549351265940066,-0.549787371033218,-0.5282104334366566
0,0.01,0.0001,-0.9021069994174793,-0.9048701598483451,-0.8993079303070705,0.0,-0.7728236378056597,-0.7782540177785395,-0.7627007872819345,0.011600000000000003,-0.7132520973157773,-0.717432651019051,-0.7099692705094451,0.006900000000000001,-0.8700986918812038,-0.8713959782860908,-0.8690306891402343,0.008799999999999999,-0.6064570026727654,-0.6113993345596496,-0.6009175239008295,0.0128,-0.651244462962741,-0.654039470750227,-0.6488114470793033,0.6294263653529885,-0.1283257891067107,0.28499823590227524,-0.6515583579933071,-0.16248103769103817,-0.12041426537893228,-0.6609755784308059,-0.6485237951384549,0.00010416666666666651,-0.627556390137264,-0.6324231632805656,-0.6254339754116555,-0.8567985460534031,-0.9246095546011324,-0.9260631486997911,-0.9240803154947,-0.8047121882023172,-0.8069311473807055,-0.8018698760999748,-0.8943422203749032,-0.8957090953742868,-0.8934098578320657,-0.8198356548508003,-0.8181674029692025,-0.822323405832549,-0.8136810650987683,-0.8098019618525273,-0.8135534511700504,-0.8057963857934918,-0.8303707676042054,-0.834209416719127,-0.8283898534989597,-0.6784617770388168,0.4248416032148368,-0.0033302028569043205,-0.8717181839536148,-0.581132059175258,-0.7738858074053022,-0.37246137665165563,-0.45157097228180376,-0.8804045389689306,-0.696655418360079,-0.656097829507891,-0.6630690380835058,-0.6499808102789475,-0.8622632134936262,-0.8632551367635377,-0.8614388750442857,-0.5363067920742404,-0.5425720071620486,-0.5318689183274158,-0.5571735582918559,-0.5628967896186463,-0.5508640669550748,-0.549787371033218,-0.5282104334366566
0,0.02,0.0001,-0.9021069994174793,-0.9048701598483451,-0.8993079303070705,0.0,-0.7728236378056597,-0.7782540177785395,-0.7627007872819345,0.0233,-0.7157174279610871,-0.719551059799141,-0.7127100364989655,0.0155,-0.8708705797392531,-0.8719353010626864,-0.8697089337994,0.0117,-0.6067718162279616,-0.6114032119546856,-0.6010912995960774,0.0256,-0.6553175384000928,-0.6570230308663461,-0.6516074364775937,0.6294263653529885,-0.1283257891067107,0.28499823590227524,-0.6515583579933071,-0.16248103769103817,-0.12041426537893228,-0.6609755784308059,-0.6485237951384549,0.00010416666666666651,-0.627556390137264,-0.6324231632805656,-0.6254339754116555,-0.8567985460534031,-0.9246095546011324,-0.9260631486997911,-0.9240803154947,-0.8107846621551088,-0.8160723042495865,-0.8064760725010776,-0.8953146560405066,-0.8966269834233381,-0.8947738160049677,-0.8198356548508003,-0.8213077323514305,-0.823744308754884,-0.8157111626505428,-0.8170346719861439,-0.822552017545971,-0.8135953435852827,-0.8303707676042054,-0.834209416719127,-0.8283898534989597,-0.6784617770388168,0.4248416032148368,-0.0033302028569043205,-0.8738528429834252,-0.6189170784549298,-0.7738858074053022,-0.4099239865469282,-0.5164043219518664,-0.8804045389689306,-0.696655418360079,-0.6571777965006336,-0.663827589236976,-0.6514967438845021,-0.8622156216869771,-0.8627325410635265,-0.861539813585626,-0.536121963119257,-0.5414329448912215,-0.531580165729558,-0.5587897039984611,-0.564298800524989,-0.5530201802794189,-0.549787371033218,-0.5282104334366566
0,0.03,0.0001,-0.9021069994174793,-0.9048701598483451,-0.8993079303070705,0.0,-0.7728236378056597,-0.7782540177785395,-0.7627007872819345,0.0356,-0.717920783949473,-0.7210910236223474,-0.715605996821367,0.027899999999999998,-0.871197245261331,-0.8727371820265805,-0.8699163070615819,0.0127,-0.6069608233340502,-0.6114032119546856,-0.601988384524447,0.037899999999999996,-0.6581595609301386,-0.6597838050984834,-0.6549756692422632,0.6294263653529885,-0.1283257891067107,0.28499823590227524,-0.6515583579933071,-0.16248103769103817,-0.12041426537893228,-0.6609755784308059,-0.6485237951384549,0.00010416666666666651,-0.627556390137264,-0.6324231632805656,-0.6254339754116555,-0.8567985460534031,-0.9246095546011324,-0.9260631486997911,-0.9240803154947,-0.8163567863056042,-0.8210692024563604,-0.8122917436168595,-0.896485894698162,-0.8973657067369164,-0.8950601594912442,-0.8198356548508003,-0.8217127560591703,-0.826781986562931,-0.8157111626505428,-0.8236759411279106,-0.8281208291637354,-0.82017012251988,-0.8303707676042054,-0.834209416719127,-0.8283898534989597,-0.6784617770388168,0.4248416032148368,-0.0033302028569043205,-0.8757863463115628,-0.6521960898355046,-0.7738858074053022,-0.4130686453027318,-0.5613771375360681,-0.8804045389689306,-0.696655418360079,-0.6581516908426032,-0.6660418763484777,-0.6528987826193854,-0.8618461546211446,-0.8625800971343995,-0.8612433144183527,-0.5360099766761592,-0.5411529787834769,-0.531580165729558,-0.5590983028804514,-0.5639331635861061,-0.5543851874988299,-0.549787371033218,-0.5282104334366566
0,0.05,0.0018000000000000002,-0.902081645664891,-0.9048701598483451,-0.8993079303070705,0.0,-0.7728236378056597,-0.7782540177785395,-0.7627007872819345,0.0522,-0.7196786130053991,-0.7246284123026145,-0.7167705151440515,0.035699999999999996,-0.8713082946259828,-0.8727737597661025,-0.8700164787224576,0.0131,-0.6069752669038813,-0.6114032119546856,-0.6020967112981788,0.05569999999999999,-0.6630532473687937,-0.6650613802870737,-0.6601216935841002,0.6294263653529885,-0.1283257891067107,0.28499823590227524,-0.6515583579933071,-0.16248103769103817,-0.12041426537893228,-0.6609755784308059,-0.6485237951384549,0.00010416666666666651,-0.627556390137264,-0.6324231632805656,-0.6254339754116555,-0.8567985460534031,-0.9246179576951217,-0.9260631486997911,-0.9240803154947,-0.8224546728465919,-0.8253434629933556,-0.8183101386626519,-0.8970793351262929,-0.8976116758166495,-0.8967721937207556,-0.8198356548508003,-0.82193038636022,-0.8281967403019516,-0.8157111626505428,-0.8320595327920335,-0.8348607277765513,-0.829019081814791,-0.8303707676042054,-0.834209416719127,-0.8283898534989597,-0.6796121583344717,0.4248416032148368,-0.0033302028569043205,-0.8767796335319229,-0.6776417310585338,-0.7738858074053022,-0.41466564231883335,-0.6017520342854537,-0.8803373147135357,-0.696655418360079,-0.6584564462282455,-0.6678197640715793,-0.6534217415060397,-0.8615081297883114,-0.8620077948039916,-0.8612433144183527,-0.5358907731137718,-0.5408549698775085,-0.531580165729558,-0.5591781769689603,-0.56435418696189,-0.5558720300739245,-0.549787371033218,-0.5282104334366566
0,0.08,0.0018000000000000002,-0.902081645664891,-0.9048701598483451,-0.8993079303070705,0.0,-0.7728236378056597,-0.7782540177785395,-0.7627007872819345,0.07200000000000001,-0.7212102270219498,-0.7265192167590858,-0.7174453317047439,0.040999999999999995,-0.8713312281256165,-0.8728310935151871,-0.8700164787224576,0.0131,-0.6069752669038813,-0.6114032119546856,-0.6020967112981788,0.0794,-0.6668708520332771,-0.6684809354073777,-0.6643121212330894,0.6294263653529885,-0.1283257891067107,0.28499823590227524,-0.6515583579933071,-0.16248103769103817,-0.12041426537893228,-0.6609755784308059,-0.6485237951384549,0.00010416666666666651,-0.627556390137264,-0.6324231632805656,-0.6254339754116555,-0.8567985460534031,-0.9246179576951217,-0.9260631486997911,-0.9240803154947,-0.8282863335598822,-0.8317508088288753,-0.8264405030051264,-0.8973730497380992,-0.8983317779634327,-0.8967721937207556,-0.8198356548508003,-0.82193038636022,-0.8281967403019516,-0.8157111626505428,-0.8395770574460318,-0.8440499862328874,-0.8358994241225337,-0.8303707676042054,-0.834209416719127,-0.8283898534989597,-0.6796121583344717,0.4248416032148368,-0.0033302028569043205,-0.8771482747268438,-0.6983400494304578,-0.7738858074053022,-0.41466564231883335,-0.6406207165543265,-0.8803373147135357,-0.696655418360079,-0.657416811979264,-0.665951581382692,-0.652524582266595,-0.8608079041055516,-0.8620077948039916,-0.8612433144183527,-0.5358907731137718,-0.5408549698775085,-0.531580165729558,-0.5582873557587854,-0.5637460188659427,-0.5559653540812648,-0.549787371033218,-0.5282104334366566
0,0.09,0.0018000000000000002,-0.902081645664891,-0.9048701598483451,-0.8993079303070705,0.0,-0.7728236378056597,-0.7782540177785395,-0.7627007872819345,0.07200000000000001,-0.7212102270219498,-0.7265192167590858,-0.7174453317047439,0.040999999999999995,-0.8713312281256165,-0.8728310935151871,-0.8700164787224576,0.0131,-0.6069752669038813,-0.6114032119546856,-0.6020967112981788,0.0854,-0.6678228630634855,-0.6718607682182459,-0.6643395751772461,0.6294263653529885,-0.1283257891067107,0.28499823590227524,-0.6515583579933071,-0.16248103769103817,-0.12041426537893228,-0.6609755784308059,-0.6485237951384549,0.00010416666666666651,-0.627556390137264,-0.6324231632805656,-0.6254339754116555,-0.8567985460534031,-0.9246179576951217,-0.9260631486997911,-0.9240803154947,-0.8282863335598822,-0.8317508088288753,-0.8264405030051264,-0.8973730497380992,-0.8983317779634327,-0.8967721937207556,-0.8198356548508003,-0.82193038636022,-0.8281967403019516,-0.8157111626505428,-0.8411950420344786,-0.8444437308501876,-0.8382101324100975,-0.8303707676042054,-0.834209416719127,-0.8283898534989597,-0.6796121583344717,0.4248416032148368,-0.0033302028569043205,-0.8771482747268438,-0.6983400494304578,-0.7738858074053022,-0.41466564231883335,-0.6489152508542155,-0.8803373147135357,-0.696655418360079,-0.657416811979264,-0.665951581382692,-0.652524582266595,-0.8608079041055516,-0.8620077948039916,-0.8612433144183527,-0.5358907731137718,-0.5408549698775085,-0.531580165729558,-0.5584181505482454,-0.5643163553638018,-0.5545411891983107,-0.549787371033218,-0.5282104334366566
0,0.1,0.0018000000000000002,-0.902081645664891,-0.9048701598483451,-0.8993079303070705,0.0,-0.7728236378056597,-0.7782540177785395,-0.7627007872819345,0.0844,-0.7218612442371043,-0.7270222901412992,-0.7174453317047439,0.040999999999999995,-0.8713312281256165,-0.8728310935151871,-0.8700164787224576,0.0131,-0.6069752669038813,-0.6114032119546856,-0.6020967112981788,0.08990000000000001,-0.6684146567238906,-0.6733479173826381,-0.6643395751772461,0.6294263653529885,-0.1283257891067107,0.28499823590227524,-0.6515583579933071,-0.16248103769103817,-0.12041426537893228,-0.6609755784308059,-0.6485237951384549,0.00010416666666666651,-0.627556390137264,-0.6324231632805656,-0.6254339754116555,-0.8567985460534031,-0.9246179576951217,-0.9260631486997911,-0.9240803154947,-0.8310166747609138,-0.8340238684137975,-0.8305313441509626,-0.8973730497380992,-0.8983317779634327,-0.8967721937207556,-0.8198356548508003,-0.82193038636022,-0.8281967403019516,-0.8157111626505428,-0.8423696565351344,-0.8466651603003025,-0.8388725217388353,-0.8303707676042054,-0.834209416719127,-0.8283898534989597,-0.6796121583344717,0.4248416032148368,-0.0033302028569043205,-0.8771482747268438,-0.7083667217274385,-0.7738858074053022,-0.41466564231883335,-0.6555104604047652,-0.8803373147135357,-0.696655418360079,-0.6564279602638082,-0.6637032687732567,-0.65092381287898,-0.8608079041055516,-0.8620077948039916,-0.8612433144183527,-0.5358907731137718,-0.5408549698775085,-0.531580165729558,-0.558470750928892,-0.5643163553638018,-0.5545411891983107,-0.549787371033218,-0.5282104334366566
0,0.12,0.0018000000000000002,-0.902081645664891,-0.9048701598483451,-0.8993079303070705,0.0,-0.7728236378056597,-0.7782540177785395,-0.7627007872819345,0.09330000000000001,-0.7221632105441103,-0.7270222901412992,-0.7174453317047439,0.040999999999999995,-0.8713312281256165,-0.8728310935151871,-0.8700164787224576,0.0131,-0.6069752669038813,-0.6114032119546856,-0.6020967112981788,0.098,-0.6689383670775866,-0.6740593506432558,-0.6643395751772461,0.6294263653529885,-0.1283257891067107,0.28499823590227524,-0.6515583579933071,-0.16248103769103817,-0.12041426537893228,-0.6609755784308059,-0.6485237951384549,0.00010416666666666651,-0.627556390137264,-0.6324231632805656,-0.6254339754116555,-0.8567985460534031,-0.9246179576951217,-0.9260631486997911,-0.9240803154947,-0.8329495453420162,-0.8375654856457495,-0.8305313441509626,-0.8973730497380992,-0.8983317779634327,-0.8967721937207556,-0.8198356548508003,-0.82193038636022,-0.8281967403019516,-0.8157111626505428,-0.8439746351482411,-0.8497990465573877,-0.8393381549006187,-0.8303707676042054,-0.834209416719127,-0.8283898534989597,-0.6796121583344717,0.4248416032148368,-0.0033302028569043205,-0.8771482747268438,-0.7137030488822576,-0.7738858074053022,-0.41466564231883335,-0.6623712531277902,-0.8803373147135357,-0.696655418360079,-0.655684775163266,-0.6630634774564859,-0.6494702162994096,-0.8608079041055516,-0.8620077948039916,-0.8612433144183527,-0.5358907731137718,-0.5408549698775085,-0.531580165729558,-0.5583792658835163,-0.5644451910069136,-0.5541023652486007,-0.549787371033218,-0.5282104334366566
0,0.15,0.0018000000000000002,-0.902081645664891,-0.9048701598483451,-0.8993079303070705,0.0,-0.7728236378056597,-0.7782540177785395,-0.7627007872819345,0.0964,-0.7223714461611468,-0.7270222901412992,-0.7174453317047439,0.040999999999999995,-0.8713312281256165,-0.8728310935151871,-0.8700164787224576,0.0131,-0.6069752669038813,-0.6114032119546856,-0.6020967112981788,0.10190000000000002,-0.6694706753956811,-0.6757035359807763,-0.6643395751772461,0.6294263653529885,-0.1283257891067107,0.28499823590227524,-0.6515583579933071,-0.16248103769103817,-0.12041426537893228,-0.6609755784308059,-0.6485237951384549,0.00010416666666666651,-0.627556390137264,-0.6324231632805656,-0.6254339754116555,-0.8567985460534031,-0.9246179576951217,-0.9260631486997911,-0.9240803154947,-0.8338716649735254,-0.8407553173353901,-0.8305313441509626,-0.8973730497380992,-0.8983317779634327,-0.8967721937207556,-0.8198356548508003,-0.82193038636022,-0.8281967403019516,-0.8157111626505428,-0.8449471243259339,-0.8501186472893385,-0.8393381549006187,-0.8303707676042054,-0.834209416719127,-0.8283898534989597,-0.6796121583344717,0.4248416032148368,-0.0033302028569043205,-0.8771482747268438,-0.7155751562541617,-0.7738858074053022,-0.41466564231883335,-0.6658645443694174,-0.8803373147135357,-0.696655418360079,-0.6551273448672585,-0.6595265754883468,-0.6494702162994096,-0.8608079041055516,-0.8620077948039916,-0.8612433144183527,-0.5358907731137718,-0.5408549698775085,-0.531580165729558,-0.5583006597526096,-0.5644451910069136,-0.5541023652486007,-0.549787371033218,-0.5282104334366566
