,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.025227420328369,-6.638868592372473,0.0,[0.065],1.0179655498034392,0.78,0.065,1.0
1,"(100,)",-4.011263738882679,-6.570428791637536,0.0,[0.065],1.019591140828549,0.79,0.065,1.0
2,"(200,)",-3.9604422788861227,-6.480389807069226,0.0,[0.055],0.8523273816587217,0.79,0.055,1.0
3,"(300,)",-3.943356287551095,-6.4498288860762365,0.0,[0.055],0.8251128726660208,0.79,0.055,1.0
4,"(400,)",-3.9403186060109814,-6.445561314734093,0.0,[0.055],0.8185991939165519,0.79,0.055,1.0
5,"(500,)",-3.939795828440513,-6.444598445198743,0.0,[0.055],0.8173950814707828,0.79,0.055,1.0
