,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-2.252968944461709,-4.470045082274006,[0.065],0.7787348275639476,0.065,34.66206935165266,[1.77873483],1,0.0,tensor(-1.2451),"[np.float64(0.593508684054878), np.float64(9.242579234920068), np.float64(0.0), np.float64(2.4509784288511995)]",1.0
1,1,-0.9963589798909838,-4.54251986216881,[0.055],1.162182506610852,0.055,34.63713731227349,[1.77873483],1,9.999999919686096e-05,tensor(2.2939),"[np.float64(0.5933443168177542), np.float64(9.242565377968317), np.float64(0.0003999999711059728), np.float64(2.4508241407527285)]",1.0
2,2,-0.9999091749481933,-4.543495432178601,[0.06],1.1648721444362573,0.06,34.62038118186252,[1.77873483],1,6.654435143753961e-05,tensor(2.2371),"[np.float64(0.5932032850421517), np.float64(9.242472558034166), np.float64(0.0006880613788109941), np.float64(2.4507002352276155)]",1.0
3,3,-1.0038279915872246,-4.544144834886259,[0.06],1.1654634771255004,0.06,34.61497936875552,[1.77873483],1,5.326247463162005e-06,tensor(2.2376),"[np.float64(0.5930947507052238), np.float64(9.24235510985237), np.float64(0.0009299671867857861), np.float64(2.450611880533179)]",1.0
4,4,-1.008269834517134,-4.54471599627038,[0.06],1.1647966728910364,0.06,34.6156719960443,[1.77873483],1,-6.841132780156623e-05,tensor(-5.3572),"[np.float64(0.5930060469632259), np.float64(9.242228845653003), np.float64(0.0011716510395729574), np.float64(2.4505453225905414)]",1.0
5,5,-1.0133907332697119,-4.545217153542417,[0.055],1.1632012702139358,0.055,34.62025566837613,[1.77873483],1,-6.294414725857256e-05,tensor(-5.3543),"[np.float64(0.5929308941467121), np.float64(9.242097922551983), np.float64(0.0014247013873769292), np.float64(2.450493834461732)]",1.0
6,6,-1.0184769811984729,-4.545646099235538,[0.055],1.161707015314198,0.055,34.62459889851581,[1.77873483],1,-2.678056247670307e-05,tensor(-5.3516),"[np.float64(0.5928524005857536), np.float64(9.241966458339576), np.float64(0.0016981018106364681), np.float64(2.450440838245343)]",1.0
7,7,-1.0235460021571074,-4.546041515914866,[0.055],1.1602843832802288,0.055,34.62879238262526,[1.77873483],1,2.6781200646301257e-05,tensor(2.2924),"[np.float64(0.5927712549947992), np.float64(9.241834512006267), np.float64(0.0019817381713251665), np.float64(2.4503865834730907)]",1.0
8,8,-1.028528094967207,-4.546409345277548,[0.055],1.1589397293812296,0.055,34.63291049528357,[1.77873483],1,6.188957832545093e-05,tensor(2.2914),"[np.float64(0.5926879327761884), np.float64(9.241702141676752), np.float64(0.00226968340375048), np.float64(2.450331216649218)]",1.0
9,9,-1.0336059978222902,-4.546753104388114,[0.055],1.1575979384474746,0.055,34.63701130594605,[1.77873483],1,8.178693536497607e-05,tensor(2.2903),"[np.float64(0.592602779007395), np.float64(9.241569399250846), np.float64(0.0025586122108129878), np.float64(2.450274831060833)]",1.0
