,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob
0,0.05,1.0,-0.8058282797074977,0.1512625,-0.8168256619917506,0.14437,0.05,1.0,-0.8238850672313156,0.0025,-0.8360211790626421,0.001,0.05,1.0,-0.7836962430004172,0.3375,-0.7922273174059304,0.33625000000000005
1,0.1,1.0,-0.8034604969414004,0.17382916666666667,-0.8165749464994243,0.16754333333333332,0.1,1.0,-0.8215317397423219,0.005,-0.8371445448097123,0.005,0.1,1.0,-0.7853747302803188,0.390625,-0.7994498704647205,0.36924999999999997
2,0.15,1.0,-0.7966028261961049,0.17312916666666667,-0.8052329604036756,0.16464166666666666,0.15,1.0,-0.8182904109154769,0.01,-0.8210068699590898,0.008,0.15,1.0,-0.7853273205543216,0.37,-0.7867675723120017,0.354
3,0.2,1.0,-0.7957420518150089,0.18507083333333335,-0.7967532212333714,0.18269166666666667,0.2,1.0,-0.8125309045144524,0.015,-0.8048670123535673,0.013,0.2,1.0,-0.7775231404695775,0.395625,-0.7838023302661978,0.386
4,0.23,1.0,-0.800216450851899,0.1816875,-0.7973493522446805,0.17933166666666667,0.23,1.0,-0.8130488856168303,0.015,-0.8022687687891327,0.014,0.23,1.0,-0.7769493221596229,0.3675,-0.7850026851688104,0.376
5,0.25,1.0,-0.782890393278922,0.18677083333333333,-0.7899006854435139,0.18159333333333333,0.25,1.0,-0.7970307781541073,0.019375,-0.7990977780591009,0.018,0.25,1.0,-0.7701174642758195,0.38,-0.7851786888239617,0.364
6,0.3,1.0,-0.78162717168549,0.20984583333333334,-0.7871169833503142,0.20121833333333333,0.3,1.0,-0.7949088644110592,0.0175,-0.7974738832208574,0.022,0.3,1.0,-0.7695143246598095,0.43,-0.7794673868705052,0.41225
7,0.33,1.0,-0.784292392703792,0.21343333333333334,-0.7910809929789158,0.20639333333333332,0.33,1.0,-0.7977661434741802,0.025,-0.7973349501244033,0.025,0.33,1.0,-0.7725016812568986,0.433125,-0.7799491950627394,0.421
8,0.35,1.0,-0.7753339140867603,0.22227083333333336,-0.7846892047556995,0.21106833333333333,0.35,1.0,-0.794183840802852,0.024375,-0.7965546194637415,0.02575,0.35,1.0,-0.7666452851031926,0.435,-0.7774127754697461,0.43
