,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.087259259739893,-6.639829766380425,0.0,[0.05],26.670693975304534,0.755,0.05,1.0
1,"(100,)",-3.766898122552108,-6.144334836095456,0.0,[0.025],17.2064132518563,0.78,0.025,1.0
2,"(200,)",-3.700639116512775,-6.04242019213388,0.0,[0.025],16.18561132643293,0.78,0.025,1.0
3,"(300,)",-3.6842062391190886,-6.017521961458701,0.0,[0.025],15.912944650468026,0.78,0.025,1.0
4,"(400,)",-3.679017854461075,-6.009333729950116,0.0,[0.025],15.811679556817243,0.78,0.025,1.0
5,"(500,)",-3.678294613878237,-6.008198061975092,0.0,[0.025],15.797707755667743,0.78,0.025,1.0
