,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,251.78724684853066,-4.530090642980659,[0.075],21.626404396428875,0.075,33.90999852027523,[22.6264044],1,0.0,tensor(-1006.8750),"[np.float64(0.5643029546928153), np.float64(9.242464053202367), np.float64(0.0), np.float64(2.397798990371241)]",1.0
1,1,338.4830358068026,-4.816968918394381,[0.05],11.972273795976111,0.05,33.95191532968777,[22.6264044],1,9.999999999900681e-05,tensor(-138.3947),"[np.float64(0.5644878192141403), np.float64(9.242322987699131), np.float64(0.00039999999971867894), np.float64(2.3979398214388166)]",1.0
2,2,333.0241062263567,-4.80949355642808,[0.05],11.813550367339671,0.05,33.99293193368205,[22.6264044],1,0.00017651893529320036,tensor(-137.7598),"[np.float64(0.5646607581758353), np.float64(9.242186770022958), np.float64(0.0006790550211770313), np.float64(2.398081401444312)]",1.0
3,3,327.569328189237,-4.802270473824326,[0.05],11.654219094952005,0.05,34.03391403249145,[22.6264044],1,0.00024371994004390143,tensor(-137.1225),"[np.float64(0.5648304019139369), np.float64(9.242051526297153), np.float64(0.0009860667211991601), np.float64(2.39822469697068)]",1.0
4,4,322.1227343682724,-4.79514057173688,[0.05],11.494384919710992,0.05,34.075014238060504,[22.6264044],1,0.00030599207331655795,tensor(-136.4832),"[np.float64(0.5649989295985669), np.float64(9.241916479782637), np.float64(0.0013114592798538006), np.float64(2.3983690639857818)]",1.0
5,5,316.68792138914534,-4.788044342393916,[0.05],11.334144985026112,0.05,34.116277178784905,[22.6264044],1,0.0003653193249561375,tensor(-135.8422),"[np.float64(0.5651671431222886), np.float64(9.24178141299497), np.float64(0.0016492316886795554), np.float64(2.3985141711620908)]",1.0
6,6,311.2675798404446,-4.780955223930965,[0.05],11.173572469571875,0.05,34.15771246928064,[22.6264044],1,0.00042277667336178244,tensor(-135.1999),"[np.float64(0.5653353854094237), np.float64(9.241646263648297), np.float64(0.0019958604073657435), np.float64(2.398659815890521)]",1.0
7,7,305.86380706760207,-4.773860329017374,[0.05],11.01272471191201,0.05,34.19931669232378,[22.6264044],1,0.0004790129866642658,tensor(-134.5565),"[np.float64(0.5655038111565985), np.float64(9.241511021932475), np.float64(0.0023491501551921117), np.float64(2.398805861958381)]",1.0
8,8,300.47830542158204,-4.766753240965564,[0.05],10.851648530832634,0.05,34.24108143215501,[22.6264044],1,0.0005344489491166511,tensor(-133.9122),"[np.float64(0.5656724878346736), np.float64(9.241375697547724), np.float64(0.002707647152597951), np.float64(2.3989522116471527)]",1.0
9,9,295.1124997316562,-4.759630878615545,[0.05],10.690383403833254,0.05,34.282996530089626,[22.6264044],1,0.0005893713580597526,tensor(-133.2672),"[np.float64(0.5658414392234706), np.float64(9.241240307559993), np.float64(0.00307033881530182), np.float64(2.3990987913094597)]",1.0
