seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time
0,0.0001,0,0.1,1.2,1,-0.8235228324690804,0.995,-0.9487690143199826,0.992,0.000369539
0,0.00021544346900318845,0,0.1,1.2,1,-0.8235228324593049,0.995,-0.9487690143791921,0.992,0.000369539
0,0.00046415888336127773,0,0.1,1.2,1,-0.8235228324182278,0.995,-0.9487690143116199,0.992,0.000369539
0,0.001,0,0.1,1.2,1,-0.8235228325536811,0.995,-0.9487690143881204,0.992,0.000369539
0,0.002154434690031882,0,0.1,1.2,1,-0.8235228325251214,0.99,-0.9487690143962484,0.992,0.000369539
0,0.004641588833612777,0,0.1,1.2,1,-0.8235228325271948,0.99,-0.9487690143849925,0.992,0.000369539
0,0.01,0,0.1,1.2,1,-0.8235228324813897,0.99,-0.9487690143806919,0.99,0.000369539
0,0.021544346900318822,0,0.1,1.2,1,-0.8235228324822598,0.985,-0.9487690143811642,0.99,0.000369539
0,0.046415888336127774,0,0.1,1.2,1,-0.8308250745425443,0.98,-0.9547389962410857,0.98,0.000369539
0,0.1,0,0.1,1.2,1,-0.855457463085031,0.965,-0.9508397243317082,0.974,0.000369539
0,0.11,0,0.1,1.2,1,-0.8563608897683116,0.96,-0.950322305991818,0.972,0.000369539
0,0.14708333333333334,0,0.1,1.2,1,-0.8581599092221278,0.955,-0.9492919559749132,0.96,0.000369539
0,0.18416666666666667,0,0.1,1.2,1,-0.8565454094622776,0.945,-0.9469925974898141,0.946,0.000369539
0,0.22125,0,0.1,1.2,1,-0.8551454811384517,0.945,-0.9452922723425249,0.928,0.000369539
0,0.25833333333333336,0,0.1,1.2,1,-0.8543473744576598,0.935,-0.9442468037634011,0.916,0.000369539
0,0.29541666666666666,0,0.1,1.2,1,-0.8517326793356969,0.915,-0.9412892835142556,0.894,0.000369539
0,0.3325,0,0.1,1.2,1,-0.8493991608155604,0.9,-0.9386618079596712,0.864,0.000369539
0,0.3695833333333333,0,0.1,1.2,1,-0.8485266486755969,0.88,-0.9376211641702238,0.856,0.000369539
0,0.4066666666666667,0,0.1,1.2,1,-0.8479891679091193,0.855,-0.9369569207404852,0.828,0.000369539
0,0.44375000000000003,0,0.1,1.2,1,-0.84760514491677,0.825,-0.9364709102420825,0.794,0.000369539
0,0.48083333333333333,0,0.1,1.2,1,-0.8473103671369134,0.8,-0.9360913908907743,0.758,0.000369539
0,0.5179166666666667,0,0.1,1.2,1,-0.8470740128903202,0.76,-0.9357831785738554,0.724,0.000369539
0,0.555,0,0.1,1.2,1,-0.8468787969520458,0.73,-0.9355261678523148,0.67,0.000369539
0,0.5920833333333334,0,0.1,1.2,1,-0.8467144157047979,0.705,-0.935307927697063,0.616,0.000369539
0,0.6291666666666667,0,0.1,1.2,1,-0.8465731534999762,0.645,-0.9351194710023826,0.582,0.000369539
0,0.66625,0,0.1,1.2,1,-0.846450662045181,0.61,-0.934954935371243,0.526,0.000369539
0,0.7033333333333334,0,0.1,1.2,1,-0.8463430070761023,0.54,-0.934809908089104,0.462,0.000369539
0,0.7404166666666667,0,0.1,1.2,1,-0.8462476314483909,0.47,-0.9346809156514824,0.396,0.000369539
0,0.7775000000000001,0,0.1,1.2,1,-0.8461624627269839,0.36,-0.9345653685132106,0.326,0.000369539
0,0.8145833333333333,0,0.1,1.2,1,-0.846085913327986,0.295,-0.9344611494106602,0.256,0.000369539
0,0.8516666666666667,0,0.1,1.2,1,-0.8460166093063171,0.23,-0.9343667592213046,0.186,0.000369539
0,0.88875,0,0.1,1.2,1,-0.8459668500512565,0.15,-0.9342949115583344,0.136,0.000369539
0,0.9258333333333334,0,0.1,1.2,1,-0.8459314994513825,0.095,-0.9342399845982737,0.102,0.000369539
0,0.9629166666666668,0,0.1,1.2,1,-0.8458989821578995,0.08,-0.9341893334927779,0.06,0.000369539
0,1.0,0,0.1,1.2,1,-0.8458689334751921,0.06,-0.9341425017842895,0.036,0.000369539
