,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.278598874048481,-6.649632768639227,0.0,[0.07],17.979485375187757,0.755,0.07,1.0
1,"(100,)",-3.9302751119505372,-6.1048191674967,0.0,[0.03],5.74900056178687,0.79,0.03,1.0
2,"(200,)",-3.824320399429231,-5.945290656864739,0.0,[0.025],3.594014084086955,0.77,0.025,1.0
3,"(300,)",-3.8042148277725674,-5.912348956068893,0.0,[0.025],3.24282638475694,0.78,0.025,1.0
4,"(400,)",-3.801311353199557,-5.907935189436054,0.0,[0.02],3.1947351441908918,0.78,0.02,1.0
5,"(500,)",-3.8004025406170685,-5.90627289710049,0.0,[0.02],3.1821666788362335,0.78,0.02,1.0
