seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover
9,0.5,9,0.15,5,1,-5.755467142458722,0.2575,-5.612315171187179,0.293,0.00014209,0.315,0.286
9,0.5408163265306123,9,0.15,5,1,-5.7120934302380375,0.245,-5.576455335728746,0.272,0.00014209,0.35,0.321
9,0.5816326530612245,9,0.15,5,1,-5.661956333174255,0.2275,-5.531488975955381,0.26,0.00014209,0.39,0.35
9,0.6224489795918368,9,0.15,5,1,-5.605948537137627,0.21,-5.47808583704097,0.237,0.00014209,0.425,0.39
9,0.6632653061224489,9,0.15,5,1,-5.536262719887832,0.18,-5.413771697916301,0.218,0.00014209,0.46,0.426
9,0.7040816326530612,9,0.15,5,1,-5.457587718570156,0.1625,-5.343181972625517,0.201,0.00014209,0.4875,0.455
9,0.7448979591836735,9,0.15,5,1,-5.372840048902135,0.1575,-5.264966956674189,0.183,0.00014209,0.5125,0.495
9,0.7857142857142857,9,0.15,5,1,-5.28128771739378,0.14,-5.178494054689269,0.166,0.00014209,0.5425,0.534
9,0.8265306122448979,9,0.15,5,1,-5.185259543206063,0.1175,-5.092532112517188,0.153,0.00014209,0.58,0.579
9,0.8673469387755102,9,0.15,5,1,-5.084076904483148,0.11,-5.005752562432181,0.142,0.00014209,0.6275,0.61
9,0.9081632653061225,9,0.15,5,1,-4.988518204910113,0.0975,-4.920054751779471,0.125,0.00014209,0.68,0.648
9,0.9489795918367346,9,0.15,5,1,-4.897352131144978,0.085,-4.8365844849299515,0.108,0.00014209,0.71,0.679
9,0.9897959183673469,9,0.15,5,1,-4.803814658896872,0.08,-4.75194774657672,0.094,0.00014209,0.745,0.71
9,1.030612244897959,9,0.15,5,1,-4.7084303535444585,0.075,-4.664101381628055,0.086,0.00014209,0.7675,0.732
9,1.0714285714285714,9,0.15,5,1,-4.6105082933792945,0.0675,-4.574483586405311,0.076,0.00014209,0.7875,0.757
9,1.1122448979591835,9,0.15,5,1,-4.51215386084452,0.065,-4.481285654519117,0.068,0.00014209,0.8175,0.787
9,1.1530612244897958,9,0.15,5,1,-4.412714592806274,0.055,-4.385631718028705,0.061,0.00014209,0.83,0.811
9,1.193877551020408,9,0.15,5,1,-4.312085200719327,0.05,-4.287495766427467,0.053,0.00014209,0.8575,0.83
9,1.2346938775510203,9,0.15,5,1,-4.210305268919432,0.035,-4.187740979735605,0.048,0.00014209,0.8725,0.849
9,1.2755102040816326,9,0.15,5,1,-4.110594340197005,0.03,-4.090479635996139,0.042,0.00014209,0.8975,0.864
9,1.316326530612245,9,0.15,5,1,-4.031301327083784,0.0275,-4.012347158113179,0.035,0.00014209,0.91,0.879
9,1.3571428571428572,9,0.15,5,1,-3.9544286646321063,0.0225,-3.9353374929865215,0.03,0.00014209,0.925,0.898
9,1.3979591836734693,9,0.15,5,1,-3.87844919440047,0.0225,-3.8592049746710257,0.026,0.00014209,0.93,0.908
9,1.4387755102040816,9,0.15,5,1,-3.81428346003161,0.02,-3.792717601090468,0.022,0.00014209,0.94,0.921
9,1.4795918367346939,9,0.15,5,1,-3.7510371260191757,0.0175,-3.7267599512763465,0.021,0.00014209,0.945,0.93
9,1.5204081632653061,9,0.15,5,1,-3.6865240080260127,0.0175,-3.6594632316886684,0.015,0.00014209,0.95,0.936
9,1.5612244897959182,9,0.15,5,1,-3.622068104202557,0.0175,-3.5920611285225226,0.011,0.00014209,0.9575,0.95
9,1.6020408163265305,9,0.15,5,1,-3.5566378347152283,0.015,-3.5242714707648704,0.011,0.00014209,0.965,0.957
9,1.6428571428571428,9,0.15,5,1,-3.4942794812878857,0.0125,-3.4586711531996714,0.009,0.00014209,0.965,0.967
9,1.683673469387755,9,0.15,5,1,-3.4415754253685096,0.0125,-3.402406602928194,0.008,0.00014209,0.965,0.972
9,1.7244897959183672,9,0.15,5,1,-3.3881618971358125,0.0125,-3.345621383023065,0.006,0.00014209,0.9725,0.975
9,1.7653061224489794,9,0.15,5,1,-3.334593686001532,0.01,-3.288333808614348,0.005,0.00014209,0.9775,0.98
9,1.8061224489795917,9,0.15,5,1,-3.2810254648133967,0.01,-3.2308570169165183,0.003,0.00014209,0.98,0.985
9,1.846938775510204,9,0.15,5,1,-3.2274572495376073,0.0025,-3.17295193634284,0.003,0.00014209,0.985,0.988
9,1.8877551020408163,9,0.15,5,1,-3.173455759474216,0.0025,-3.1149172901558013,0.003,0.00014209,0.99,0.991
9,1.9285714285714284,9,0.15,5,1,-3.1189939757639262,0.0025,-3.056436531663793,0.003,0.00014209,0.995,0.993
9,1.9693877551020407,9,0.15,5,1,-3.063655154370457,0.0025,-2.9986444762420446,0.002,0.00014209,0.995,0.994
9,2.010204081632653,9,0.15,5,1,-3.0163739818115847,0.0025,-2.9485067624480292,0.002,0.00014209,0.995,0.994
9,2.0510204081632653,9,0.15,5,1,-2.9884326708233733,0.0025,-2.9142161362642565,0.001,0.00014209,0.995,0.994
9,2.091836734693877,9,0.15,5,1,-2.955557235253242,0.0025,-2.8771712763123762,0.0,0.00014209,0.9975,0.997
9,2.13265306122449,9,0.15,5,1,-2.92337476396446,0.0025,-2.841528969051199,0.0,0.00014209,0.9975,0.998
9,2.1734693877551017,9,0.15,5,1,-2.890518590803788,0.0025,-2.803863935459763,0.0,0.00014209,0.9975,0.998
9,2.2142857142857144,9,0.15,5,1,-2.855372376839092,0.0025,-2.763570506947459,0.0,0.00014209,0.9975,0.999
9,2.2551020408163263,9,0.15,5,1,-2.8190531271475034,0.0025,-2.722525158606097,0.0,0.00014209,0.9975,1.0
9,2.2959183673469385,9,0.15,5,1,-2.7827338764507084,0.0025,-2.6809042631156994,0.0,0.00014209,0.9975,1.0
9,2.336734693877551,9,0.15,5,1,-2.7444881536025036,0.0025,-2.6385210488669664,0.0,0.00014209,0.9975,1.0
9,2.377551020408163,9,0.15,5,1,-2.7049891753938793,0.0025,-2.595906544938908,0.0,0.00014209,0.9975,1.0
9,2.4183673469387754,9,0.15,5,1,-2.6651657009303653,0.0,-2.5529659151074835,0.0,0.00014209,1.0,1.0
9,2.4591836734693877,9,0.15,5,1,-2.6250049817696857,0.0,-2.5096435347799395,0.0,0.00014209,1.0,1.0
9,2.5,9,0.15,5,1,-2.5845166262839543,0.0,-2.4662577239770127,0.0,0.00014209,1.0,1.0
