,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.319267360816321,-6.493547706821413,0.0,[0.075],1.1408929757278745,0.72,0.075,1.0
1,"(100,)",-4.528975687221547,-6.7465183219881375,0.0,[0.085],1.705953803421541,0.7,0.085,1.0
2,"(200,)",-4.5439257960869845,-6.764231866418104,0.0,[0.09],1.7012216305771086,0.71,0.09,1.0
3,"(300,)",-4.552146107274094,-6.766172717687235,0.0,[0.09],1.7595742854823788,0.705,0.09,1.0
4,"(400,)",-4.554507471122146,-6.769909210400382,0.0,[0.09],1.7636885173664882,0.705,0.09,1.0
5,"(500,)",-4.5553348754038065,-6.7712062976457155,0.0,[0.09],1.7651281429969599,0.705,0.09,1.0
