,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,test_prob_o,test_obj_o,0.25_test_obj_o,0.75_test_obj_o,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,dro_prob,dro_obj,0.25_dro_obj,0.75_dro_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj,lcx_prob,lcx_obj,0.25_lcx_obj,0.75_lcx_obj,test_avg_o,test_avg,0.25_test_avg,0.75_test_avg,test_avg_mv,0.25_test_avg_mv,0.75_test_avg_mv,test_avg_pre,0.25_test_avg_pre,0.75_test_avg_pre,test_avg_lcx,test_avg_dro,0.25_test_avg_dro,0.75_test_avg_dro,test_avg_scene,0.25_test_avg_scene,0.75_test_avg_scene,test_in,test_in_lcx,test_in_o,test_in_pre,test_in_mv,test_in_scene,test_in_dro,test_cvar,test_o_cvar,test_mv_cvar,0.25_mv_cvar,0.75_mv_cvar,test_pre_cvar,0.25_pre_cvar,0.75_pre_cvar,test_dro_cvar,0.25_dro_cvar,0.75_dro_cvar,test_scene_cvar,test_lcx_cvar
0,0.0,0.004000000000000001,-0.6042668157747563,-0.6167957207236099,-0.5968532853464656,0.0026000000000000003,-0.5559010449091947,-0.5609252262599116,-0.5499493814161477,0.005600000000000001,-0.5305826132951681,-0.534606620952797,-0.5205528147196133,0.0036000000000000003,-0.6065471760446973,-0.6166490475196776,-0.5971662253086204,0.004,-0.515122018811487,-0.5224540142533841,-0.4999783333682012,0.617097264324052,-0.004031864704914989,0.26369927939940807,-0.41855607001632594,-0.03298322464662955,0.028519073290685374,-0.4419302801912425,-0.4001003764812422,0.007126246877268538,-0.3934702136583007,-0.40741012086844675,-0.3902608579946229,-0.8092906008014891,-0.7976691399428969,-0.7999955259180509,-0.7972472199898777,-0.7998203201704405,-0.8091953740679674,-0.7850462130503534,-0.7982999786722892,-0.8007457485965113,-0.7963164443844176,-0.813995396991747,-0.8034819710056749,-0.8067179995704806,-0.7908354770071359,-0.8078000580554111,-0.8161873218507065,-0.7953057022369958,-0.27990729957700783,0.2485092432859505,0.03495583342805726,-0.30810988350244856,-0.042472272868303004,-0.620915044927192,0.02114069147630628,-0.5214901516500403,-0.4259584543639871,-0.3937412112559887,-0.4127255753305393,-0.36801835128692745,-0.5224854251282347,-0.5395002669852191,-0.505160785784459,-0.3731383571310085,-0.3946423595998949,-0.3432894605301473,-0.28371606371021985,-0.25167373702233153
0,0.01,0.0064,-0.6036440663460242,-0.6163423949959095,-0.5968532853464656,0.003,-0.5386712861750422,-0.5545748980872834,-0.5245229129824461,0.0116,-0.5312994710024043,-0.5388434097248227,-0.522351716790803,0.0108,-0.6057300144797995,-0.6158996498749155,-0.5954821713936356,0.0114,-0.5162116448055227,-0.5201297939912534,-0.5007266725888735,0.617097264324052,-0.004031864704914989,0.26369927939940807,-0.41855607001632594,-0.03298322464662955,0.028519073290685374,-0.4419302801912425,-0.4001003764812422,0.007126246877268538,-0.3934702136583007,-0.40741012086844675,-0.3902608579946229,-0.8116966983511207,-0.798177973650952,-0.8007625372672681,-0.7974152629878821,-0.8025182901869548,-0.813679212101252,-0.7862736210981958,-0.7996874426758884,-0.8020691905771099,-0.7986125595829785,-0.813995396991747,-0.8056080609478704,-0.8102589304669783,-0.7920947578102322,-0.8078000580554111,-0.8161873218507065,-0.7953057022369958,-0.32151647213721735,0.2485092432859505,0.04043411461975149,-0.3947483399952537,-0.23791358340282193,-0.620915044927192,-0.19963179864592898,-0.5206670800846688,-0.39521739225701713,-0.3942744248331983,-0.4148486449890197,-0.3685575226191903,-0.5202610670977353,-0.5375885848982789,-0.505219404597886,-0.373289634516072,-0.3965434957626309,-0.34351783765925725,-0.28371606371021985,-0.25167373702233153
0,0.02,0.0188,-0.6036163006953619,-0.6169891116523745,-0.5964111409567243,0.003,-0.5386712861750422,-0.5545748980872834,-0.5245229129824461,0.0202,-0.5304089558497636,-0.5395365479898542,-0.5184132650322721,0.0188,-0.6048389947588394,-0.6157172268535758,-0.5958356291328702,0.023,-0.517116418304523,-0.5216769578428123,-0.5049228809304406,0.617097264324052,-0.004031864704914989,0.26369927939940807,-0.41855607001632594,-0.03298322464662955,0.028519073290685374,-0.4419302801912425,-0.4001003764812422,0.007126246877268538,-0.3934702136583007,-0.40741012086844675,-0.3902608579946229,-0.8116966983511207,-0.8001162066255102,-0.8023786885272834,-0.800323317037357,-0.8043372371983754,-0.8156282121061487,-0.7885804146027727,-0.8006218075566721,-0.8028164962498414,-0.799339130109433,-0.813995396991747,-0.8071825448699018,-0.8131962617373202,-0.7934061159334678,-0.8078000580554111,-0.8161873218507065,-0.7953057022369958,-0.42579029955984654,0.2485092432859505,0.04043411461975149,-0.43222363460683316,-0.314945590883246,-0.620915044927192,-0.289845780511489,-0.5184002702251667,-0.39521739225701713,-0.3948600004415846,-0.4159875629030717,-0.36875480926519844,-0.518430050473876,-0.536834880923474,-0.504821329922601,-0.3728581366986946,-0.39596287283962417,-0.34345638211529084,-0.28371606371021985,-0.25167373702233153
0,0.03,0.0264,-0.6034302408121519,-0.6171181266489207,-0.5927296787549374,0.003,-0.5386712861750422,-0.5545748980872834,-0.5245229129824461,0.029800000000000004,-0.5309448549818633,-0.5370539609607632,-0.5209716855769813,0.0264,-0.6032772515039195,-0.6154538634235711,-0.5977961197420926,0.0334,-0.5171464409918738,-0.5218215145266001,-0.5046414109166413,0.617097264324052,-0.004031864704914989,0.26369927939940807,-0.41855607001632594,-0.03298322464662955,0.028519073290685374,-0.4419302801912425,-0.4001003764812422,0.007126246877268538,-0.3934702136583007,-0.40741012086844675,-0.3902608579946229,-0.8116966983511207,-0.8009286834997755,-0.8037685329414594,-0.8009351814129695,-0.805893940635609,-0.8169928816542836,-0.790152382030444,-0.8015201853259336,-0.8041383742593251,-0.800035437855473,-0.813995396991747,-0.8082720455498779,-0.8152243869872927,-0.7936067779759314,-0.8078000580554111,-0.8161873218507065,-0.7953057022369958,-0.4542297596210898,0.2485092432859505,0.04043411461975149,-0.46747723893587007,-0.36860147989992714,-0.620915044927192,-0.3411291185190841,-0.5168719564875485,-0.39521739225701713,-0.39491364552240615,-0.4171473119366982,-0.36924224693666524,-0.5161981222139176,-0.5323507270090141,-0.503919597697813,-0.37252303436369105,-0.3956206807135416,-0.34341172455889213,-0.28371606371021985,-0.25167373702233153
0,0.05,0.051000000000000004,-0.6005599290261523,-0.6137250833318719,-0.5884446264736665,0.003,-0.5386712861750422,-0.5545748980872834,-0.5245229129824461,0.04920000000000001,-0.5296880803858588,-0.539760700013633,-0.5168899967368799,0.0424,-0.599827535627011,-0.6126429983177518,-0.5900711525735758,0.04839999999999999,-0.5153906809879079,-0.5203101200543082,-0.5030518763193984,0.617097264324052,-0.004031864704914989,0.26369927939940807,-0.41855607001632594,-0.03298322464662955,0.028519073290685374,-0.4419302801912425,-0.4001003764812422,0.007126246877268538,-0.3934702136583007,-0.40741012086844675,-0.3902608579946229,-0.8116966983511207,-0.802844600809677,-0.8052919690067609,-0.8033119696193494,-0.808174471982196,-0.820457700556077,-0.7921872113340728,-0.8028982529612708,-0.8061476614793354,-0.8014780167154193,-0.813995396991747,-0.8098783021182981,-0.817221300623587,-0.7961622879824081,-0.8078000580554111,-0.8161873218507065,-0.7953057022369958,-0.5161812841181,0.2485092432859505,0.04043411461975149,-0.5122760221868379,-0.4264853320006095,-0.620915044927192,-0.4048112041283617,-0.5138132180488841,-0.39521739225701713,-0.3942896454249961,-0.4174236409578912,-0.3693255034611467,-0.5123621003322485,-0.529413600440124,-0.5018431389070748,-0.3719235131804434,-0.3960258765918566,-0.34302889832244826,-0.28371606371021985,-0.25167373702233153
0,0.08,0.07339999999999999,-0.5981943400248431,-0.6127281600968231,-0.5866346471044728,0.003,-0.5386712861750422,-0.5545748980872834,-0.5245229129824461,0.0774,-0.5277199588661956,-0.532527556522462,-0.5162084920013309,0.0828,-0.5949741146766094,-0.609731580445956,-0.5820648113379753,0.07060000000000001,-0.5145343461471307,-0.5171567844219938,-0.5007237086217184,0.617097264324052,-0.004031864704914989,0.26369927939940807,-0.41855607001632594,-0.03298322464662955,0.028519073290685374,-0.4419302801912425,-0.4001003764812422,0.007126246877268538,-0.3934702136583007,-0.40741012086844675,-0.3902608579946229,-0.8116966983511207,-0.8041745396233999,-0.8068759775884593,-0.8043817960946766,-0.8112958278061912,-0.8237744252174253,-0.7949968580479679,-0.8052477304554799,-0.8090570003597071,-0.8052546095825173,-0.813995396991747,-0.8119038250756923,-0.8187210128892639,-0.8005056928844981,-0.8078000580554111,-0.8161873218507065,-0.7953057022369958,-0.5507518924134173,0.2485092432859505,0.04043411461975149,-0.5635674315863068,-0.48768985377996527,-0.620915044927192,-0.46392845906871105,-0.5095119181368085,-0.39521739225701713,-0.39320886142487854,-0.4161902247074466,-0.36761977241841226,-0.5046063712302425,-0.5241451715155525,-0.49295302972933364,-0.37048642713878,-0.395611431058529,-0.3426249544233427,-0.28371606371021985,-0.25167373702233153
0,0.1,0.09380000000000001,-0.596564453295138,-0.6126025397741075,-0.5849256845701585,0.003,-0.5386712861750422,-0.5545748980872834,-0.5245229129824461,0.09780000000000001,-0.5279447073297755,-0.5339648802794708,-0.5162009870321947,0.096,-0.5933971035572354,-0.6095923258387358,-0.580890561085037,0.09040000000000001,-0.5119473179103861,-0.5123735282343629,-0.502471356715643,0.617097264324052,-0.004031864704914989,0.26369927939940807,-0.41855607001632594,-0.03298322464662955,0.028519073290685374,-0.4419302801912425,-0.4001003764812422,0.007126246877268538,-0.3934702136583007,-0.40741012086844675,-0.3902608579946229,-0.8116966983511207,-0.8055659176559665,-0.8086394584711494,-0.8055525054908323,-0.8137135226642386,-0.8251509696887831,-0.7983359527646079,-0.8061199288726268,-0.8099963012747207,-0.8061468153027961,-0.813995396991747,-0.8138995322543063,-0.8213595819337375,-0.802394180282101,-0.8078000580554111,-0.8161873218507065,-0.7953057022369958,-0.5770040669520118,0.2485092432859505,0.04043411461975149,-0.5785907300272524,-0.5219782412979553,-0.620915044927192,-0.5013173711583503,-0.5051591541220266,-0.39521739225701713,-0.39184763352748486,-0.413490024985009,-0.36618997113034923,-0.5004137950816847,-0.516181303788596,-0.48893555293230556,-0.36796143833156136,-0.3951392742944399,-0.3415445892558813,-0.28371606371021985,-0.25167373702233153
0,0.12,0.11040000000000001,-0.594419431002567,-0.6105187728499953,-0.5824954327482893,0.003,-0.5386712861750422,-0.5545748980872834,-0.5245229129824461,0.11560000000000001,-0.5270395112460854,-0.530553970003954,-0.5154193474084976,0.11379999999999998,-0.5894442315051743,-0.603448759880535,-0.5762553474925767,0.1082,-0.5115661708485509,-0.5136437757928707,-0.5015678010168199,0.617097264324052,-0.004031864704914989,0.26369927939940807,-0.41855607001632594,-0.03298322464662955,0.028519073290685374,-0.4419302801912425,-0.4001003764812422,0.007126246877268538,-0.3934702136583007,-0.40741012086844675,-0.3902608579946229,-0.8116966983511207,-0.8064137528931716,-0.8089738069603054,-0.8068020035363683,-0.8159846516303494,-0.8264658799718794,-0.8031602277987028,-0.8072037214763561,-0.8104213047106648,-0.8070504102425433,-0.813995396991747,-0.8153937398020782,-0.82342695940213,-0.8026516638990762,-0.8078000580554111,-0.8161873218507065,-0.7953057022369958,-0.5923753796655001,0.2485092432859505,0.04043411461975149,-0.5941212534711439,-0.5475077960103734,-0.620915044927192,-0.5263170426397769,-0.5007789213593206,-0.39521739225701713,-0.3902254363607337,-0.4114322712597389,-0.36622247168012256,-0.4946096061580853,-0.50647888112033,-0.48116303878682076,-0.36605765383960986,-0.39438036054084574,-0.340638507536179,-0.28371606371021985,-0.25167373702233153
0,0.15,0.1346,-0.5898100049072167,-0.6049344828956242,-0.5797429019718974,0.003,-0.5386712861750422,-0.5545748980872834,-0.5245229129824461,0.146,-0.5244794235763408,-0.5334178700311722,-0.5117939258851225,0.1368,-0.5853711041143935,-0.6007203144518294,-0.5756833522915786,0.135,-0.5092175484772082,-0.5163058384223129,-0.49542346441963336,0.617097264324052,-0.004031864704914989,0.26369927939940807,-0.41855607001632594,-0.03298322464662955,0.028519073290685374,-0.4419302801912425,-0.4001003764812422,0.007126246877268538,-0.3934702136583007,-0.40741012086844675,-0.3902608579946229,-0.8116966983511207,-0.8080424599782514,-0.8102524336953891,-0.8079027444087451,-0.820194848892957,-0.8303789910854922,-0.8073501832450435,-0.8084028142169302,-0.8122682190888046,-0.8079718331596295,-0.813995396991747,-0.8177050307420203,-0.8260076500496667,-0.8052493240930587,-0.8078000580554111,-0.8161873218507065,-0.7953057022369958,-0.6154475878542569,0.2485092432859505,0.04043411461975149,-0.61449465292691,-0.5853016632147169,-0.620915044927192,-0.5566263697207703,-0.4935100525622477,-0.39521739225701713,-0.3859796905274211,-0.40392646469301663,-0.3638960206886198,-0.48667292046547167,-0.5017579881274763,-0.4792687888669688,-0.3623934341524126,-0.39193647658402647,-0.3392624456718915,-0.28371606371021985,-0.25167373702233153
0,0.18,0.1642,-0.5848763943505779,-0.592156918615256,-0.5766512528000945,0.003,-0.5386712861750422,-0.5545748980872834,-0.5245229129824461,0.1762,-0.5212828888685717,-0.5318378286304501,-0.5073442622871025,0.16160000000000002,-0.5809851829776733,-0.5889936403950284,-0.5722896078493009,0.1752,-0.5049864015750906,-0.5160146979234457,-0.49476183219521475,0.617097264324052,-0.004031864704914989,0.26369927939940807,-0.41855607001632594,-0.03298322464662955,0.028519073290685374,-0.4419302801912425,-0.4001003764812422,0.007126246877268538,-0.3934702136583007,-0.40741012086844675,-0.3902608579946229,-0.8116966983511207,-0.8096999892724295,-0.8127090444174973,-0.8091466794213853,-0.8241358359870021,-0.8325878646569258,-0.8129696295195615,-0.8100086226785959,-0.8139250889889271,-0.8092501504973566,-0.813995396991747,-0.822570143526109,-0.8345698361131204,-0.8082777548354222,-0.8078000580554111,-0.8161873218507065,-0.7953057022369958,-0.6380816828532361,0.2485092432859505,0.04043411461975149,-0.6359315495828923,-0.6147203963873471,-0.620915044927192,-0.6027628743611144,-0.48295371578547286,-0.39521739225701713,-0.3812522696617848,-0.400944479340426,-0.3562827959977484,-0.47628087426355525,-0.4902586013389421,-0.4688847257190648,-0.35438067162657916,-0.38758849410207946,-0.33454208924747814,-0.28371606371021985,-0.25167373702233153
0,0.2,0.1916,-0.5790371977296663,-0.5890058662637669,-0.5641292404111042,0.003,-0.5386712861750422,-0.5545748980872834,-0.5245229129824461,0.19920000000000002,-0.5168207468924978,-0.5211306518383612,-0.5036566530162943,0.18639999999999998,-0.5739820735869616,-0.585421713456123,-0.5636963510272913,0.18799999999999997,-0.5056011901678182,-0.5160146979234457,-0.4926220590863804,0.617097264324052,-0.004031864704914989,0.26369927939940807,-0.41855607001632594,-0.03298322464662955,0.028519073290685374,-0.4419302801912425,-0.4001003764812422,0.007126246877268538,-0.3934702136583007,-0.40741012086844675,-0.3902608579946229,-0.8116966983511207,-0.8111432228116758,-0.8149418776589186,-0.8100989249377984,-0.8274686824307557,-0.8337410380228399,-0.8153878092027972,-0.8114273139430115,-0.8159355101590644,-0.8105075673974945,-0.813995396991747,-0.8242931170351693,-0.8380041077956293,-0.8090600301496162,-0.8078000580554111,-0.8161873218507065,-0.7953057022369958,-0.6550775514321623,0.2485092432859505,0.04043411461975149,-0.6534689964050426,-0.6347129024412747,-0.620915044927192,-0.6158799300250978,-0.47354807158358536,-0.39521739225701713,-0.3754267405273164,-0.39330719279211696,-0.35490414739677556,-0.4635897915823666,-0.47803819368661155,-0.4551083165975145,-0.35185044815849276,-0.3841938493632525,-0.33132940836643776,-0.28371606371021985,-0.25167373702233153
