seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg
3,3,0.8171907273085474,3.4571999601714225,0.024123753273153477,-2.016210279158906,-0.6529302215735542,-8.844317594260424,-3.7438735227411293,-5.341765973223036
