seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg
2,2,0.8276823402972052,5.102151470889206,0.03343036444014475,-1.6321961826193228,-0.8352182410568065,-8.934207300747161,-3.6592099297368486,-5.004651318729586
